:START_ID,:END_ID,:TYPE,weight
event/f1027078,why_he_needs_to_return_to_hiding_o/8681a0b2,PRODUCES_MOTIVATION,0.533
event/f1027078,why_his_physical_suffering_from_co/ef88c40d,PRODUCES_MOTIVATION,0.467
event/1a87a5a8,why_pip_is_frightened_by_the_man_a/51e8ff81,PRODUCES_MOTIVATION,0.375
event/1a87a5a8,why_pip’s_childish_imagination_tra/3c273220,PRODUCES_MOTIVATION,0.333
event/1a87a5a8,why_the_bleak_marsh_landscape_heig/ad18a3e7,PRODUCES_MOTIVATION,0.292
event/d611eb16,why_pip_pauses_to_watch_the_man_an/e6474e4a,PRODUCES_MOTIVATION,0.471
event/d611eb16,"why_the_bleak_lines_of_marsh,_rive/7c7d33ee",PRODUCES_MOTIVATION,0.529
event/1c7540b2,why_pip_is_scanning_the_bleak_land/b94ed183,PRODUCES_MOTIVATION,0.571
event/1c7540b2,why_the_limping_man’s_movement_tow/91f95f08,PRODUCES_MOTIVATION,0.429
event/db77d322,why_childlike_imagination_connects/5d8207fd,PRODUCES_MOTIVATION,0.533
event/db77d322,why_recent_exposure_to_fear_and_th/a2e05c0a,PRODUCES_MOTIVATION,0.467
event/6bcf2cfa,why_pip_cannot_locate_the_imagined/e5abb38e,PRODUCES_MOTIVATION,0.515
event/6bcf2cfa,why_prior_threat_about_the_‘young_/d405bdb9,PRODUCES_MOTIVATION,0.485
