:ID,name,eventType,actionType,source_quote,causeWeight,confidence,sequence,chapter,time,location
event/fb71004a,Man reacts to learning Joe is a blacksmith and glances at his leg,perception/recognition,consider,"“Blacksmith, eh?” said he. And looked down at his leg.",1.0,0.9,17,1,Immediately after learning about Joe,Graveyard (same setting)
event/d5bbca8e,Convict intimidates Pip and threatens his life while demanding help,conflict/threat,threaten,“You get me a file… And you get me wittles… Or I’ll have your heart and liver out.”,1.0,0.96,18,1,After dark,Churchyard by Pip's family tombstone
event/640af074,Pip pleads for physical relief so he can comply,assistance/exchange,plead,"“If you would kindly please to let me keep upright, sir, perhaps I shouldn’t be sick, and perhaps I could attend more.”",0.9990000000000001,0.9,19,1,Continuous with the threat,Churchyard by Pip's family tombstone
event/a3e60315,Convict threatens Pip into bringing tools and food,conflict/threat,threaten,"“You bring me, to-morrow morning early, that file and them wittles... and you shall be let to live.”",1.0,0.96,20,1,Tomorrow morning (referenced as deadline),Graveyard near the old Battery
event/dde423b3,Pip promises to bring the file and food,assistance/exchange,promise,"I said that I would get him the file, and I would get him what broken bits of food I could...",1.0,0.94,21,1,Immediately after the threat; for early next morning,Graveyard near the old Battery
event/0ad53450,The stranger warns Pip to remember his promise and sends him home,encounter/dialogue,threaten,"“Now,” he pursued, “you remember what you’ve undertook, and you remember that young man, and you get home!”",0.9990000000000001,0.96,22,1,immediately following Pip's encounter with the man,churchyard on the marshes
event/f1027078,"The man limps away across the graveyard toward the river, shivering and hugging himself",movement/departure,depart,He hugged his shuddering body in both his arms… and limped towards the low church wall.,1.0,0.94,23,1,immediately after speaking to Pip,from the churchyard towards the river across the marshes
event/1a87a5a8,Pip runs home while watching the man’s retreat and imagining the dead grasping at him,reflection/emotion,fear,"He looked in my young eyes as if he were eluding the hands of the dead people, stretching up cautiously out of their graves, to get a twist upon his ankle and pull him in.",1.0,0.93,24,1,as the man climbs the wall and moves away,churchyard and view over the marshes
event/d611eb16,"The landscape of marshes, river, and sky is described as stark and ominous",perception/recognition,observe,The marshes were just a long black horizontal line then… and the sky was just a row of long angry red lines and dense black lines intermixed.,1.0,0.9,25,1,as Pip stops to look after the man,marshes and river horizon
event/1c7540b2,Pip observes a limping man moving toward a distant gibbet,perception/recognition,observe,"The man was limping on towards this latter, as if he were the pirate come to life, and come down, and going back to hook himself up again.",1.0,0.93,26,1,continuous present of the scene,edge of the river near the beacon and gibbet
event/db77d322,Pip imagines the limping man as a resurrected pirate and is terrified,reflection/emotion,imagine,"It gave me a terrible turn when I thought so; and as I saw the cattle lifting their heads to gaze after him, I wondered whether they thought so too.",1.0,0.9,27,1,immediately after observing the limping man,marshes near the river
event/6bcf2cfa,"Pip, unable to see the ‘horrible young man,’ flees home in renewed fear",movement/departure,flee,"I looked all round for the horrible young man, and could see no signs of him. But now I was frightened again, and ran home without stopping.",1.0,0.94,28,1,immediately after searching for the horrible young man,from the marshes to home
