:START_ID,:END_ID,:TYPE,weight
event/92593720,why_the_man_has_just_eaten_bread_a/bd6272f5,PRODUCES_MOTIVATION,1.0
event/388d9c2b,why_the_man’s_comment_prompts_the_/1e2351cf,PRODUCES_MOTIVATION,1.0
event/03a16122,why_narrator_wants_to_contrast_his/56f9d7b9,PRODUCES_MOTIVATION,1.0
event/30e7b4c2,why_narrator_continues_to_characte/dbc42a3b,PRODUCES_MOTIVATION,1.0
event/5b47294a,why_man_wants_to_intimidate_the_ch/1d354d95,PRODUCES_MOTIVATION,0.571
event/5b47294a,why_ongoing_interaction_between_ma/d580628c,PRODUCES_MOTIVATION,0.429
event/84387e42,why_to_reinforce_his_verbal_threat/b316416b,PRODUCES_MOTIVATION,1.0
event/82bd848c,why_man_wishes_to_emphasize_the_se/5756270e,PRODUCES_MOTIVATION,1.0
event/9795a963,why_fear_of_the_man’s_threat/35f83964,PRODUCES_MOTIVATION,1.0
event/13c084be,why_to_keep_from_falling_off_the_t/0ce09205,PRODUCES_MOTIVATION,0.471
event/13c084be,why_to_gain_comfort_and_control_du/5cf65e83,PRODUCES_MOTIVATION,0.529
event/ab66d876,why_fear_of_falling_or_being_displ/98de2deb,PRODUCES_MOTIVATION,1.0
event/d02011f6,why_emotional_distress_and_fear_of/9bac0c82,PRODUCES_MOTIVATION,0.576
event/d02011f6,why_desire_not_to_appear_weak_or_p/b67c55ed,PRODUCES_MOTIVATION,0.424
event/914df750,why_man_wants_the_child’s_full_att/fb18c7fc,PRODUCES_MOTIVATION,1.0
event/ee808686,why_man_seeks_information_about_th/9e78f0d4,PRODUCES_MOTIVATION,1.0
event/302d0834,why_something_in_the_situation_or_/54ab1397,PRODUCES_MOTIVATION,1.0
event/279aad17,why_impulsive_movement_following_h/f7d70dd8,PRODUCES_MOTIVATION,1.0
event/cdd12b92,why_reconsideration_or_need_to_che/090884bb,PRODUCES_MOTIVATION,1.0
event/35a54733,why_to_check_what_or_who_is_behind/5b6af427,PRODUCES_MOTIVATION,1.0
event/28349599,why_narrator_is_answering_the_man’/52afb32b,PRODUCES_MOTIVATION,0.514
event/28349599,why_narrator_is_afraid_and_respond/a6ae5d13,PRODUCES_MOTIVATION,0.486
event/d64d97ac,why_to_physically_or_verbally_indi/8baf5b6d,PRODUCES_MOTIVATION,1.0
event/4d859591,why_to_clarify_that_the_name_georg/47aa160f,PRODUCES_MOTIVATION,1.0
event/d08d256e,why_the_man_had_previously_moved_a/68389d61,PRODUCES_MOTIVATION,1.0
event/21fd5641,why_reaction_to_what_he_has_just_p/fc8583a1,PRODUCES_MOTIVATION,1.0
event/cb11de79,why_man_wants_to_identify_the_peop/d59fd0dd,PRODUCES_MOTIVATION,0.529
event/cb11de79,why_man_is_assessing_philip_pirrip/254e4dd9,PRODUCES_MOTIVATION,0.471
event/932e3405,why_philip_pirrip_responds_truthfu/eb078cb8,PRODUCES_MOTIVATION,1.0
event/198a770a,why_philip_pirrip_clarifies_his_pa/78d972ba,PRODUCES_MOTIVATION,1.0
event/bf49e657,why_reaction_to_learning_more_abou/035bdf2d,PRODUCES_MOTIVATION,1.0
event/eb8e1bf4,why_man_is_evaluating_what_he_has_/cde11e7d,PRODUCES_MOTIVATION,1.0
event/943d6f9d,why_man_seeks_further_details_abou/f145dd2b,PRODUCES_MOTIVATION,1.0
event/b77dbe50,why_man_wants_to_intimidate_philip/a8077e86,PRODUCES_MOTIVATION,1.0
event/dd382b9e,why_philip_pirrip_answers_the_man’/024ed020,PRODUCES_MOTIVATION,1.0
event/06fd1a82,why_philip_pirrip_clarifies_his_si/4adb5f42,PRODUCES_MOTIVATION,1.0
event/e6bdb737,why_philip_pirrip_completes_the_de/a7b64bce,PRODUCES_MOTIVATION,1.0
event/3d2209f9,why_man_is_registering_and_probing/e95f9449,PRODUCES_MOTIVATION,1.0
event/61a4b34d,why_man_associates_the_idea_of_a_b/43ad7e1e,PRODUCES_MOTIVATION,1.0
event/e250f02e,why_man_is_assessing_his_injured_l/15faa2e5,PRODUCES_MOTIVATION,0.4
event/e250f02e,why_man_is_examining_the_narrator_/490a9d40,PRODUCES_MOTIVATION,0.6
event/2119561a,why_man_intends_to_intimidate_or_c/22a1cdb5,PRODUCES_MOTIVATION,0.562
event/2119561a,why_need_to_speak_to_narrator_at_c/f5839928,PRODUCES_MOTIVATION,0.437
event/568f5a05,why_man_wants_physical_control_ove/9958ccf8,PRODUCES_MOTIVATION,0.528
event/568f5a05,why_man_intends_to_intimidate_narr/7e49b58e,PRODUCES_MOTIVATION,0.472
event/01b3f289,why_to_increase_narrator's_helples/6c2b8d94,PRODUCES_MOTIVATION,0.576
event/01b3f289,why_to_position_their_faces_for_di/ea2433b9,PRODUCES_MOTIVATION,0.424
event/924bad1e,why_man_intends_to_dominate_and_fr/8811ffb7,PRODUCES_MOTIVATION,1.0
event/b51d09a9,why_narrator’s_body_is_forcibly_ti/3281f9a0,PRODUCES_MOTIVATION,0.514
event/b51d09a9,why_narrator_feels_helpless_and_fe/6b0554c9,PRODUCES_MOTIVATION,0.486
event/01205b39,why_man_wants_to_threaten_narrator/3181efe0,PRODUCES_MOTIVATION,0.514
event/01205b39,why_man_seeks_narrator’s_complianc/c6cd3815,PRODUCES_MOTIVATION,0.486
event/bc842ab2,why_man_needs_a_file_and_must_ensu/8abf1043,PRODUCES_MOTIVATION,1.0
event/1596267d,why_to_intensify_narrator’s_sense_/053d6de8,PRODUCES_MOTIVATION,0.514
event/1596267d,why_to_reinforce_threats_with_phys/0487a26e,PRODUCES_MOTIVATION,0.486
event/04beb116,why_physical_tilting_and_loss_of_b/4f392568,PRODUCES_MOTIVATION,0.514
event/04beb116,why_man’s_threats_and_questions_ab/b7de812a,PRODUCES_MOTIVATION,0.486
event/e76ab6c2,why_man_needs_a_file_for_his_own_p/7f8f740e,PRODUCES_MOTIVATION,0.486
event/e76ab6c2,why_man_is_coercing_narrator_into_/c8a4b2cf,PRODUCES_MOTIVATION,0.514
event/9b2f811b,why_to_reinforce_the_command_throu/66fd175e,PRODUCES_MOTIVATION,1.0
event/10e4fcca,why_man_is_hungry_and_needs_food/15e484a3,PRODUCES_MOTIVATION,0.5
event/10e4fcca,why_man_uses_narrator_as_a_resourc/e7da4771,PRODUCES_MOTIVATION,0.5
event/e46fa1ab,why_continued_strategy_of_intimida/9d9247c7,PRODUCES_MOTIVATION,1.0
event/cc3c5b2c,why_man_clarifies_that_both_items_/cfac3359,PRODUCES_MOTIVATION,1.0
event/b7880c6e,why_to_emphasize_seriousness_of_co/dafbaeee,PRODUCES_MOTIVATION,1.0
event/d721ba2e,why_to_coerce_narrator’s_obedience/828e620f,PRODUCES_MOTIVATION,1.0
event/3b5d10c4,why_final_intensification_of_intim/167e79ce,PRODUCES_MOTIVATION,1.0
event/d21030e4,why_man’s_threats_to_kill_and_dise/5eacb7eb,PRODUCES_MOTIVATION,0.521
event/d21030e4,why_physical_vulnerability_from_be/c883cbc6,PRODUCES_MOTIVATION,0.479
event/04dfa728,why_continuous_tilting_backwards/c8aa49a6,PRODUCES_MOTIVATION,0.576
event/04dfa728,why_fear-induced_physical_reaction/8a3b84dd,PRODUCES_MOTIVATION,0.424
event/32bd6a82,why_narrator_seeks_physical_stabil/f6c447da,PRODUCES_MOTIVATION,0.514
event/32bd6a82,why_instinctive_reaction_to_fear_a/bc319970,PRODUCES_MOTIVATION,0.486
event/fc97900b,why_narrator_feels_he_might_be_sic/8b2765a7,PRODUCES_MOTIVATION,0.529
event/fc97900b,why_narrator_hopes_politeness_may_/ac720b82,PRODUCES_MOTIVATION,0.471
event/3813cb18,why_narrator_attempts_to_give_a_pr/22097d8f,PRODUCES_MOTIVATION,1.0
event/638e6668,why_narrator_argues_he_can_listen_/d2a72134,PRODUCES_MOTIVATION,0.514
event/638e6668,why_narrator_tries_to_show_willing/25caa6e2,PRODUCES_MOTIVATION,0.486
event/94b40161,why_man_wants_to_intimidate_the_na/1384e0d1,PRODUCES_MOTIVATION,0.5
event/94b40161,why_man_is_coercing_the_narrator_i/e64423f1,PRODUCES_MOTIVATION,0.5
event/8080975d,why_violent_motion_causes_visual_i/f504b808,PRODUCES_MOTIVATION,0.556
event/8080975d,why_narrator_is_describing_intensi/7a477433,PRODUCES_MOTIVATION,0.444
event/bd898780,why_man_wants_to_control_narrator_/3fd89804,PRODUCES_MOTIVATION,0.528
event/bd898780,why_maintaining_dominance_and_prev/89c257be,PRODUCES_MOTIVATION,0.472
event/094860c9,why_man_needs_to_coerce_narrator_i/19e7b169,PRODUCES_MOTIVATION,0.556
event/094860c9,why_man_is_desperate_as_a_fugitive/e5c58d9c,PRODUCES_MOTIVATION,0.444
event/78bb8d18,why_man_needs_a_file_(likely_to_re/887d9b16,PRODUCES_MOTIVATION,0.514
event/78bb8d18,why_man_is_hungry_and_needs_food/922a73d9,PRODUCES_MOTIVATION,0.486
event/13df1f4a,why_man_must_choose_a_rendezvous_w/f4931adc,PRODUCES_MOTIVATION,0.514
event/13df1f4a,why_need_for_secrecy_and_safety_fr/aa8a5f85,PRODUCES_MOTIVATION,0.486
event/9c9a24d0,why_man_fears_being_reported_to_au/71537d74,PRODUCES_MOTIVATION,0.526
event/9c9a24d0,why_threat_enhances_control_over_n/e22ffa80,PRODUCES_MOTIVATION,0.474
event/13ae11ec,why_man_uses_life-or-death_stakes_/645b02f6,PRODUCES_MOTIVATION,0.556
event/13ae11ec,why_narrator_is_a_vulnerable_child/7d95f251,PRODUCES_MOTIVATION,0.444
event/3d8b7b26,why_man_wants_to_deter_any_disobed/dfd6a1df,PRODUCES_MOTIVATION,0.526
event/3d8b7b26,why_man_is_brutal_and_uses_graphic/98941e90,PRODUCES_MOTIVATION,0.474
event/3b89f491,why_man_wants_to_intensify_fear_by/4dd0384c,PRODUCES_MOTIVATION,0.526
event/3b89f491,why_claim_increases_perceived_dang/cb968487,PRODUCES_MOTIVATION,0.474
event/057be3e2,why_man_strengthens_threat_by_inve/5f76551c,PRODUCES_MOTIVATION,0.526
event/057be3e2,why_hidden_accomplice_implies_ines/88486e32,PRODUCES_MOTIVATION,0.474
event/2e74e82a,why_reinforce_sense_of_witness_to_/24c7348b,PRODUCES_MOTIVATION,0.514
event/2e74e82a,why_imply_that_betrayal_will_be_de/ca2f9d10,PRODUCES_MOTIVATION,0.486
event/bb0ab1a9,why_detailing_gruesome_ability_to_/42f1fc16,PRODUCES_MOTIVATION,0.526
event/bb0ab1a9,why_persuade_narrator_that_hiding_/f32cdfec,PRODUCES_MOTIVATION,0.474
event/29ec39d5,why_prevent_narrator_from_consider/88871a9d,PRODUCES_MOTIVATION,0.526
event/29ec39d5,why_establish_young_man_as_inescap/791108af,PRODUCES_MOTIVATION,0.474
event/dbd279e1,why_make_threat_relatable_to_narra/57663e32,PRODUCES_MOTIVATION,0.5
event/dbd279e1,why_undercut_sense_of_safety_at_ho/8787b2ad,PRODUCES_MOTIVATION,0.5
event/13e437c2,why_intimidate_narrator_with_vivid/7906ea6d,PRODUCES_MOTIVATION,0.526
event/13e437c2,why_reinforce_impression_that_safe/151369ae,PRODUCES_MOTIVATION,0.474
event/9d4826eb,why_present_himself_as_both_threat/93569db8,PRODUCES_MOTIVATION,0.526
event/9d4826eb,why_imply_narrator_owes_obedience_/0283ddf0,PRODUCES_MOTIVATION,0.474
event/e4b37495,why_stress_precariousness_of_narra/1d955067,PRODUCES_MOTIVATION,0.526
event/e4b37495,why_increase_pressure_to_comply_pr/db13dee2,PRODUCES_MOTIVATION,0.474
event/c0338f19,why_man_wants_explicit_commitment_/b37e0b60,PRODUCES_MOTIVATION,0.526
event/c0338f19,why_verbal_promise_will_seem_bindi/323f4121,PRODUCES_MOTIVATION,0.474
event/a810a518,why_narrator_is_frightened_by_thre/30eb0783,PRODUCES_MOTIVATION,0.526
event/a810a518,why_narrator_feels_powerless_to_re/fb4eb496,PRODUCES_MOTIVATION,0.474
event/5ba94de8,why_continuing_compliance_under_du/cb70b08c,PRODUCES_MOTIVATION,0.625
event/5ba94de8,why_empathy_or_fear_regarding_man’/92527b21,PRODUCES_MOTIVATION,0.375
event/d7ce68d3,why_narrator_continues_to_yield_to/ff1bf290,PRODUCES_MOTIVATION,0.526
event/d7ce68d3,why_narrator_hopes_to_avoid_immedi/4e3df200,PRODUCES_MOTIVATION,0.474
event/088dd70e,"why_man_wants_stronger,_sacred_bin/663ab004",PRODUCES_MOTIVATION,0.526
event/088dd70e,why_using_religious_fear_to_cement/52c297d6,PRODUCES_MOTIVATION,0.474
event/22f30416,why_man_wants_listener_to_remember/0a0252fa,PRODUCES_MOTIVATION,0.471
event/22f30416,why_man_wants_listener_to_leave_an/4e1b7272,PRODUCES_MOTIVATION,0.529
event/8d0c313b,why_man_orients_himself_to_surroun/64978163,PRODUCES_MOTIVATION,0.538
event/8d0c313b,"why_environment_is_cold_and_wet,_p/f1c6830d",PRODUCES_MOTIVATION,0.462
event/ad5b6c6b,why_man_reacts_skeptically_or_dism/136aad69,PRODUCES_MOTIVATION,1.0
event/b7ae7e88,"why_marshy,_wet_environment_makes_/458c5629",PRODUCES_MOTIVATION,0.5
event/b7ae7e88,why_man_feels_discomfort_with_his_/3c8c9133,PRODUCES_MOTIVATION,0.5
event/a8270e8c,"why_wet,_marshy_terrain_aligns_wit/5a5fb853",PRODUCES_MOTIVATION,0.538
event/a8270e8c,why_man’s_discomfort_and_desire_to/b9efdc7d,PRODUCES_MOTIVATION,0.462
event/d8cf9c97,"why_man_feels_cold,_causing_his_bo/d2b245d2",PRODUCES_MOTIVATION,0.471
event/d8cf9c97,why_man_seeks_physical_comfort_or_/7611031b,PRODUCES_MOTIVATION,0.529
event/4097d9c3,why_physical_weakness_or_stiffness/2bdcbba7,PRODUCES_MOTIVATION,0.538
event/4097d9c3,why_psychological_anxiety_or_fear_/07761433,PRODUCES_MOTIVATION,0.462
event/b6af4129,why_man_intends_to_reach_or_leave_/0e2fd12d,PRODUCES_MOTIVATION,0.437
event/b6af4129,"why_his_legs_are_sore,_causing_him/690e96f8",PRODUCES_MOTIVATION,0.562
event/2b256bcd,why_narrator_is_watching_the_man’s/32ea48f2,PRODUCES_MOTIVATION,1.0
event/1a42e10d,why_man_wants_to_avoid_being_stung/9476f517,PRODUCES_MOTIVATION,0.515
event/1a42e10d,why_terrain_is_overgrown_and_requi/fd164144,PRODUCES_MOTIVATION,0.485
event/2af64edc,why_avoiding_entanglement_or_injur/8ea57d48,PRODUCES_MOTIVATION,0.562
event/2af64edc,why_graveyard_terrain_is_rough_and/30c508f1,PRODUCES_MOTIVATION,0.437
event/02fe6274,why_narrator’s_young_imagination_a/de55a84c,PRODUCES_MOTIVATION,0.543
event/02fe6274,"why_man’s_cautious,_limping_moveme/2a73a454",PRODUCES_MOTIVATION,0.457
event/b8b9a5de,why_childlike_fear_and_vivid_imagi/de6c2e3b,PRODUCES_MOTIVATION,1.0
event/4213b5a1,why_narrator’s_fear_of_graves_and_/8528e945,PRODUCES_MOTIVATION,1.0
event/ae8be187,why_his_path_leads_toward_leaving_/54b513b6,PRODUCES_MOTIVATION,1.0
event/053465f5,why_he_wishes_to_leave_the_churchy/6a7286fd,PRODUCES_MOTIVATION,0.5
event/053465f5,"why_his_legs_are_numbed_and_stiff,/e9c47ae0",PRODUCES_MOTIVATION,0.5
event/1018d19f,why_man_wants_to_check_whether_the/43694f9e,PRODUCES_MOTIVATION,1.0
event/09c38e9b,why_narrator_is_watching_the_man’s/b49dff4e,PRODUCES_MOTIVATION,1.0
event/f8dfca42,why_narrator_wants_to_obey_order_t/6b2727da,PRODUCES_MOTIVATION,0.562
event/f8dfca42,why_narrator_may_want_to_avoid_fur/7f40c9bf,PRODUCES_MOTIVATION,0.437
event/85bca813,why_fear_and_urgency_to_get_home/2e0df668,PRODUCES_MOTIVATION,0.562
event/85bca813,why_recent_intimidating_encounter_/b779354f,PRODUCES_MOTIVATION,0.437
event/05df8b00,why_curiosity_or_anxiety_about_whe/815fc815,PRODUCES_MOTIVATION,1.0
event/e8d7548a,why_man_is_continuing_his_journey_/7f5380f1,PRODUCES_MOTIVATION,1.0
event/bc1cddc1,why_cold_or_pain_continues_to_affe/c5159a44,PRODUCES_MOTIVATION,0.529
event/bc1cddc1,why_narrator_continues_to_observe_/67547200,PRODUCES_MOTIVATION,0.471
event/771ccb33,"why_man’s_feet_are_sore,_making_ca/fb7ee2d1",PRODUCES_MOTIVATION,0.5
event/771ccb33,why_stones_are_irregular_stepping-/e85e69c4,PRODUCES_MOTIVATION,0.5
