:ID,factor
why_implicit_early_deaths_(‘gave_u/5c9d5808,Implicit early deaths (‘gave up trying to get a living’)
why_harshness_of_'universal_strugg/f9431d3b,Harshness of 'universal struggle' for life (metaphorical)
why_lozenges’_arrangement_and_appe/d2b82318,Lozenges’ arrangement and appearance suggest certain images
why_philip’s_reliance_on_physical_/4a1f7dee,Philip’s reliance on physical memorials to imagine family
why_shape_and_layout_of_the_stone_/1078abef,Shape and layout of the stone lozenges
why_childish_literalism_about_symb/5d92cba4,Childish literalism about symbols of the dead
"why_extreme,_fanciful_extension_of/2a920dbc","Extreme, fanciful extension of his initial image"
why_childlike_tendency_to_construc/db3687c3,Childlike tendency to construct coherent but absurd narratives
why_need_to_situate_his_early_life/e56a2fa1,Need to situate his early life geographically
why_importance_of_marsh_country_to/5d883162,Importance of marsh country to his formative experiences
why_observation_or_knowledge_of_lo/f328cc1f,Observation or knowledge of local geography
why_interest_in_emphasizing_closen/8a1e1e1e,Interest in emphasizing closeness to sea
why_presence_in_the_marsh_country_/78ef144b,Presence in the marsh country environment
why_developmental_stage_when_perce/14379dd7,Developmental stage when perception becomes 'vivid and broad'
why_strength_of_impression_formed_/43395471,Strength of impression formed that day
why_weather_and_time_contributing_/fa1c0bff,Weather and time contributing to emotional salience
why_pip_is_observing_his_surroundi/7f8ea080,Pip is observing his surroundings closely
why_presence_of_graves_and_nettles/41da8053,Presence of graves and nettles indicates churchyard
why_inscription_or_knowledge_about/cdeb3086,Inscription or knowledge about Philip Pirrip in the churchyard
why_pip_is_reading_or_recalling_gr/6287f05d,Pip is reading or recalling grave information
why_gravestone_or_memorial_in_chur/1e3eea51,Gravestone or memorial in churchyard
why_pip_is_actively_identifying_wh/88dbb4d5,Pip is actively identifying whose graves are present
why_additional_inscriptions_about_/f5425569,Additional inscriptions about infant children on graves
why_pip_is_cataloging_his_deceased/be00b953,Pip is cataloging his deceased family members
why_pip_visually_surveys_the_land_/cb12e225,Pip visually surveys the land beyond the churchyard
why_local_knowledge_of_geography_(/d46a0470,Local knowledge of geography (marshland)
why_pip_is_visually_examining_the_/fb82bf7e,Pip is visually examining the marshes
why_cattle_are_present_and_moving_/4b323627,Cattle are present and moving while feeding
why_pip_is_looking_beyond_the_mars/77863515,Pip is looking beyond the marshes
why_he_knows_a_river_lies_beyond_t/04579850,He knows a river lies beyond the marshes
why_pip_sees_a_distant_area_from_w/06f2524c,Pip sees a distant area from which wind is rushing
"why_pip_associates_that_distant,_w/4d2a5470","Pip associates that distant, windy area with the sea"
why_bleak_churchyard_and_surroundi/d80efb8e,Bleak churchyard and surrounding wilderness are frightening to a child
why_pip_identifies_himself_as_a_sm/6cb769f8,Pip identifies himself as a small bundle of shivers growing afraid
why_narrator_retrospectively_recog/d4a9a8f8,Narrator retrospectively recognizes the child as himself
why_man_is_concealed_among_graves_/86f6c287,Man is concealed among graves and reacts to Pip’s noise
why_he_may_wish_to_confront_or_sil/78cc2985,He may wish to confront or silence the source of noise
why_pip_is_crying_and_making_noise/0d28198b,Pip is crying and making noise
why_man_likely_fears_being_detecte/c94dfe05,Man likely fears being detected and wants silence
why_man_wants_to_control_pip’s_mov/697f2af3,Man wants to control Pip’s movements and silence him
why_threat_is_used_to_intimidate_a/8f15632a,Threat is used to intimidate a child quickly
why_pip_is_scrutinizing_the_threat/8881896a,Pip is scrutinizing the threatening man
why_striking_prison-like_details_s/737fd4eb,Striking prison-like details stand out to a frightened observer
why_pip_takes_in_details_of_the_ma/4494ca9c,Pip takes in details of the man’s disheveled state
why_man’s_appearance_shows_traces_/60815915,"Man’s appearance shows traces of water, mud, injuries, nettles, briars"
why_narrator_infers_past_hardships/23600eab,Narrator infers past hardships from his current condition
why_physical_condition_and_cold_ca/bb83285b,Physical condition and cold cause limping and shivering
why_aggressive_posture_toward_pip_/cfc2ae29,Aggressive posture toward Pip prompts glaring and growling
why_man_wants_to_physically_contro/f6071520,Man wants to physically control and intimidate Pip
why_grabbing_chin_helps_force_pip’/02aac71c,Grabbing chin helps force Pip’s attention and stillness
why_man_has_just_threatened_to_cut/911d131f,Man has just threatened to cut Pip’s throat
why_pip_is_terrified_and_seeks_mer/716f1f58,Pip is terrified and seeks mercy
why_direct_death_threat_and_physic/98f856e3,Direct death threat and physical restraint
"why_pip_is_a_small,_vulnerable_chi/6e2ae12a","Pip is a small, vulnerable child alone in a churchyard"
why_man_is_assessing_pip_after_his/33db011a,Man is assessing Pip after his plea
why_man_wants_pip_to_speak_up_or_r/128b01b0,Man wants Pip to speak up or repeat himself more clearly
why_man_is_exerting_dominance_thro/aeaf640e,Man is exerting dominance through repeated orders
why_the_man_wants_to_know_where_th/6a441855,The man wants to know where the boy lives
why_the_man_may_intend_to_access_t/a32964af,The man may intend to access the boy's household or resources
why_the_man_commands_the_boy_to_sh/2b97f30d,The man commands the boy to show where he lives
why_the_boy_is_frightened_and_comp/fe6b6470,The boy is frightened and compliant
why_narrator_wants_to_clarify_the_/c18dd362,Narrator wants to clarify the setting and distance to the reader
why_the_man_is_assessing_the_boy_a/1250dd85,The man is assessing the boy and his response
why_the_man_intends_to_search_the_/77ea7a4d,The man intends to search the boy or his pockets
why_the_man_is_desperate_and_rough/b0e7b632,The man is desperate and rough in his behavior
why_the_man_is_searching_for_food_/f296f03d,The man is searching for food or valuables
why_narrator_wants_to_convey_his_p/2e70d161,Narrator wants to convey his poverty and the meagerness of his possessions
why_the_sudden_inversion_disorient/91838baf,The sudden inversion disorients the boy’s vision
why_the_man_likely_sets_the_boy_do/0697a14a,The man likely sets the boy down after searching him
why_narrator_wants_to_emphasize_hi/ffecd36e,Narrator wants to emphasize his vulnerable position
why_the_boy_is_frightened_by_the_m/678e7ed5,The boy is frightened by the man’s violence and roughness
why_the_man_is_hungry_and_has_just/e6be9728,The man is hungry and has just taken the bread from the boy
why_the_man_reacts_to_the_boy’s_ap/b276c168,"The man reacts to the boy’s appearance, possibly resentful of his relative plumpness"
why_the_man_has_just_eaten_bread_a/bd6272f5,The man has just eaten bread and savors it or signals hunger
why_the_man’s_comment_prompts_the_/1e2351cf,The man’s comment prompts the boy’s self-assessment
why_narrator_wants_to_contrast_his/56f9d7b9,Narrator wants to contrast his fat cheeks with his small stature
why_narrator_continues_to_characte/dbc42a3b,Narrator continues to characterize his physical weakness in contrast to the man’s strength
why_man_wants_to_intimidate_the_ch/1d354d95,Man wants to intimidate the child narrator
why_ongoing_interaction_between_ma/d580628c,Ongoing interaction between man and child
why_to_reinforce_his_verbal_threat/b316416b,To reinforce his verbal threat and intimidate
why_man_wishes_to_emphasize_the_se/5756270e,Man wishes to emphasize the seriousness of his threat
why_fear_of_the_man’s_threat/35f83964,Fear of the man’s threat
why_to_keep_from_falling_off_the_t/0ce09205,To keep from falling off the tombstone
why_to_gain_comfort_and_control_du/5cf65e83,To gain comfort and control due to fear
why_fear_of_falling_or_being_displ/98de2deb,Fear of falling or being displaced
why_emotional_distress_and_fear_of/9bac0c82,Emotional distress and fear of the man
why_desire_not_to_appear_weak_or_p/b67c55ed,Desire not to appear weak or provoke the man
why_man_wants_the_child’s_full_att/fb18c7fc,Man wants the child’s full attention
why_man_seeks_information_about_th/9e78f0d4,Man seeks information about the child’s family
why_something_in_the_situation_or_/54ab1397,Something in the situation or answer surprises or alarms him
why_impulsive_movement_following_h/f7d70dd8,Impulsive movement following his startle reaction
why_reconsideration_or_need_to_che/090884bb,Reconsideration or need to check behind him
why_to_check_what_or_who_is_behind/5b6af427,To check what or who is behind him
why_narrator_is_answering_the_man’/52afb32b,Narrator is answering the man’s question
why_narrator_is_afraid_and_respond/a6ae5d13,Narrator is afraid and responds timidly
why_to_physically_or_verbally_indi/8baf5b6d,To physically or verbally indicate his mother’s location
why_to_clarify_that_the_name_georg/47aa160f,To clarify that the name Georgiana refers to his mother
why_the_man_had_previously_moved_a/68389d61,The man had previously moved away and needs to resume interaction with Philip Pirrip
why_reaction_to_what_he_has_just_p/fc8583a1,Reaction to what he has just perceived or thought on returning
why_man_wants_to_identify_the_peop/d59fd0dd,Man wants to identify the people connected to Philip Pirrip
why_man_is_assessing_philip_pirrip/254e4dd9,Man is assessing Philip Pirrip's family situation and vulnerability
why_philip_pirrip_responds_truthfu/eb078cb8,Philip Pirrip responds truthfully to a direct question
why_philip_pirrip_clarifies_his_pa/78d972ba,Philip Pirrip clarifies his parents’ status and local origin
why_reaction_to_learning_more_abou/035bdf2d,Reaction to learning more about Philip Pirrip’s family situation
why_man_is_evaluating_what_he_has_/cde11e7d,Man is evaluating what he has learned to decide how to treat Philip Pirrip
why_man_seeks_further_details_abou/f145dd2b,Man seeks further details about Philip Pirrip’s guardianship
why_man_wants_to_intimidate_philip/a8077e86,Man wants to intimidate Philip Pirrip to ensure obedience
why_philip_pirrip_answers_the_man’/024ed020,Philip Pirrip answers the man’s direct inquiry about his living situation
why_philip_pirrip_clarifies_his_si/4adb5f42,Philip Pirrip clarifies his sister’s marital identity
why_philip_pirrip_completes_the_de/a7b64bce,Philip Pirrip completes the description of his household and Joe Gargery’s occupation
why_man_is_registering_and_probing/e95f9449,Man is registering and probing the significance of Joe Gargery’s trade
why_man_associates_the_idea_of_a_b/43ad7e1e,"Man associates the idea of a blacksmith with his leg, likely because of chains or irons needing blacksmith work"
why_man_is_assessing_his_injured_l/15faa2e5,Man is assessing his injured leg
why_man_is_examining_the_narrator_/490a9d40,Man is examining the narrator as potential helper or victim
why_man_intends_to_intimidate_or_c/22a1cdb5,Man intends to intimidate or control the narrator
why_need_to_speak_to_narrator_at_c/f5839928,Need to speak to narrator at close range
why_man_wants_physical_control_ove/9958ccf8,Man wants physical control over the narrator
why_man_intends_to_intimidate_narr/7e49b58e,Man intends to intimidate narrator
why_to_increase_narrator's_helples/6c2b8d94,To increase narrator's helplessness
why_to_position_their_faces_for_di/ea2433b9,To position their faces for direct eye contact
why_man_intends_to_dominate_and_fr/8811ffb7,Man intends to dominate and frighten narrator
why_narrator’s_body_is_forcibly_ti/3281f9a0,Narrator’s body is forcibly tilted back
why_narrator_feels_helpless_and_fe/6b0554c9,Narrator feels helpless and fearful
why_man_wants_to_threaten_narrator/3181efe0,Man wants to threaten narrator’s life
why_man_seeks_narrator’s_complianc/c6cd3815,Man seeks narrator’s compliance
why_man_needs_a_file_and_must_ensu/8abf1043,Man needs a file and must ensure narrator understands
why_to_intensify_narrator’s_sense_/053d6de8,To intensify narrator’s sense of helplessness
why_to_reinforce_threats_with_phys/0487a26e,To reinforce threats with physical sensation of danger
why_physical_tilting_and_loss_of_b/4f392568,Physical tilting and loss of balance
why_man’s_threats_and_questions_ab/b7de812a,Man’s threats and questions about his life
why_man_needs_a_file_for_his_own_p/7f8f740e,"Man needs a file for his own purposes (e.g., escape)"
why_man_is_coercing_narrator_into_/c8a4b2cf,Man is coercing narrator into service
why_to_reinforce_the_command_throu/66fd175e,To reinforce the command through physical intimidation
why_man_is_hungry_and_needs_food/15e484a3,Man is hungry and needs food
why_man_uses_narrator_as_a_resourc/e7da4771,Man uses narrator as a resource
why_continued_strategy_of_intimida/9d9247c7,Continued strategy of intimidation with each demand
why_man_clarifies_that_both_items_/cfac3359,Man clarifies that both items must be delivered
why_to_emphasize_seriousness_of_co/dafbaeee,To emphasize seriousness of compliance
why_to_coerce_narrator’s_obedience/828e620f,To coerce narrator’s obedience through fear of violence
why_final_intensification_of_intim/167e79ce,Final intensification of intimidation and physical menace
why_man’s_threats_to_kill_and_dise/5eacb7eb,Man’s threats to kill and disembowel narrator
why_physical_vulnerability_from_be/c883cbc6,Physical vulnerability from being held and tilted
why_continuous_tilting_backwards/c8aa49a6,Continuous tilting backwards
why_fear-induced_physical_reaction/8a3b84dd,Fear-induced physical reaction
why_narrator_seeks_physical_stabil/f6c447da,Narrator seeks physical stability to avoid falling
why_instinctive_reaction_to_fear_a/bc319970,Instinctive reaction to fear and imbalance
why_narrator_feels_he_might_be_sic/8b2765a7,Narrator feels he might be sick if tilted
why_narrator_hopes_politeness_may_/ac720b82,Narrator hopes politeness may soften man
why_narrator_attempts_to_give_a_pr/22097d8f,Narrator attempts to give a practical reason to persuade man
why_narrator_argues_he_can_listen_/d2a72134,Narrator argues he can listen better if not giddy
why_narrator_tries_to_show_willing/25caa6e2,Narrator tries to show willingness to comply if made physically comfortable
why_man_wants_to_intimidate_the_na/1384e0d1,Man wants to intimidate the narrator physically
why_man_is_coercing_the_narrator_i/e64423f1,Man is coercing the narrator into obedience
why_violent_motion_causes_visual_i/f504b808,Violent motion causes visual illusion
why_narrator_is_describing_intensi/7a477433,Narrator is describing intensity of the shake
why_man_wants_to_control_narrator_/3fd89804,Man wants to control narrator physically while threatening him
why_maintaining_dominance_and_prev/89c257be,Maintaining dominance and preventing escape
why_man_needs_to_coerce_narrator_i/19e7b169,Man needs to coerce narrator into bringing tools and food
why_man_is_desperate_as_a_fugitive/e5c58d9c,Man is desperate as a fugitive or criminal
why_man_needs_a_file_(likely_to_re/887d9b16,Man needs a file (likely to remove irons)
why_man_is_hungry_and_needs_food/922a73d9,Man is hungry and needs food
why_man_must_choose_a_rendezvous_w/f4931adc,Man must choose a rendezvous where he is hiding
why_need_for_secrecy_and_safety_fr/aa8a5f85,Need for secrecy and safety from others
why_man_fears_being_reported_to_au/71537d74,Man fears being reported to authorities
why_threat_enhances_control_over_n/e22ffa80,Threat enhances control over narrator
why_man_uses_life-or-death_stakes_/645b02f6,Man uses life-or-death stakes to ensure compliance
why_narrator_is_a_vulnerable_child/7d95f251,Narrator is a vulnerable child
why_man_wants_to_deter_any_disobed/dfd6a1df,"Man wants to deter any disobedience, even small"
why_man_is_brutal_and_uses_graphic/98941e90,Man is brutal and uses graphic threats
why_man_wants_to_intensify_fear_by/4dd0384c,Man wants to intensify fear by implying an accomplice
why_claim_increases_perceived_dang/cb968487,Claim increases perceived danger if narrator betrays him
why_man_strengthens_threat_by_inve/5f76551c,Man strengthens threat by inventing or referencing helper
why_hidden_accomplice_implies_ines/88486e32,Hidden accomplice implies inescapable surveillance
why_reinforce_sense_of_witness_to_/24c7348b,Reinforce sense of witness to narrator’s promise
why_imply_that_betrayal_will_be_de/ca2f9d10,Imply that betrayal will be detected
why_detailing_gruesome_ability_to_/42f1fc16,Detailing gruesome ability to heighten terror
why_persuade_narrator_that_hiding_/f32cdfec,Persuade narrator that hiding or defiance is futile
why_prevent_narrator_from_consider/88871a9d,Prevent narrator from considering escape or concealment
why_establish_young_man_as_inescap/791108af,Establish young man as inescapable threat
why_make_threat_relatable_to_narra/57663e32,Make threat relatable to narrator’s own nightly routine
why_undercut_sense_of_safety_at_ho/8787b2ad,Undercut sense of safety at home
why_intimidate_narrator_with_vivid/7906ea6d,"Intimidate narrator with vivid, stealthy attack image"
why_reinforce_impression_that_safe/151369ae,Reinforce impression that safety is impossible
why_present_himself_as_both_threat/93569db8,Present himself as both threat and protector to gain leverage
why_imply_narrator_owes_obedience_/0283ddf0,Imply narrator owes obedience for protection
why_stress_precariousness_of_narra/1d955067,Stress precariousness of narrator’s safety
why_increase_pressure_to_comply_pr/db13dee2,Increase pressure to comply promptly and exactly
why_man_wants_explicit_commitment_/b37e0b60,Man wants explicit commitment from narrator
why_verbal_promise_will_seem_bindi/323f4121,Verbal promise will seem binding to child
why_narrator_is_frightened_by_thre/30eb0783,Narrator is frightened by threats to his life and organs
why_narrator_feels_powerless_to_re/fb4eb496,Narrator feels powerless to resist adult aggressor
why_continuing_compliance_under_du/cb70b08c,Continuing compliance under duress
why_empathy_or_fear_regarding_man’/92527b21,Empathy or fear regarding man’s hunger
why_narrator_continues_to_yield_to/ff1bf290,Narrator continues to yield to coercion
why_narrator_hopes_to_avoid_immedi/4e3df200,Narrator hopes to avoid immediate harm
"why_man_wants_stronger,_sacred_bin/663ab004","Man wants stronger, sacred binding of narrator’s promise"
why_using_religious_fear_to_cement/52c297d6,Using religious fear to cement obedience
why_man_wants_listener_to_remember/0a0252fa,Man wants listener to remember his promise/undertaking
why_man_wants_listener_to_leave_an/4e1b7272,Man wants listener to leave and go home promptly
why_man_orients_himself_to_surroun/64978163,Man orients himself to surroundings
"why_environment_is_cold_and_wet,_p/f1c6830d","Environment is cold and wet, prompting vigilance or discomfort"
why_man_reacts_skeptically_or_dism/136aad69,Man reacts skeptically or dismissively to something just said or thought
"why_marshy,_wet_environment_makes_/458c5629","Marshy, wet environment makes amphibious existence seem preferable"
why_man_feels_discomfort_with_his_/3c8c9133,Man feels discomfort with his current physical state or situation
"why_wet,_marshy_terrain_aligns_wit/5a5fb853","Wet, marshy terrain aligns with eel’s habitat"
why_man’s_discomfort_and_desire_to/b9efdc7d,Man’s discomfort and desire to move easily through marsh or water
"why_man_feels_cold,_causing_his_bo/d2b245d2","Man feels cold, causing his body to shudder"
why_man_seeks_physical_comfort_or_/7611031b,Man seeks physical comfort or to conserve warmth
why_physical_weakness_or_stiffness/2bdcbba7,Physical weakness or stiffness prompting self-support
why_psychological_anxiety_or_fear_/07761433,Psychological anxiety or fear expressed physically
why_man_intends_to_reach_or_leave_/0e2fd12d,Man intends to reach or leave by the church wall
"why_his_legs_are_sore,_causing_him/690e96f8","His legs are sore, causing him to limp"
why_narrator_is_watching_the_man’s/32ea48f2,Narrator is watching the man’s departure
why_man_wants_to_avoid_being_stung/9476f517,Man wants to avoid being stung or injured by nettles
why_terrain_is_overgrown_and_requi/fd164144,Terrain is overgrown and requires careful stepping
why_avoiding_entanglement_or_injur/8ea57d48,Avoiding entanglement or injury from brambles
why_graveyard_terrain_is_rough_and/30c508f1,Graveyard terrain is rough and obstructed
why_narrator’s_young_imagination_a/de55a84c,Narrator’s young imagination animates the graveyard
"why_man’s_cautious,_limping_moveme/2a73a454","Man’s cautious, limping movement suggests evasion"
why_childlike_fear_and_vivid_imagi/de6c2e3b,Childlike fear and vivid imagination in a graveyard setting
why_narrator’s_fear_of_graves_and_/8528e945,Narrator’s fear of graves and sense of danger for the man
why_his_path_leads_toward_leaving_/54b513b6,His path leads toward leaving the churchyard area
why_he_wishes_to_leave_the_churchy/6a7286fd,He wishes to leave the churchyard side of the wall
"why_his_legs_are_numbed_and_stiff,/e9c47ae0","His legs are numbed and stiff, affecting his movement"
why_man_wants_to_check_whether_the/43694f9e,Man wants to check whether the narrator is following instructions or present
why_narrator_is_watching_the_man’s/b49dff4e,Narrator is watching the man’s actions closely
why_narrator_wants_to_obey_order_t/6b2727da,Narrator wants to obey order to go home
why_narrator_may_want_to_avoid_fur/7f40c9bf,Narrator may want to avoid further encounter with the man
why_fear_and_urgency_to_get_home/2e0df668,Fear and urgency to get home
why_recent_intimidating_encounter_/b779354f,Recent intimidating encounter with the man
why_curiosity_or_anxiety_about_whe/815fc815,Curiosity or anxiety about whether the man is following or what he is doing
why_man_is_continuing_his_journey_/7f5380f1,Man is continuing his journey towards the river
why_cold_or_pain_continues_to_affe/c5159a44,Cold or pain continues to affect the man
why_narrator_continues_to_observe_/67547200,Narrator continues to observe man’s odd self-protective posture
"why_man’s_feet_are_sore,_making_ca/fb7ee2d1","Man’s feet are sore, making careful stepping necessary"
why_stones_are_irregular_stepping-/e85e69c4,Stones are irregular stepping-places in wet marshy ground
why_marshes_become_more_flooded_du/47e59c55,Marshes become more flooded during heavy rains or high tide
why_stones_are_placed_to_allow_saf/20eed37f,Stones are placed to allow safe passage in wet conditions
why_narrator_wants_to_watch_the_ma/0773c009,Narrator wants to watch the man’s retreat into the distance
why_curiosity_or_lingering_concern/aa804016,Curiosity or lingering concern about the man
why_low_light_and_distance_simplif/ae9de53b,Low light and distance simplify the visual appearance of the marshes
why_perspective_and_lighting_make_/d395b4ab,Perspective and lighting make the river appear as a horizontal line
why_sunset_or_sunrise_causing_red_/0552d625,Sunset or sunrise causing red and black hues in the sky
why_narrator’s_emotional_state_col/1e40e8f3,"Narrator’s emotional state colors description as ""angry"""
why_narrator_is_looking_over_the_p/7b390a70,Narrator is looking over the prospect by the river
why_beacon_and_gibbet_are_visually/179af235,Beacon and gibbet are visually distinct in an otherwise flat prospect
why_narrator_has_prior_knowledge_o/9bdb5bea,Narrator has prior knowledge of the beacon's function for sailors
why_beacon_is_visually_distinguish/45b74842,Beacon is visually distinguished as one of the two black upright things
why_narrator_is_recalling_or_obser/cdfc465c,Narrator is recalling or observing the beacon’s appearance
why_description_conveys_setting_mo/eb2f2f60,Description conveys setting mood and detail
why_beacon’s_crude_cask-on-pole_ap/fdd604be,Beacon’s crude cask-on-pole appearance
why_narrator’s_aesthetic_sensibili/7646fd54,Narrator’s aesthetic sensibilities
why_narrator_visually_distinguishe/7ecde5e0,Narrator visually distinguishes the gibbet from the beacon
why_familiarity_with_what_a_gibbet/e1894af9,Familiarity with what a gibbet looks like
why_chains_are_visible_on_the_gibb/c2188146,Chains are visible on the gibbet
why_narrator’s_knowledge_of_local_/08c7da19,Narrator’s knowledge of local history or stories about the gibbet
why_seeing_the_chains_triggers_ass/656be015,Seeing the chains triggers association with their past use
why_man’s_apparent_physical_injury/f6d107b6,Man’s apparent physical injury or condition causing limping
why_man’s_chosen_path_or_destinati/ac6ebc9c,Man’s chosen path or destination near the gibbet
why_man’s_movement_toward_the_gibb/1f1b8b9a,Man’s movement toward the gibbet suggests a link with the pirate it once held
"why_narrator’s_fearful,_imaginativ/7d476632","Narrator’s fearful, imaginative state of mind"
why_earlier_imagining_of_man_as_pi/d3b99b66,Earlier imagining of man as pirate returning to the gibbet
why_gruesome_knowledge_that_pirate/71453309,Gruesome knowledge that pirates’ bodies were hung on gibbets
why_horrifying_mental_image_of_a_d/410fd927,Horrifying mental image of a dead pirate come to life and rehanging himself
why_narrator’s_existing_fearfulnes/c7ddd5ea,Narrator’s existing fearfulness in the bleak setting
why_narrator_looks_around_followin/0854c60e,Narrator looks around following his shock
why_cattle_physically_move_their_h/ce72e3ab,Cattle physically move their heads in reaction to the man
why_presence_and_movement_of_the_l/4caa2160,Presence and movement of the limping man attract the cattle’s attention
why_cattle’s_apparent_interest_in_/03798462,Cattle’s apparent interest in the man mirrors narrator’s focus
why_narrator’s_heightened_imaginat/53b3640a,"Narrator’s heightened imaginative, superstitious mood"
why_ongoing_fear_of_the_horrible_y/44de92cf,Ongoing fear of the horrible young man
why_checking_surroundings_for_pote/1d9ebcad,Checking surroundings for potential threat
why_horrible_young_man_is_not_pres/98faf2d2,Horrible young man is not present or not visible
why_landscape_offers_limited_place/915df9af,Landscape offers limited places where he might be visible
why_uncertainty_about_where_the_ho/6a503f54,Uncertainty about where the horrible young man might be
why_already_heightened_fear_from_e/227b1c79,Already heightened fear from earlier encounters and gruesome thoughts
why_renewed_fear_of_danger_from_th/a6de828f,Renewed fear of danger from the horrible young man and eerie surroundings
why_home_represents_safety_and_ref/5436aae6,Home represents safety and refuge from the marshes
