:START_ID,:END_ID,:TYPE,relationType,mechanism,sign,weight,confidence,cause_seq,effect_seq
event/9795a963,event/ab66d876,CAUSES,enables,"Trying to dissuade him helps the speaker maintain their moral or emotional position, supporting their resolve to stay consistent with that stance.",+,0.47,0.61,68,70
event/84387e42,event/82bd848c,CAUSES,causes,"The man’s threatening shake of his head expresses intimidation, prompting or reinforcing his verbal statement that he is half inclined to do something, likely a threat or harsh action.",+,0.64,0.7,66,67
event/c2cd321c,event/1fbc8df7,CAUSES,causes,"The man’s lack of proper clothing and footwear in presumably harsh conditions leads to physical discomfort and distress, producing limping, shivering, glaring, growling, and chattering teeth.",-,0.92,0.94,41,43
event/13df1f4a,event/3b89f491,CAUSES,enables,"Bringing the lot to the speaker at the specified place facilitates his plan involving others, explaining why he is not alone.",+,0.6,0.63,124,128
event/fd6e30e4,event/80d9815d,CAUSES,enables,"Giving up the struggle to make a living early suggests a withdrawal from worldly pursuits, which enables the condition of never having taken them out in this existence.",0,0.63,0.71,19,22
event/bb0ab1a9,event/9d4826eb,CAUSES,prevents,"The speaker implies the young man’s special way of reaching a boy’s heart and liver would harm the listener, and states they are actively keeping him from doing so.",-,0.79,0.86,131,135
event/cc3c5b2c,event/d721ba2e,CAUSES,enables,The demand to bring them both is a conditional requirement whose fulfillment prevents the threatened violence; the condition enables the alternative to the threatened harm.,+,0.7,0.78,109,111
event/74e4ec3b,event/d4b3ba3d,CAUSES,causes,"The boy’s terrified plea prompts the man to respond and engage further, leading him to speak again and say “Once more.”",+,0.73,0.78,45,47
event/3b5d10c4,event/04dfa728,CAUSES,causes,"Tilting someone physically disrupts balance and inner ear equilibrium, directly producing a giddy, dizzy feeling.",+,0.86,0.9,112,114
event/094860c9,event/13ae11ec,CAUSES,enables,"The fearful terms likely constitute a threat or condition that, if complied with, allows the addressee to be spared and permitted to live.",+,0.63,0.62,122,126
event/dff3750c,event/8d93d9a6,CAUSES,causes,Being suddenly frightened or shocked by the thought prompts the narrator to search the surroundings for the terrifying young man.,+,0.78,0.83,181,185
event/8d93d9a6,event/a4ef5b2f,CAUSES,aggravates,"Looking around for the horrible young man renews awareness of the threat, increasing the narrator’s sense of danger and thus intensifying their fear.",+,0.68,0.72,185,187
event/3b89f491,event/bb0ab1a9,CAUSES,enables,"The speaker’s insistence that he is not alone implies the presence/influence of the young man, enabling his secret way of affecting the boy emotionally and psychologically.",+,0.62,0.63,128,131
event/d8cf9c97,event/b6af4129,CAUSES,enables,"Hugging his shuddering body helps him physically and psychologically stabilize himself enough to move, allowing him to limp toward the church wall.",+,0.63,0.72,147,149
event/1596267d,event/04beb116,CAUSES,causes,"Tilting the person further increases physical instability and vulnerability, directly intensifying their subjective sense of helplessness and danger.",-,0.97,0.98,103,104
event/1018d19f,event/85bca813,CAUSES,causes,"Turning around to look for the speaker likely alerted them or gave an opportunity, prompting the speaker to run or move quickly.",+,0.64,0.63,158,161
event/a810a518,event/d7ce68d3,CAUSES,enables,Saying he would get him the file is part of a promise whose fulfillment involves going to him at the Battery early; the commitment motivates and justifies the later visit.,+,0.74,0.81,138,140
event/053465f5,event/1018d19f,CAUSES,enables,"Recovering from the numb, stiff state allows him to move again, which in turn enables him to turn around and look for the narrator.",+,0.78,0.86,157,158
event/444ddda0,event/1fbc8df7,CAUSES,causes,"His fearful condition, coarse clothing, and leg iron imply cold, pain, and distress, which lead to his limping, shivering, glaring, growling, and chattering teeth.",-,0.86,0.86,40,43
event/d21030e4,event/04dfa728,CAUSES,causes,"Intense fear triggers a strong physiological response (e.g., adrenaline, rapid heartbeat) that can lead to lightheadedness and dizziness, making the person feel giddy.",-,0.86,0.88,113,114
event/bf49e657,event/b77dbe50,CAUSES,enables,"His pause to consider leads to the speculative statement about letting the other live, enabling that conditional threat to be voiced.",-,0.73,0.8,86,89
event/01205b39,event/e76ab6c2,CAUSES,enables,"The speaker questions whether the listener will be allowed to live, implicitly threatening death unless a condition is met, thereby enabling/coercing the demand to get a file.",+,0.8,0.79,101,105
event/088dd70e,event/22f30416,CAUSES,causes,"The man’s threat and demand (“Say Lord strike you dead…”) intimidate and coerce Pip, prompting him to recall his promise and go home to fulfill it, as the man immediately follows by pressing him to remember and act.",+,0.83,0.84,141,142
event/82bd848c,event/13c084be,CAUSES,causes,Having half a mind to act implies an intention or emotional impulse that leads him to hold tighter to the tombstone and to the person on it.,+,0.63,0.65,67,69
event/09c38e9b,event/05df8b00,CAUSES,causes,Seeing him turning prompts the narrator to react by looking over their shoulder to check or follow his movement.,+,0.76,0.8,159,162
event/84387e42,event/13c084be,CAUSES,causes,"The man’s threatening gesture intimidates the narrator, prompting him to cling more tightly to the tombstone for safety or support.",-,0.79,0.86,66,69
event/088dd70e,event/b7ae7e88,CAUSES,aggravates,"The man’s aggressive demand intensifies the speaker’s distress or aversion to their situation, contributing to a hyperbolic wish to be something else (a frog).",-,0.42,0.63,141,145
event/01b3f289,event/b51d09a9,CAUSES,causes,"Being tilted back physically orients the narrator’s face upward, leading their eyes to look helplessly up into his.",+,0.86,0.88,98,100
event/13ae11ec,event/2e74e82a,CAUSES,enables,The condition of being let to live allows the young man to remain alive and thus capable of hearing the speaker’s words.,+,0.63,0.64,126,130
event/fc97900b,event/638e6668,CAUSES,enables,"Keeping upright would physically allow the speaker to focus better, so the request to remain upright would enable greater attentiveness.",+,0.82,0.86,116,118
event/44060875,event/a05d1173,CAUSES,enables,"The presence of the gibbet allows the man’s appearance to be interpreted as the pirate’s corpse come to life and descended from it, shaping the comparison.",0,0.62,0.73,175,179
event/3e5b1c03,event/92593720,CAUSES,causes,"The sight of the boy’s fat cheeks prompts the man’s appetitive reaction, leading him to lick his lips as he speaks.",+,0.78,0.83,60,61
event/4c6b4f53,event/7457e8c0,CAUSES,causes,"The description of the marshes as a dark, flat wilderness leads to their visual appearance as a long black horizontal line in the distance.",0,0.69,0.78,31,168
event/58a1550c,event/c44b846d,CAUSES,enables,Stopping to look at the marshes allows the observer to notice and faintly make out the two black things on the river’s edge.,+,0.77,0.78,167,171
event/9d4826eb,event/e4b37495,CAUSES,causes,Actively restraining the young man directly results in the difficulty of holding him off; the effort is a consequence of the ongoing prevention of harm.,-,0.9,0.93,135,136
event/e4b37495,event/d7ce68d3,CAUSES,enables,Her difficulty in resisting the young man’s attraction makes her more likely to go meet him at the Battery early in the morning.,+,0.69,0.7,136,140
event/9102df6e,event/df5a27b6,CAUSES,causes,"Emptying the pockets reveals their contents, showing that only a piece of bread is inside.",0,0.71,0.85,54,55
event/ad5b6c6b,event/4097d9c3,CAUSES,causes,His exclamation is accompanied by a physical reaction; the emotional intensity of saying it leads him to clasp himself as if to hold himself together.,+,0.69,0.76,144,148
event/dbb7feb8,event/c94e9895,CAUSES,enables,"The narrator’s early broad impression of identity likely includes understanding who his deceased family members were, enabling recognition that Philip Pirrip and others are dead and buried.",0,0.42,0.6,25,28
event/4c6b4f53,event/b4b7d7bc,CAUSES,enables,"The marshland environment provides the type of terrain and vegetation suitable for grazing, making it possible for cattle to feed there.",+,0.73,0.8,31,32
event/df5a27b6,event/9e14d91a,CAUSES,causes,"Finding only a piece of bread in the cupboards leads him to eat that bread as his available food, and his hunger explains the ravenous manner of eating.",+,0.78,0.84,55,59
event/82bd848c,event/ab66d876,CAUSES,causes,"Having half a mind to act leads the speaker to remain in that state partly to maintain or justify that inclination, thus staying committed to the idea.",+,0.63,0.69,67,70
event/cb11de79,event/198a770a,CAUSES,enables,The question about whether the other person is the father prompts the response clarifying that he too is of the parish; the question enables the specific reply.,0,0.71,0.8,83,85
event/ff53969a,event/86c11f9a,CAUSES,causes,"Because he could only say Pip as a child, this is the basis for inferring that his family name, and thus his father’s name, was Pirrip.",+,0.64,0.69,0,3
event/444ddda0,event/683d217a,CAUSES,causes,"The man’s fearful, threatening presence and physical proximity lead him to grab the narrator by the chin as an act of intimidation or control.",-,0.76,0.8,40,44
event/85bca813,event/05df8b00,CAUSES,enables,"Using his legs implies moving away or running, which leads to the need to check behind by looking over his shoulder.",0,0.6,0.68,161,162
event/86c11f9a,event/b4b405d2,CAUSES,causes,The fact that his father’s family name appears on the tombstone is the basis for him giving Pirrip as his father’s name.,+,0.76,0.85,3,4
event/29ec39d5,event/9d4826eb,CAUSES,causes,The boy’s attempt to hide from the young man creates or maintains a situation in which the speaker is actively keeping the young man from harming the boy.,+,0.56,0.58,132,135
event/f8dfca42,event/85bca813,CAUSES,causes,Deciding to go home motivates and initiates the action of walking quickly toward that destination.,+,0.86,0.9,160,161
event/10e4fcca,event/e46fa1ab,CAUSES,enables,"The speaker’s compliance in providing food (“wittles”) likely enables the other character to continue handling or manipulating him, including tilting him again.",0,0.54,0.63,107,108
event/3b5d10c4,event/32bd6a82,CAUSES,causes,"Tilting destabilizes the narrator’s balance, prompting a reflexive reaction to hold on tightly for support and to avoid falling.",+,0.84,0.88,112,115
event/29ec39d5,event/e4b37495,CAUSES,causes,"The impossibility of hiding from the young man leads to his persistent pursuit, which in turn makes it very hard to keep him away from the boy’s inner self.",+,0.76,0.78,132,136
event/1fbc8df7,event/563c1f45,CAUSES,causes,"The frightening appearance and behavior of the limping, shivering, glaring, growling man with chattering teeth terrifies the narrator, prompting them to plead in fear.",-,0.93,0.95,43,46
event/90f82186,event/683d217a,CAUSES,causes,The threat and command are delivered as he grabs the narrator’s chin; the verbal threat is causally tied to the physical act of seizing to intimidate and control.,-,0.83,0.78,39,44
event/b51d09a9,event/d21030e4,CAUSES,causes,"The narrator’s helpless gaze into his eyes makes her aware of her vulnerability and dependence, intensifying her emotional response and leading to dread and fear.",+,0.78,0.86,100,113
event/dbd279e1,event/9d4826eb,CAUSES,enables,"The boy’s actions to hide and secure himself (locking door, covering up) enable the speaker’s claim that they are currently preventing the young man from causing harm.",-,0.62,0.63,133,135
event/d21030e4,event/32bd6a82,CAUSES,causes,"Being dreadfully frightened motivates a physical seeking of safety and support, leading the speaker to cling to him with both hands.",+,0.97,0.97,113,115
event/d7f09b8b,event/ddf98077,CAUSES,causes,"The man’s demand to show where he lives prompts physical coercion, resulting in the speaker being turned upside down to force compliance or information.",-,0.77,0.78,49,53
event/924bad1e,event/b51d09a9,CAUSES,causes,"The powerful gaze from his eyes elicits a helpless, upward gaze in the narrator, suggesting a response of submission or captivation.",+,0.9,0.93,99,100
event/dbd279e1,event/e4b37495,CAUSES,enables,"The boy’s locking the door and hiding in bed makes it harder for someone outside (the speaker) to reach or restrain him, thus enabling the difficulty in holding him off the other’s inside.",0,0.63,0.62,133,136
event/d22bfe36,event/dbb7feb8,CAUSES,enables,"Growing up in the marsh country by the river provides the environmental context and sensory experiences that enable the narrator’s first vivid, broad impression of the identity of things.",0,0.79,0.86,23,25
event/1596267d,event/9b2f811b,CAUSES,causes,The repeated tilting after each question implies a pattern where prior tilting sets up the situation and leads naturally to him tilting the speaker again.,+,0.72,0.78,103,106
event/c0338f19,event/5ba94de8,CAUSES,causes,"The question prompts the narrator to respond by offering help, leading them to promise to get broken bits of food.",+,0.64,0.73,137,139
event/65951c40,event/8f56e35c,CAUSES,causes,"The sight of the five little stone lozenges beside the grave impresses the narrator, leading him to form and hold a strong, almost religious belief connected to them.",+,0.71,0.78,17,20
event/09c38e9b,event/e8d7548a,CAUSES,enables,Seeing him turning is the observation that precedes and allows the narrator to notice him continuing on towards the river; the first event sets up the context for the second but does not directly cause his motion.,0,0.57,0.76,159,163
event/3502a40c,event/8d93d9a6,CAUSES,causes,Seeing the cattle react unusually by lifting their heads makes the narrator suspect something and prompts them to look around for the young man who caused the disturbance.,+,0.77,0.84,182,185
event/cc3c5b2c,event/78bb8d18,CAUSES,enables,"The initial instruction to bring both items to him sets up and enables the later, more specific request for the file and food to be delivered the next morning.",+,0.66,0.7,109,123
event/bc842ab2,event/04beb116,CAUSES,enables,Asking if he knows what a file is sets up the intimidation and psychological manipulation that increases his sense of helplessness and danger.,-,0.63,0.7,102,104
event/0690c0bb,event/5ee56164,CAUSES,causes,"First fancies about their nature lead the narrator to form a specific, though inaccurate, mental image of the person’s appearance.",+,0.76,0.84,11,14
event/28349599,event/d64d97ac,CAUSES,enables,The full utterance includes both the exclamation and its content; the inclusion of the added sentence helps constitute and thus enable the shorter quoted portion as part of the speech act.,+,0.27,0.39,78,79
event/01205b39,event/1596267d,CAUSES,enables,"The question concerns whether the listener is allowed to live, creating the interrogative situation in which he physically tilts the listener after each question as a method of coercion.",-,0.7,0.78,101,103
event/3813cb18,event/638e6668,CAUSES,enables,"If the speaker were not sick, that condition would allow or make it easier for them to attend more often.",+,0.86,0.9,117,118
event/bb0ab1a9,event/dbd279e1,CAUSES,enables,"The young man’s special way of reaching a boy emotionally makes the boy feel threatened or vulnerable, prompting him to seek safety by locking his door and hiding in bed.",-,0.7,0.71,131,133
event/12ea4f34,event/dff3750c,CAUSES,causes,"Realizing the place had once held a pirate triggers fear and shock in the narrator, leading to the terrible turn.",-,0.88,0.9,177,181
event/d721ba2e,event/d21030e4,CAUSES,causes,"The explicit violent threat directly induces fear in the listener, making them dreadfully frightened.",-,0.97,0.98,111,113
event/b6af4129,event/2b256bcd,CAUSES,causes,"Because he limps toward the church wall, the observer later sees him going and carefully picking his way among the nettles.",+,0.74,0.78,149,150
event/10e4fcca,event/b7880c6e,CAUSES,enables,"The speaker’s compliance in providing food (“wittles”) likely enables the other character to continue handling or manipulating him, including tilting him again.",0,0.54,0.63,107,110
event/c44b846d,event/44060875,CAUSES,enables,The narrator’s ability to faintly make out two black things includes recognizing that one of them is a gibbet; perceiving the scene allows identifying the gibbet.,0,0.64,0.79,171,175
event/85bca813,event/e8d7548a,CAUSES,causes,Using his legs to move quickly allows the narrator to close distance and observe the man continuing toward the river.,+,0.64,0.71,161,163
event/1018d19f,event/09c38e9b,CAUSES,causes,The act of him turning around is the event that the narrator observes; his turning directly results in the narrator seeing him turn.,+,0.93,0.9,158,159
event/b4b7d7bc,event/3502a40c,CAUSES,causes,The presence of scattered cattle feeding nearby makes it possible for them to notice the person’s movement and then raise their heads to watch him.,+,0.7,0.66,32,182
event/32bd6a82,event/94b40161,CAUSES,aggravates,"The child’s clinging with both hands likely makes the adult swing him more vigorously or playfully, intensifying the dip and roll that follows.",+,0.7,0.7,115,119
event/0690c0bb,event/68c1242a,CAUSES,enables,The narrator’s early imaginative ideas about their nature shape how he perceives and focuses on the literal form of his father’s letters.,+,0.47,0.54,11,13
event/02fe6274,event/053465f5,CAUSES,enables,"His intense, haunted gaze suggests a mental struggle with memories of the dead, and this confrontation with his inner fear enables him to move past the paralysis and recover his composure.",0,0.6,0.6,153,157
event/3b5d10c4,event/fc97900b,CAUSES,causes,"Being tilted makes the speaker uncomfortable or distressed, prompting the polite request to be kept upright.",-,0.77,0.86,112,116
event/a810a518,event/22f30416,CAUSES,causes,The speaker’s promise to get the file prompts the other character to press him to remember his commitment and to send him home to fulfill it.,+,0.7,0.78,138,142
event/c2cd321c,event/33300d9f,CAUSES,aggravates,"The man’s prior poverty and lack of proper clothing/footwear make him more vulnerable to environmental hazards, worsening the physical injuries and discomfort he suffers from water, mud, stones, flints, nettles, and briars.",-,0.71,0.79,41,42
event/78bb8d18,event/13df1f4a,CAUSES,causes,The demand to bring a file and food the next morning is the reason and instruction that leads to the addressee bringing the items to the specified location.,+,0.9,0.94,123,124
event/78bb8d18,event/a810a518,CAUSES,enables,"The demand for a file and food creates a situation in which the speaker agrees to fetch them, enabling his stated intention to get the file.",+,0.84,0.86,123,138
event/3537150d,event/f2699605,CAUSES,enables,"Seeing the cattle lift their heads provides a cue that prompts the narrator to speculate about what the cattle might think, enabling the wondering.",0,0.7,0.83,183,184
event/10e4fcca,event/cc3c5b2c,CAUSES,causes,Getting him food is the condition required before bringing both items to him; the demand for food sets up the subsequent demand to bring both.,+,0.62,0.67,107,109
event/3e5b1c03,event/388d9c2b,CAUSES,enables,"The man’s remark draws attention to the narrator’s cheeks, prompting the narrator to consider and acknowledge that they were indeed fat.",+,0.78,0.82,60,62
event/01205b39,event/bc842ab2,CAUSES,enables,"By asserting control over Pip’s fate, he intimidates him into compliance, enabling him to proceed with questioning, including asking if Pip knows what a file is.",+,0.78,0.86,101,102
event/84387e42,event/9795a963,CAUSES,causes,The man’s threatening gesture and words prompt the speaker to respond by earnestly expressing hope that the man will not carry out the implied threat.,-,0.78,0.82,66,68
event/3502a40c,event/3537150d,CAUSES,causes,"The description marks the moment of observation of an action (seeing) that coincides with or introduces the action itself (cattle lifting heads), treating the cause as the narrative cue for the effect.",+,0.62,0.68,182,183
event/444ddda0,event/33300d9f,CAUSES,causes,"The man’s fearful escape or desperate flight through harsh terrain leads to him being soaked, muddied, lamed, cut, stung, and torn by natural obstacles.",-,0.83,0.86,40,42
event/bd898780,event/78bb8d18,CAUSES,enables,"Holding the narrator upright and intimidating him makes him compliant, enabling the convict to demand the file and food for the next morning.",+,0.74,0.79,121,123
event/683d217a,event/e795d099,CAUSES,enables,"Grabbing the narrator by the chin positions and compels him to repeat the action or speech the man demands, thereby enabling the command to be carried out.",+,0.7,0.78,44,48
event/d64d97ac,event/d08d256e,CAUSES,causes,"The timid exclamation draws the other character’s attention, prompting his verbal reaction and return to engagement (“coming back”).",+,0.76,0.84,79,81
event/3d8b7b26,event/bb0ab1a9,CAUSES,enables,"The threat of tearing out, roasting, and eating heart and liver informs the young man’s ‘secret way’ of getting at a boy’s heart and liver, conceptually grounding his method in that earlier violent idea.",-,0.7,0.78,127,131
event/78bb8d18,event/13ae11ec,CAUSES,enables,Providing the file and food is the condition that allows the speaker to permit the other person to live; fulfilling the demand enables their survival.,+,0.96,0.96,123,126
event/9c9a24d0,event/057be3e2,CAUSES,enables,"By refusing to reveal having seen the speaker, the listener indirectly allows the continued concealment of the even more disreputable young man hidden with the speaker.",+,0.63,0.72,125,129
event/0690c0bb,event/96b4b311,CAUSES,enables,"The narrator’s prior expectations about what the deceased were like shape how he attends to and interprets the inscription about Georgiana, enabling the specific reaction or understanding of that phrase.",0,0.52,0.72,11,15
event/094860c9,event/9c9a24d0,CAUSES,enables,"The speaker continues speaking in fearful terms, which sets up and delivers the threat that the listener must never speak or signal about having seen him.",-,0.79,0.78,122,125
event/a810a518,event/5ba94de8,CAUSES,enables,"Saying he would get the file is part of a broader promise to help, which contextually includes getting him broken bits of food; the first commitment supports or co-occurs with the second action.",+,0.43,0.46,138,139
event/35261591,event/90f82186,CAUSES,causes,"Pip’s crying and visible fear provoke the threatening response, as the speaker reacts to the noise and distress by threatening violence to silence him.",-,0.75,0.79,35,39
event/d64d97ac,event/21fd5641,CAUSES,causes,"The timid exclamation draws the other character’s attention, prompting his verbal reaction and return to engagement (“coming back”).",+,0.76,0.84,79,82
event/2119561a,event/01b3f289,CAUSES,enables,"His moving closer to the tombstone positions him so he can physically grasp and tilt it back, making the tilting action possible.",+,0.86,0.88,96,98
event/9e14d91a,event/3e5b1c03,CAUSES,causes,"Seeing the young man eat ravenously draws the man’s attention to him, prompting the remark about his fat cheeks as part of his reaction to the boy’s appetite and appearance.",+,0.63,0.73,59,60
event/3e5b1c03,event/e250f02e,CAUSES,causes,"The man’s comment and attention to the boy’s fat cheeks initiates his predatory interest, leading him to repeatedly look darkly at the boy’s leg and face, assessing him as potential prey.",-,0.72,0.79,60,95
event/2b256bcd,event/4213b5a1,CAUSES,causes,His movement through the nettles creates the opportunity and conditions for someone to twist his ankle and pull him in.,-,0.73,0.78,150,155
event/90f82186,event/33300d9f,CAUSES,causes,"The violent threat compels the boy to keep still, which leaves him exposed and unable to avoid the harsh physical conditions that result in him being soaked, muddied, lamed, cut, stung, and torn.",-,0.8,0.78,39,42
