:START_ID,:END_ID,:TYPE,strength
agent_narrator/c24416a4,event/094860c9,AFFECTED_IN,1.0
agent_narrator/168520fb,event/78bb8d18,AFFECTED_IN,1.0
agent_narrator/33a97019,event/13df1f4a,AFFECTED_IN,1.0
agent_narrator/94c50d17,event/9c9a24d0,AFFECTED_IN,1.0
agent_narrator/e10f095b,event/13ae11ec,AFFECTED_IN,1.0
agent_narrator/29e246dc,event/3d8b7b26,AFFECTED_IN,1.0
agent_narrator/1380e99c,event/3b89f491,AFFECTED_IN,1.0
agent_narrator/15fa0a4f,event/2e74e82a,AFFECTED_IN,1.0
agent_narrator/7e93387b,event/bb0ab1a9,AFFECTED_IN,1.0
agent_narrator/426ee4d5,event/29ec39d5,AFFECTED_IN,1.0
agent_narrator/0fff6b39,event/9d4826eb,AFFECTED_IN,1.0
agent_narrator/5f0caf99,event/e4b37495,AFFECTED_IN,1.0
agent_narrator/1edb828b,event/c0338f19,AFFECTED_IN,1.0
agent_narrator/a2abf378,event/088dd70e,AFFECTED_IN,1.0
agent_narrator's_village/4e9c1bb0,event/edf23f7b,AFFECTED_IN,0.9
agent_the_church/827cb287,event/6985cfc3,AFFECTED_IN,0.5
agent_narrator's_pockets/640c45dc,event/df5a27b6,AFFECTED_IN,1.0
agent_piece_of_bread/03c73db1,event/9e14d91a,AFFECTED_IN,1.0
agent_narrator's_cheeks/1e4658d1,event/388d9c2b,AFFECTED_IN,0.7
agent_unspecified_people_or_things_('em)/6e659df6,event/82bd848c,AFFECTED_IN,0.8
agent_unknown_man/9923085e,event/28349599,AFFECTED_IN,0.9
agent_unknown_man/473acddc,event/d64d97ac,AFFECTED_IN,0.9
agent_unknown_man/5037996e,event/932e3405,AFFECTED_IN,0.9
agent_unknown_man/e89ef9a4,event/198a770a,AFFECTED_IN,0.8
agent_unknown_man/a757455d,event/dd382b9e,AFFECTED_IN,0.4
agent_unknown_man/abeb57eb,event/06fd1a82,AFFECTED_IN,0.6
agent_unknown_man/725d6563,event/e6bdb737,AFFECTED_IN,0.7
agent_unknown_man/aa46c102,event/b51d09a9,AFFECTED_IN,0.7
agent_unknown_man/db0609a4,event/d21030e4,AFFECTED_IN,0.9
agent_unknown_man/6799d8d7,event/32bd6a82,AFFECTED_IN,0.7
agent_unknown_man/03795d00,event/fc97900b,AFFECTED_IN,1.0
agent_unknown_man/3c7f8faf,event/3813cb18,AFFECTED_IN,1.0
agent_unknown_man/99b3dcc7,event/638e6668,AFFECTED_IN,0.9
agent_unknown_man/bb158b39,event/a810a518,AFFECTED_IN,0.9
agent_unknown_man/111e3d1b,event/5ba94de8,AFFECTED_IN,1.0
agent_unknown_man/846ee0c5,event/d7ce68d3,AFFECTED_IN,1.0
agent_tombstone/80da6123,event/ab66d876,AFFECTED_IN,1.0
agent_first-person_narrator/368333ac,event/d02011f6,AFFECTED_IN,0.9
agent_first-person_narrator/d9d5f51a,event/914df750,AFFECTED_IN,0.9
agent_first-person_narrator/226858b7,event/ee808686,AFFECTED_IN,1.0
agent_narrator's_mother/08f85b32,event/28349599,AFFECTED_IN,0.8
agent_narrator's_mother/4430a6b8,event/d64d97ac,AFFECTED_IN,0.9
agent_narrator's_mother/6f5e73af,event/4d859591,AFFECTED_IN,0.9
agent_pip's_father/d9bed4d4,event/932e3405,AFFECTED_IN,0.3
agent_pip's_father/cc1dc93d,event/198a770a,AFFECTED_IN,0.3
agent_pip's_mother/143ba7cc,event/932e3405,AFFECTED_IN,0.3
agent_pip's_mother/ddd576db,event/198a770a,AFFECTED_IN,0.3
agent_mrs._joe_gargery/7451b843,event/06fd1a82,AFFECTED_IN,1.0
agent_joe_gargery/b7c931b2,event/3d2209f9,AFFECTED_IN,1.0
agent_file/87548e8e,event/e76ab6c2,AFFECTED_IN,0.6
agent_file/304e35a6,event/cc3c5b2c,AFFECTED_IN,0.9
agent_file/3250f239,event/78bb8d18,AFFECTED_IN,0.8
agent_file/9501582a,event/a810a518,AFFECTED_IN,0.8
agent_wittles/68db3d1d,event/cc3c5b2c,AFFECTED_IN,0.9
agent_church/27edbe5c,event/8080975d,AFFECTED_IN,0.3
agent_old_battery/00880953,event/d7ce68d3,AFFECTED_IN,0.9
agent_supposed_young_man_accomplice/f8465b47,event/057be3e2,AFFECTED_IN,0.9
agent_generic_boy/d5f3e801,event/29ec39d5,AFFECTED_IN,0.7
agent_generic_boy/1bae600c,event/dbd279e1,AFFECTED_IN,0.8
agent_unnamed_man/694f43b2,event/4097d9c3,AFFECTED_IN,1.0
agent_unnamed_man/f9f3cd18,event/2b256bcd,AFFECTED_IN,1.0
agent_unnamed_man/0ed52266,event/4213b5a1,AFFECTED_IN,1.0
agent_unnamed_man/3ab4fa0e,event/09c38e9b,AFFECTED_IN,1.0
agent_unnamed_man/6b140366,event/e8d7548a,AFFECTED_IN,1.0
agent_unnamed_man/6f050d4d,event/bc1cddc1,AFFECTED_IN,1.0
agent_unnamed_man/991b4b13,event/771ccb33,AFFECTED_IN,1.0
agent_unnamed_man/e05d838f,event/58a1550c,AFFECTED_IN,1.0
agent_low_church_wall/4985b7c1,event/ae8be187,AFFECTED_IN,0.6
agent_low_church_wall/877a52a9,event/053465f5,AFFECTED_IN,1.0
agent_beacon/aabebfee,event/27a8f32e,AFFECTED_IN,0.5
agent_beacon/413922d1,event/fac558c4,AFFECTED_IN,1.0
agent_beacon/84e79c8b,event/8839c168,AFFECTED_IN,1.0
agent_gibbet/a3b22d41,event/44060875,AFFECTED_IN,0.5
agent_gibbet/a076c40b,event/b9be3e25,AFFECTED_IN,1.0
agent_gibbet/8a4780c5,event/fe35090c,AFFECTED_IN,0.7
agent_limping_man/f3ff217d,event/fe35090c,AFFECTED_IN,0.7
agent_limping_man/51d7e23f,event/3537150d,AFFECTED_IN,0.8
agent_horrible_young_man/593a17ee,event/f34f15d2,AFFECTED_IN,1.0
