:START_ID,:END_ID,:TYPE,relationType,mechanism,sign,weight,confidence,cause_seq,effect_seq
event/b652ecdf,event/dda2c27b,CAUSES,enables,Making the best use of legs allows for movement towards the river.,+,0.7,0.8,139,141
event/ef0fcc1a,event/fe0d8e0f,CAUSES,enables,"The young man's soft creeping allows him to approach, albeit with difficulty.",+,0.7,0.8,117,121
event/74fcf2ef,event/9e39aa8a,CAUSES,causes,The action of taking someone by the arms directly leads to the tilting motion.,+,0.8,0.9,83,84
event/d301cc7f,event/0a346ca7,CAUSES,enables,Understanding what a file is allows the person to request one.,+,0.8,0.9,88,92
event/3f4563c6,event/06c82226,CAUSES,enables,"Providing food creates a positive association, leading to remembrance.",+,0.7,0.8,124,128
event/92134c5e,event/59592dbc,CAUSES,causes,"The description of the subject's physical state (limping, shivering) suggests a direct cause for the chattering teeth, indicating a response to cold or fear.",+,0.8,0.85,33,36
event/7b00ba3d,event/ef2b637e,CAUSES,causes,"The church's self-awareness leads to a realization of its physical presence, symbolized by the steeple.",+,0.8,0.85,51,52
event/59592dbc,event/c346a52c,CAUSES,causes,"The physical reaction of teeth chattering indicates fear or anxiety, leading to a pleading response.",+,0.8,0.85,36,39
event/72f1e3df,event/465574cc,CAUSES,causes,"The act of hugging himself suggests a need for comfort and stability, which may lead to him limping towards the wall for support.",+,0.7,0.8,133,134
event/6b774ee0,event/fe0d8e0f,CAUSES,prevents,The act of keeping the young man from harming indicates a preventive action.,+,0.8,0.9,119,121
event/d66b33d7,event/fe0d8e0f,CAUSES,causes,The difficulty in holding the young man off directly leads to experiencing great difficulty.,+,0.8,0.85,120,121
event/f3d7db57,event/168b2644,CAUSES,causes,The absence of parental figures leads to a lack of familiarity with their likeness.,+,0.8,0.9,6,7
event/85eba14f,event/00b9abd2,CAUSES,causes,"Tilting creates a sense of instability, prompting a clinging response for support.",+,0.8,0.85,95,98
event/c52160ad,event/a5bbf1d3,CAUSES,causes,"Crying may indicate a strong emotional response, potentially triggering a startled reaction in others, such as the man rising from the graves.",+,0.7,0.6,25,26
event/7be5184a,event/d49dd3b0,CAUSES,causes,Being turned upside down leads to the physical act of emptying pockets due to gravity.,+,0.8,0.9,48,49
event/0c070c1f,event/b41894f6,CAUSES,causes,The question prompted a response indicating an action to retrieve the file.,+,0.8,0.9,122,123
event/23cd98ed,event/b760a944,CAUSES,causes,The act of naming oneself as Pip leads to the identification with the family name Pirrip and the Christian name Philip.,+,0.8,0.9,0,1
event/52643e66,event/fcca2ff6,CAUSES,causes,"The act of looking up conveys vulnerability, intensifying feelings of helplessness and danger.",+,0.8,0.85,86,90
event/6bcc5e3a,event/1f7ca27d,CAUSES,causes,"The vivid imagery of the pirate evokes fear, leading to the search for the 'horrible young man'.",+,0.8,0.85,153,156
event/260f7c2a,event/96376c59,CAUSES,enables,Hearing the words allows the young man to connect emotionally and physically with another boy.,+,0.7,0.8,109,110
event/26905bb9,event/92134c5e,CAUSES,causes,"The man's poor clothing and physical condition lead to his limping, shivering, and aggressive demeanor.",+,0.8,0.85,30,33
event/57db3832,event/6b169491,CAUSES,causes,The request for support leads to being held upright.,+,0.8,0.9,99,103
event/afdd7acb,event/d66b33d7,CAUSES,causes,"The act of tearing open leads to difficulty in restraining the young man, indicating a direct cause-effect relationship.",+,0.8,0.85,118,120
event/56b6f1ac,event/766876f4,CAUSES,causes,"The threatening tone in the cause implies a potential for harm, leading to the effect of apprehension.",+,0.7,0.8,77,81
event/32c3a10c,event/3e296ebb,CAUSES,causes,"The act of seizing by the chin instills fear, leading to a plea for mercy.",+,0.8,0.9,37,38
event/c1210eb5,event/74fcf2ef,CAUSES,causes,"Approaching the tombstone likely prompted a physical interaction, leading to being taken by the arms.",+,0.8,0.7,82,83
event/32c3a10c,event/cdd72180,CAUSES,prevents,"The act of seizing by the chin implies a threatening gesture, prompting a plea for restraint.",-,0.7,0.8,37,40
event/3c85710d,event/f3d7db57,CAUSES,causes,"The act of naming Pirrip as the family name implies a lack of knowledge about the parents, leading to the statement about never seeing them.",+,0.8,0.9,3,6
event/91e291cb,event/72f1e3df,CAUSES,causes,"Returning home provides comfort, leading to a physical reaction of self-hugging as a coping mechanism.",+,0.7,0.8,129,133
event/e8e12fca,event/4160d83d,CAUSES,causes,"The fearful terms serve as a threat that instills fear, leading to a strong emotional response.",+,0.8,0.85,104,106
event/6a7f14fe,event/3c85710d,CAUSES,causes,"The infant's limited language ability leads to the simplification of names, resulting in the use of 'Pirrip' as the family name.",+,0.8,0.9,2,3
event/1e8db4e6,event/42036a63,CAUSES,causes,"Ravenous eating likely leads to weight gain, resulting in being perceived as fat.",+,0.8,0.7,55,57
event/1f7ca27d,event/de79cc9e,CAUSES,causes,"The act of looking for the young man instigated a fear response, prompting a hasty retreat home.",+,0.8,0.85,156,159
event/8ee9f7cd,event/8e0b3073,CAUSES,enables,The vivid impression of identity allows for the recognition of the churchyard's bleakness.,+,0.7,0.8,17,18
event/0c070c1f,event/3f4563c6,CAUSES,enables,The question prompts a response that leads to the action of providing food.,+,0.7,0.8,122,124
event/39ee4883,event/d7ede6e2,CAUSES,enables,The description of the dark wilderness creates an atmosphere that allows fear to develop in the small bundle of shivers.,+,0.7,0.8,21,24
event/21b797bd,event/72f1e3df,CAUSES,causes,The cold and wet environment prompts a physical response of hugging oneself for warmth and comfort.,+,0.8,0.85,131,133
event/263fc53b,event/52643e66,CAUSES,causes,"The intensity of his gaze creates a power dynamic, making the other feel helpless.",+,0.8,0.9,85,86
event/bc7941f5,event/3b8ac632,CAUSES,enables,Feeling giddy may increase the likelihood of attending more events due to heightened enthusiasm.,+,0.7,0.8,97,101
event/742d570e,event/1e33045e,CAUSES,causes,"The act of holding tighter likely startled him, prompting a quick reaction.",+,0.7,0.8,62,65
event/ae823e24,event/4edf4863,CAUSES,enables,The presence of the young man allows the boy's attempt to hide to be futile.,+,0.7,0.8,108,111
event/1e33045e,event/d06b8de5,CAUSES,causes,The action of starting and running typically leads to the need to stop.,+,0.8,0.85,65,66
event/58c18a61,event/f45fa188,CAUSES,enables,Stopping to look allows for the observation of the two black objects in the distance.,+,0.7,0.8,144,148
event/f3d7db57,event/3b172c9c,CAUSES,causes,"The absence of parental figures leads to the creation of idealized images based on limited information, such as tombstones.",+,0.8,0.9,6,9
event/a8298261,event/166e8d23,CAUSES,causes,The threat to life creates a feeling of helplessness in the individual.,+,0.8,0.85,87,89
event/c346a52c,event/872967fb,CAUSES,causes,"The act of pleading in terror likely draws attention, causing someone to stare.",+,0.7,0.8,39,43
event/d7ede6e2,event/d91cb099,CAUSES,aggravates,"The fear experienced by the bundle of shivers intensifies the reaction of the terrible voice, suggesting a heightened emotional state.",+,0.7,0.8,24,27
event/32c3a10c,event/c346a52c,CAUSES,causes,"The act of seizing by the chin instills fear, prompting a plea.",+,0.8,0.9,37,39
event/c52ba2ee,event/1388d863,CAUSES,aggravates,The man's threatening demeanor increases the speaker's concern about his intentions.,+,0.7,0.8,59,61
event/3b172c9c,event/734dbf9d,CAUSES,causes,The speaker's initial perceptions of the deceased were influenced by the appearance of their tombstones.,+,0.8,0.9,9,13
event/62df8e22,event/36cc5f83,CAUSES,aggravates,"The fearful man's condition is worsened by the harsh environment, leading to multiple injuries.",+,0.7,0.8,29,31
event/8155c64d,event/d99380f5,CAUSES,enables,"The speaker's indecision allows them to suppress their emotions, preventing tears.",+,0.7,0.8,60,63
event/ba8f84d8,event/ef0fcc1a,CAUSES,enables,A warm bed creates a comfortable environment that encourages the young man to approach quietly.,+,0.7,0.8,113,117
event/d06b8de5,event/3eb45751,CAUSES,causes,"The action of stopping leads to a reaction of surprise or realization, expressed as 'Oh!'.",+,0.8,0.7,66,70
event/26905bb9,event/0849133b,CAUSES,causes,"The man's poor clothing and physical condition lead to his limping, shivering, and aggressive demeanor.",+,0.8,0.85,30,32
event/a8298261,event/1e3c3829,CAUSES,causes,"The statement implies a threat to life, leading to a physical reaction of tilting.",+,0.8,0.85,87,91
event/6bcc5e3a,event/5d8896d5,CAUSES,enables,"The pirate's presence captures the attention of the cattle, enabling them to react by lifting their heads.",+,0.7,0.8,153,154
event/00b9abd2,event/3b8ac632,CAUSES,enables,"Clinging to him suggests emotional support, which may allow for greater attendance or participation.",+,0.7,0.8,98,101
event/85eba14f,event/6b169491,CAUSES,causes,"Tilting leads to being held upright, indicating a direct physical influence.",+,0.8,0.85,95,103
event/8155c64d,event/742d570e,CAUSES,causes,"The phrase suggests a strong emotional or mental struggle, leading to a physical reaction of holding tighter to the tombstone.",+,0.7,0.8,60,62
event/69e9a0c9,event/3eb45751,CAUSES,causes,"Looking over his shoulder likely startled him, prompting an exclamation.",+,0.8,0.9,67,70
event/c4563c0d,event/b95f7229,CAUSES,aggravates,"The ominous appearance of the sky can heighten feelings of unease or fear, making the situation seem more threatening.",+,0.7,0.8,147,150
event/8308518d,event/b652ecdf,CAUSES,enables,Stretching up allows for better mobility and use of legs.,+,0.7,0.8,136,139
event/5c011a34,event/7b887074,CAUSES,causes,"The perception of the father's physical appearance may lead to assumptions about his character and life choices, influencing his struggle for a living.",+,0.7,0.8,10,14
event/7b887074,event/573e24b1,CAUSES,causes,Giving up on the struggle for a living leads to a belief in inherent laziness or entitlement.,+,0.7,0.8,14,15
event/21b797bd,event/a5d3f9cc,CAUSES,enables,"The act of glancing around suggests a heightened awareness, allowing for a deeper emotional connection with the speaker's gaze.",+,0.7,0.8,131,135
event/ccd6a35a,event/0e6c4c36,CAUSES,enables,Drawing clothes over his head creates a sense of comfort and safety.,+,0.7,0.8,115,116
event/ef2b637e,event/2811f6de,CAUSES,enables,Seeing the steeple from a high vantage point allows for the experience of being seated on the tombstone.,+,0.7,0.8,52,53
event/b5b177c9,event/de79cc9e,CAUSES,causes,Fear prompted the individual to flee quickly for safety.,+,0.8,0.9,158,159
event/3c85710d,event/f7cc372f,CAUSES,causes,"The act of giving Pirrip as a family name is based on the information from the tombstone, establishing a direct link.",+,0.8,0.9,3,4
event/23cd98ed,event/3c85710d,CAUSES,causes,Pip's self-identification leads to the adoption of his father's family name.,+,0.8,0.9,0,3
event/3373c56b,event/91e291cb,CAUSES,causes,Remembering your undertakings leads to the action of getting home.,+,0.8,0.9,127,129
event/168b2644,event/fb23f5b7,CAUSES,causes,"The absence of photographs leads to a lack of likeness, as people could not see images of each other.",+,0.8,0.9,7,8
event/6b774ee0,event/b41894f6,CAUSES,prevents,The act of keeping the young man from harming indicates a protective action that allows for the possibility of obtaining the file.,+,0.7,0.8,119,123
event/8e0b3073,event/b33f8cfa,CAUSES,causes,Discovering the location of the churchyard leads to the realization of the deaths and burials of Philip Pirrip and Georgiana.,+,0.9,0.95,18,19
event/6b169491,event/4160d83d,CAUSES,causes,The act of holding creates a threatening situation that leads to fear of severe consequences.,+,0.8,0.85,103,106
event/a5d3f9cc,event/b652ecdf,CAUSES,enables,"The gaze suggests a moment of fear or urgency, which may motivate the subject to utilize their legs effectively.",+,0.7,0.6,135,139
event/b760a944,event/6a7f14fe,CAUSES,causes,The family name and Christian name directly lead to the nickname 'Pip' as a simplification.,+,0.9,0.95,1,2
event/3b172c9c,event/5c011a34,CAUSES,causes,The interpretation of tombstone inscriptions led to a specific mental image of the father.,+,0.8,0.9,9,10
event/742d570e,event/d99380f5,CAUSES,causes,"Holding tighter to the tombstone indicates a desire to maintain composure, which directly leads to the effort to avoid crying.",+,0.8,0.85,62,63
event/7b00ba3d,event/9ceafd6e,CAUSES,causes,"The church's self-awareness leads to a heightened emotional state, causing the individual to tremble and eat ravenously.",+,0.8,0.75,51,54
event/c081635e,event/2ddd7108,CAUSES,enables,The visibility of the marshes as a distinct line allows sailors to use the beacon for navigation.,+,0.7,0.8,145,149
event/3f4563c6,event/cc3ffcf9,CAUSES,enables,Providing food facilitates the ability to visit him at the Battery.,+,0.7,0.8,124,125
event/263fc53b,event/a8298261,CAUSES,causes,"The intensity of his gaze creates a sense of urgency and threat, prompting the question of survival.",+,0.8,0.85,85,87
event/f45fa188,event/2ddd7108,CAUSES,enables,The visibility of the black objects allows sailors to navigate using the beacon.,+,0.8,0.85,148,149
event/74fcf2ef,event/263fc53b,CAUSES,causes,The act of taking someone by the arms creates a physical connection that intensifies eye contact and emotional engagement.,+,0.8,0.85,83,85
event/3e296ebb,event/cdd72180,CAUSES,causes,The plea for mercy directly results from the fear of being harmed.,+,0.8,0.9,38,40
event/0dc4c246,event/260f7c2a,CAUSES,enables,The speaker's assertion of not being alone suggests a connection that allows the young man to hear and engage with the speaker's words.,+,0.7,0.8,107,109
event/b41894f6,event/cc3ffcf9,CAUSES,enables,The promise to provide the file facilitates the action of meeting early in the morning.,+,0.7,0.8,123,125
event/0dc4c246,event/96376c59,CAUSES,enables,"The speaker's realization of not being alone allows for deeper emotional connections, enabling the young man to reach the boy's heart.",+,0.7,0.8,107,110
event/742d570e,event/d06b8de5,CAUSES,causes,"The action of holding tighter suggests a strong emotional response, leading to the cessation of movement.",+,0.8,0.85,62,66
event/260f7c2a,event/4edf4863,CAUSES,causes,"The young man's awareness of the speaker's words leads to the boy's inability to hide, as the words create a connection between them.",+,0.8,0.9,109,111
event/3b172c9c,event/3112b56c,CAUSES,causes,"The initial fancies about the individuals were influenced by the inscriptions on their tombstones, leading to a specific interpretation of their identities.",+,0.8,0.85,9,12
event/c1210eb5,event/52643e66,CAUSES,causes,"The act of coming closer creates a direct interaction, leading to the feeling of helplessness.",+,0.8,0.85,82,86
event/57db3832,event/4dc6a63a,CAUSES,enables,"The request to remain upright suggests a desire to avoid worsening sickness, implying that maintaining posture may help prevent illness.",+,0.7,0.8,99,100
event/d66b33d7,event/3f4563c6,CAUSES,enables,"The difficulty in holding the young man off allows for the provision of food, suggesting a supportive action.",+,0.7,0.8,120,124
event/d91cb099,event/62df8e22,CAUSES,causes,"The command to be quiet instills fear, leading to the appearance of a fearful man in grey.",+,0.7,0.8,27,29
event/f7cc372f,event/fb23f5b7,CAUSES,enables,The authority of the tombstone allows for the remembrance of individuals in a time before photographs existed.,+,0.7,0.8,4,8
event/3373c56b,event/06c82226,CAUSES,causes,Recalling past experiences can trigger memories of specific individuals associated with those experiences.,+,0.8,0.85,127,128
event/42d8dbc2,event/b652ecdf,CAUSES,causes,The action of seeing him turn prompted the decision to head home quickly.,+,0.8,0.9,137,139
event/263fc53b,event/166e8d23,CAUSES,causes,The intensity of his gaze creates a feeling of vulnerability in the observer.,+,0.8,0.9,85,89
event/a5bbf1d3,event/62df8e22,CAUSES,causes,"The sudden appearance of the man from the graves likely instills fear, leading to the description of him as fearful.",+,0.8,0.85,26,29
event/ef2b637e,event/152d2d26,CAUSES,causes,"The act of seeing the steeple prompts a physical reaction, leading to the church appearing to jump.",+,0.8,0.9,52,102
event/3f4563c6,event/dda2c27b,CAUSES,enables,Providing food allows the subject to continue their journey towards the river.,+,0.7,0.8,124,141
event/2ddd7108,event/be51e614,CAUSES,enables,"The beacon provides guidance for sailors, while the gibbet serves as a landmark, enabling navigation.",+,0.7,0.8,149,151
event/7a6e1750,event/c46c1fca,CAUSES,causes,The man's demand for information is a direct result of his intense focus and inquiry.,+,0.8,0.85,41,44
event/166e8d23,event/fcca2ff6,CAUSES,enables,"The first event contributes to the feeling of helplessness, which allows for the emergence of a greater sense of danger.",+,0.8,0.9,89,90
event/d7ede6e2,event/c52160ad,CAUSES,causes,"Fear can trigger emotional responses, leading to crying as a reaction to distress.",+,0.8,0.85,24,25
event/be51e614,event/6bcc5e3a,CAUSES,enables,"The presence of the gibbet and chains evokes the image of the pirate, enabling the imagination of the pirate's return.",+,0.7,0.8,151,153
event/ccd6a35a,event/afdd7acb,CAUSES,causes,Drawing the clothes over his head may lead to a struggle that results in tearing.,+,0.8,0.7,115,118
event/7be5184a,event/7b00ba3d,CAUSES,causes,The phrase suggests a transformative experience that leads to self-awareness or realization within the church.,+,0.7,0.6,48,51
event/9363b59b,event/872967fb,CAUSES,causes,The command to 'give it mouth' implies an action that leads to the subject's attention being directed towards the speaker.,+,0.7,0.8,42,43
event/b41894f6,event/3373c56b,CAUSES,causes,Making a commitment to provide the file prompts memory of the undertaking.,+,0.8,0.85,123,127
event/52643e66,event/00b9abd2,CAUSES,causes,"The helpless gaze indicates a need for support, prompting the action of clinging.",+,0.8,0.85,86,98
event/c56921aa,event/b652ecdf,CAUSES,enables,Setting my face towards home motivates and directs my physical effort.,+,0.8,0.9,138,139
event/26905bb9,event/36cc5f83,CAUSES,aggravates,"The man's poor condition (no hat, broken shoes) likely worsens his exposure to harsh elements, leading to further injuries.",+,0.8,0.85,30,31
event/a5bbf1d3,event/d91cb099,CAUSES,causes,"The sudden appearance of the man from the graves likely startled or provoked a reaction, leading to the outburst.",+,0.8,0.7,26,27
