:START_ID,:END_ID,:TYPE,relationType,mechanism,sign,weight,confidence,cause_seq,effect_seq
event/0fa10d6a,event/40e8f917,CAUSES,enables,"Tilting the narrator back physically restrains and positions them, enabling the speaker to threaten and question whether they should be allowed to live.",-,0.79,0.83,93,96
event/e3349793,event/3530ff6d,CAUSES,causes,The child beginning to cry prompts the nearby menacing figure to react and shout “Hold your noise!” to stop the noise.,-,0.82,0.88,30,31
event/ddbcab73,event/129dcc78,CAUSES,enables,"Expressing the hope aloud helps the speaker manage their emotions and avoid crying, serving as a coping strategy.",+,0.63,0.7,66,70
event/c250f076,event/841cf743,CAUSES,causes,Clinging to him with both hands creates a physical dependence and imbalance that prompts the speaker to request help to stay upright.,+,0.76,0.84,109,110
event/456a94fa,event/1fc209e2,CAUSES,enables,Getting the file is part of an exchange that makes it possible or reasonable for the other person to provide food (“wittles”) in return.,+,0.71,0.78,99,101
event/e7852593,event/d934d40f,CAUSES,enables,"The blacksmith’s self-identification prompts the listener’s suspicion and scrutiny, enabling the later action of darkly looking at his leg and at the speaker.",-,0.47,0.63,88,90
event/3bd74a2e,event/9559d7b8,CAUSES,causes,"The narrator’s comparison of him to a pirate come to life makes his passage striking and unusual, prompting the cattle to notice and look up at him as he goes by.",+,0.63,0.72,167,170
event/bc439683,event/3f44d653,CAUSES,causes,"Because his father died (indicated by the tombstone), he never saw his father, which is why he relies on the tombstone for the family name.",-,0.84,0.86,3,5
event/631abc41,event/0daeeccf,CAUSES,causes,"Glancing around at the cold, wet surroundings heightens his awareness of the harsh conditions, prompting a physical reaction of hugging himself for warmth and comfort.",-,0.78,0.86,138,141
event/154b7a70,event/e3349793,CAUSES,enables,"Realizing that the distant low leaden line is actually the river makes the frightening or overwhelming context clear, enabling the character’s emotional reaction and prompting shivers and tears.",-,0.63,0.63,26,30
event/3a455736,event/6bcbdcf9,CAUSES,causes,"The dead grasp his ankle and pull, numbing and stiffening his legs, which he then has to recover from, leading to him eventually getting over that physical effect.",-,0.71,0.78,147,149
event/84259fed,event/b2239ddb,CAUSES,enables,"The man’s threatening remark and implied danger motivate the narrator to cling to the chair to stay away from him, helping explain why he keeps himself upon it.",-,0.6,0.64,65,69
event/b74d1681,event/f54afb3c,CAUSES,causes,"The narrator’s early, unrealistic ideas about his parents based solely on their tombstones directly lead him to form a specific childish belief about his mother’s appearance and health.",+,0.86,0.92,8,11
event/26fc2daa,event/e3349793,CAUSES,causes,The description that the small bundle of shivers is Pip sets the context that his fear of the situation leads him to begin crying.,-,0.74,0.84,28,30
event/ac84ccaa,event/c4e03f53,CAUSES,enables,"The deadly threat implies he has dangerous associates ready to carry it out, supporting his claim that he isn’t alone.",+,0.78,0.84,118,119
event/cff8fc57,event/b0e89038,CAUSES,enables,"The man’s poor clothing and lack of protection make it easier for environmental hazards (water, mud, stones, flints, nettles, briars) to injure and dirty him, enabling the described soaked, cut, and torn condition.",-,0.8,0.78,35,36
event/a9a5b845,event/68197964,CAUSES,enables,"The demand for a file and food is part of the same instruction that specifies where to bring them, making the first action a precondition for bringing the lot to the old Battery.",+,0.78,0.8,115,116
event/b167a556,event/9c9c7dae,CAUSES,enables,"Her difficulty in keeping the young man away motivates her to help him, leading her to obtain broken bits of food for him.",+,0.63,0.68,128,131
event/0b37a956,event/64be66ee,CAUSES,enables,"The speaker’s wondering about others’ thoughts likely motivates or prompts the decision to run home quickly, providing the psychological context for the action.",+,0.6,0.6,171,175
event/001fbfc3,event/7bbcdd91,CAUSES,enables,"His anxious, evasive look toward the narrator sets up his need to ensure the narrator’s presence, enabling his subsequent turning around to look for them.",+,0.52,0.63,146,150
event/45c0cdf3,event/fd5be405,CAUSES,causes,"The growling likely frightens or intimidates the person, causing an involuntary physical reaction of fear, making their teeth chatter in their head.",+,0.76,0.78,40,41
event/25d55cad,event/67fd5090,CAUSES,enables,"The narrator’s description of the marsh country and its setting provides the geographic and atmospheric context that allows him to identify the bleak, nettle-overgrown place as the churchyard.",0,0.6,0.64,16,19
event/1adfc414,event/c8446ed4,CAUSES,causes,"After dipping and rolling him around, the man then stabilizes and positions him upright on the stone as the next physical action in the sequence.",+,0.7,0.8,112,113
event/375aed40,event/e3349793,CAUSES,causes,"The growing fear experienced by the small bundle of shivers emotionally overwhelms it, leading to tears as a direct emotional reaction.",+,0.9,0.9,29,30
event/1e7f50df,event/c4e03f53,CAUSES,enables,"The threat that he must never mention having seen the speaker helps the speaker remain hidden and supported by unseen companions, enabling his claim that he is not alone.",+,0.69,0.76,117,119
event/c1ebd2c3,event/7c13cc53,CAUSES,enables,The marshy wilderness provides the physical environment and grassland that allow cattle to be scattered there and feed.,+,0.72,0.81,23,25
event/84259fed,event/88c17de4,CAUSES,causes,The man’s threat to eat the characters provokes the narrator to respond by expressing hope that he will not carry out the threat.,-,0.86,0.9,65,67
event/1a149e64,event/9559d7b8,CAUSES,enables,The man’s limping movement draws attention and provides a visual stimulus that prompts the cattle to lift their heads and watch him.,+,0.6,0.67,166,170
event/154b7a70,event/26fc2daa,CAUSES,enables,"Realizing the distant line is the river completes Pip’s situational awareness, enabling the narrator to identify the frightened crying child as Pip in the scene.",0,0.41,0.61,26,28
event/8fb62fe7,event/e5493b52,CAUSES,enables,His muttered exclamation marks a moment of reflection that prompts him to ask the following threatening question.,+,0.47,0.7,83,84
event/631abc41,event/4bca56d7,CAUSES,causes,"Glancing around at the bleak, cold, and wet surroundings intensifies his awareness of discomfort and vulnerability, prompting him to clasp himself as a physical reaction to the chill and unease.",-,0.7,0.8,138,142
event/89a395ba,event/e7852593,CAUSES,causes,Pip’s statement that Joe is a blacksmith prompts the other character to react to that specific detail and repeat it as a question.,0,0.73,0.78,87,88
event/b3e1d293,event/46f4f8cd,CAUSES,causes,"The young man’s unique power over boys makes him dangerous, which is why the speaker must actively restrain him from harming the listener.",-,0.8,0.86,123,127
event/b74d1681,event/c5d3429e,CAUSES,causes,"His early, tombstone-based fancies about what people were like directly shape the specific imagined appearance of his father from the letters on the grave.",+,0.9,0.93,8,9
event/e6dfc058,event/ea1ddf0f,CAUSES,causes,"The hostile act of glaring is perceived as a threat, provoking the speaker’s terror and desperate verbal plea not to be harmed.",+,0.73,0.78,39,43
event/24222105,event/9c9dc902,CAUSES,causes,"Making a short run naturally leads to the person needing or choosing to stop afterward, so the run directly results in the stopping action.",+,0.76,0.79,73,74
event/9ad7c6d4,event/790d8e57,CAUSES,enables,"The narrator’s helpless gaze into his eyes encourages the interrogator to continue exerting control, leading him to tilt the narrator further to intensify helplessness and danger.",-,0.63,0.63,95,98
event/b167a556,event/e333f7fa,CAUSES,enables,Her difficulty in resisting the young man’s advances leads her to agree to meet him at the Battery early in the morning.,+,0.7,0.74,128,132
event/5de36473,event/67fd5090,CAUSES,causes,"The memorable raw afternoon towards evening forms the broader sensory context in which the narrator’s impression of things crystallizes, leading to the realization that the bleak, nettle-overgrown place is a churchyard.",+,0.63,0.7,18,19
event/503be001,event/84259fed,CAUSES,enables,"The man perceiving someone as weak or 'not strong' emboldens him to make a threatening, cannibalistic remark, feeling more able to intimidate them.",-,0.54,0.62,64,65
event/40e8f917,event/96efa59b,CAUSES,causes,"The speaker’s threatening question about whether the listener will be allowed to live prompts him to physically emphasize the threat by tilting the listener again, reinforcing intimidation.",-,0.79,0.82,96,100
event/d934d40f,event/da8fb73d,CAUSES,enables,"His repeated dark looks at his leg and the narrator build resolve or curiosity, enabling his decision to move closer to the tombstone.",+,0.63,0.7,90,91
event/ccb1bddb,event/b7195672,CAUSES,enables,"By making the best use of his legs, the character moves quickly enough to catch sight of the man continuing toward the river.",+,0.7,0.8,153,155
event/8ce5c4a7,event/64be66ee,CAUSES,causes,"Not seeing any sign of him likely triggered fear or concern, prompting the decision to flee quickly and continuously back home.",+,0.72,0.78,173,175
event/701c9bde,event/5f8c72bd,CAUSES,causes,The shock and fear from being suddenly seized by the chin leads him to physically shiver as a bodily reaction.,+,0.7,0.73,38,42
event/de7309f3,event/a8cc7ab9,CAUSES,enables,"Carefully picking his way through nettles and brambles allows him to progress forward, which leads to eventually reaching the low church wall.",+,0.8,0.82,145,148
event/4b697889,event/790d8e57,CAUSES,causes,"The interrogator’s question is part of the intimidation process; each question, including this one, is accompanied by tilting him further, directly producing his heightened sense of helplessness and danger.",-,0.7,0.78,97,98
event/fe76218e,event/e333f7fa,CAUSES,enables,"The question prompts or invites a plan or proposal, which includes the speaker coming to him at the Battery early in the morning.",0,0.56,0.71,129,132
event/744f4608,event/26fc2daa,CAUSES,causes,"Being named Pip frames and identifies the crying, frightened child as Pip, linking the act of naming to the recognition that the small bundle of shivers is Pip.",+,0.53,0.64,2,28
event/51106281,event/154b7a70,CAUSES,enables,"The presence of dikes, mounds, and gates structures the landscape in a way that allows the observer to identify the distant low leaden line as the river.",+,0.61,0.63,24,26
event/129dcc78,event/febe0b5b,CAUSES,enables,"The speaker’s effort to hold back tears likely includes prompting him to act or speak, which sets the stage for him to start doing something (e.g., talking). The emotion-control attempt doesn’t directly cause his action but contributes to the situation in which he starts.",0,0.45,0.61,70,72
event/75e808f0,event/ffab9d2e,CAUSES,causes,"Having only a piece of bread implies extreme hunger, which leads him to tremble and eat the bread ravenously.",+,0.79,0.78,53,57
event/930ec32e,event/701c9bde,CAUSES,causes,"The man’s fearful state and rough, inadequate clothing likely leave him cold and physically unsettled, leading him to shiver from fear and exposure.",-,0.83,0.9,34,38
event/a9a5b845,event/1e7f50df,CAUSES,prevents,The threat tied to bringing the file and food is meant to deter the listener from speaking or signalling about having seen the speaker.,-,0.86,0.9,115,117
event/e6dfc058,event/45c0cdf3,CAUSES,causes,"The act of glaring can express hostility or anger, prompting a growling vocal response that continues or escalates the threatening behavior.",+,0.65,0.72,39,40
event/28198b21,event/b7195672,CAUSES,causes,"Looking over the shoulder allows the narrator to visually confirm the man’s movement, so the perception of him going toward the river is enabled by the act of looking.",0,0.73,0.79,154,155
event/a0de06a5,event/416b8459,CAUSES,causes,"The wording and style of the inscription suggest a particular social type or class, leading the narrator to form a humorous, fixed belief about how such people must have been born.",+,0.78,0.86,10,14
event/03c63d58,event/9ad7c6d4,CAUSES,causes,"His powerful downward gaze exerts psychological dominance, prompting a submissive, helpless upward gaze in response.",+,0.82,0.86,94,95
event/5505fdd2,event/67338777,CAUSES,enables,"The young man hiding with the speaker places him within earshot, making it possible for him to hear the words spoken.",+,0.86,0.9,120,122
event/c1ebd2c3,event/154b7a70,CAUSES,enables,"The description of the marshes helps situate the geography and perspective, enabling the recognition that the further low leaden line is the river beyond them.",0,0.5,0.6,23,26
event/60665bbf,event/503be001,CAUSES,aggravates,"The mocking remark about fat cheeks likely undermines the person’s self-esteem, contributing to their sense of weakness or lack of strength.",-,0.42,0.53,61,64
event/da8fb73d,event/23db875d,CAUSES,enables,"Approaching the tombstone brings him within reach, making it physically possible to take the speaker by both arms.",+,0.78,0.83,91,92
event/26fc2daa,event/3530ff6d,CAUSES,causes,Pip’s fearful crying (the noise) prompts the nearby frightening figure to respond by shouting “Hold your noise!” at him.,+,0.8,0.87,28,31
event/b74d1681,event/7cb78de4,CAUSES,causes,"The narrator’s fanciful ideas about his deceased siblings come from reading their tombstones, which state or imply their early deaths in life’s struggle, shaping his conception of them as those who ‘gave up’ early.",-,0.7,0.78,8,12
event/d060ebf3,event/744f4608,CAUSES,causes,"Because his infant tongue could only pronounce 'Pip' from his full name, that truncated form naturally became the name he was called by.",+,0.98,0.98,0,2
event/930ec32e,event/62398135,CAUSES,causes,"The great iron on his leg is a shackle that physically impedes normal movement, leading to a limp.",-,0.9,0.96,34,37
event/cff8fc57,event/701c9bde,CAUSES,causes,"His inadequate clothing and broken shoes leave him exposed to cold, which makes him shiver.",-,0.81,0.86,35,38
event/b2239ddb,event/129dcc78,CAUSES,enables,Maintaining oneself upon something serves as a distraction or coping strategy that helps the person avoid crying.,-,0.71,0.77,69,70
event/23db875d,event/40e8f917,CAUSES,enables,"Grabbing the narrator by both arms physically restrains and focuses him, enabling the threatening interrogation about whether he will be allowed to live.",-,0.78,0.86,92,96
event/6924529c,event/503be001,CAUSES,causes,"Being undersized for one’s age typically correlates with weaker physical development, which leads to reduced physical strength.",-,0.8,0.86,63,64
event/654be1ad,event/7a9a0fdc,CAUSES,causes,"The longer utterance includes the shorter one; the quoted speech as a whole directly gives rise to the partial repetition, since the effect sentence is simply the initial segment of the cause sentence.",+,0.96,0.95,76,78
event/40e8f917,event/456a94fa,CAUSES,enables,The threat about whether Pip is allowed to live pressures him into agreeing to get the file; the threat creates coercive conditions that enable the demand to be issued and complied with.,-,0.71,0.83,96,99
event/f67004bc,event/503be001,CAUSES,enables,"Describing them as fat is used to justify or enable the inference that they are not strong, reflecting a belief that fatness implies weakness.",-,0.6,0.7,62,64
event/4d88cc16,event/52c51ef1,CAUSES,aggravates,"The boy’s attempts to hide and protect himself intensify the sense of inevitable intrusion and violence by the young man, highlighting the futility of resistance and heightening the horror of the attack.",-,0.78,0.82,125,126
event/7f95ad8e,event/3811de1a,CAUSES,aggravates,"The threat (“I’ll have your heart and liver out”) intensifies the intimidation, prompting the man to tilt the speaker again, reinforcing physical coercion.",-,0.7,0.74,105,106
event/c5d3429e,event/f54afb3c,CAUSES,enables,"The narrator’s imaginative inference from the father's handwriting sets up a pattern of drawing physical conclusions from letter shapes, which is then applied to the mother’s letters.",0,0.71,0.8,9,11
event/84259fed,event/ddbcab73,CAUSES,causes,The man’s threat to eat the characters provokes the narrator to respond by expressing hope that he will not carry out the threat.,-,0.86,0.9,65,66
event/cff8fc57,event/62398135,CAUSES,enables,"His poor clothing and broken shoes imply hardship or injury, which plausibly allows or contributes to his limping, though the text doesn’t state a direct physical cause.",-,0.56,0.63,35,37
event/654be1ad,event/3bbb618f,CAUSES,causes,"The timid explanation provides new information that prompts his reaction and physical return, indicating her words directly trigger his response.",+,0.7,0.78,76,79
event/be2f62c9,event/3bbb618f,CAUSES,causes,"Mentioning that Georgiana is his mother likely prompts the man’s surprised or clarified reaction, making him turn back and exclaim “Oh!” in response to new, meaningful information.",+,0.7,0.73,77,79
event/0fa10d6a,event/9ad7c6d4,CAUSES,enables,"Tilting the narrator back physically positions their head and gaze so that their eyes naturally look up into his, enabling that helpless upward look.",+,0.86,0.86,93,95
event/eb6fb3ed,event/75e808f0,CAUSES,causes,"Emptying the pockets reveals their contents, leading to the observation that they contain only a piece of bread.",0,0.76,0.83,52,53
event/c4e03f53,event/67338777,CAUSES,enables,"By asserting he is not alone, the speaker prompts communication, making it possible for the young man to hear his words.",+,0.66,0.7,119,122
event/a0de06a5,event/f54afb3c,CAUSES,causes,"The vague and suggestive wording of the inscription leads the narrator to infer, based on it, that his mother had certain physical traits and health issues.",+,0.8,0.86,10,11
event/b2239ddb,event/febe0b5b,CAUSES,causes,"The speaker’s action of keeping themselves on something (likely a horse or vehicle) prompts a reaction, leading to him starting in response to that movement or persistence.",+,0.61,0.6,69,72
event/ead2d1b0,event/f94af1ef,CAUSES,causes,"The disturbing image of the body compared to an unhooped cask on a pole provokes a strong emotional reaction, leading the narrator to experience a terrible shock or startle.",-,0.83,0.88,164,168
event/a9a5b845,event/ac84ccaa,CAUSES,causes,"The threat establishes a conditional consequence: if the boy fails to bring the file and food, the man will violently punish him, thus the demand causes the stated consequence as the explicit outcome of noncompliance.",-,0.86,0.88,115,118
event/841cf743,event/3962a937,CAUSES,enables,The polite request to be allowed to keep upright is part of the preceding dialogue that directly enables the speaker to continue speaking in the next utterance.,0,0.62,0.79,110,114
event/c59df86f,event/b6bd64a9,CAUSES,enables,"Hugging himself suggests he is bracing against cold or discomfort but still able to move, enabling him to continue walking despite sore feet.",+,0.42,0.61,156,157
event/294b660c,event/4d88cc16,CAUSES,causes,The belief that hiding is futile prompts the boy’s detailed attempts to conceal himself in bed with the door locked and covers drawn.,-,0.76,0.78,124,125
event/89cba537,event/1adfc414,CAUSES,causes,"Being giddy leads him to give an excessively wild dip and roll, producing the extreme motion described.",+,0.72,0.76,108,112
event/b0329d72,event/0b37a956,CAUSES,enables,Seeing the cattle appear to look after him prompts the narrator to interpret their behavior and speculate about their thoughts.,0,0.7,0.83,169,171
event/20c8a7ab,event/0ee2f071,CAUSES,aggravates,"The intrusive, taunting question about the boy’s parents intensifies the speaker’s cruel, threatening attitude, contributing to the menacing context in which he contemplates whether to let the boy live.",-,0.62,0.7,81,85
event/ecc70151,event/f54afb3c,CAUSES,causes,"Not seeing any likeness of either parent leads the narrator to imaginatively infer their appearance, producing the childish conclusion about the mother’s looks.",+,0.86,0.9,7,11
event/d934d40f,event/23db875d,CAUSES,causes,"His repeated dark looks at his leg and at the narrator suggest building emotion or decision, which culminates in the physical act of taking the narrator by both arms.",+,0.7,0.76,90,92
event/790d8e57,event/96efa59b,CAUSES,enables,The prior pattern of tilting after each question establishes the interrogation dynamic and physical handling that leads to him tilting the narrator again.,-,0.63,0.7,98,100
event/31324327,event/8ce5c4a7,CAUSES,enables,"Looking all around allows the narrator to determine that the young man is not present, leading to the observation that there are no signs of him.",0,0.7,0.76,172,173
event/1fc209e2,event/7f95ad8e,CAUSES,enables,"The threat of violence is used as leverage to compel the other person to provide food, making the provision of food a condition for safety.",+,0.8,0.86,101,105
event/227937ad,event/3bd74a2e,CAUSES,enables,"The sight of the gibbet and its pirate’s chains prompts the comparison, enabling the narrator to imagine the man as the pirate come back to life and returning to his gallows.",0,0.7,0.81,165,167
event/744f4608,event/bc439683,CAUSES,causes,"His inability to pronounce his full name as a child leads to the shortened name Pip, which in turn motivates him to clarify that his family name is actually Pirrip, as written on his father’s tombstone.",+,0.6,0.7,2,3
event/fd463b40,event/f67004bc,CAUSES,enables,"Ravenous eating suggests habitual overeating, which can contribute to being fat; the narrator uses it as evidence enabling the belief about their fatness.",+,0.55,0.63,58,62
event/24222105,event/fcb79fdd,CAUSES,enables,"Making a short run positions and motivates the person to look over their shoulder, enabling that subsequent action in the sequence of movement.",0,0.6,0.71,73,75
event/8269cf34,event/0daeeccf,CAUSES,causes,"His exclamation reflects emotional agitation or disdain that heightens his distress, prompting a physical reaction of self-hugging for comfort or protection.",-,0.68,0.73,137,141
event/24db9f8c,event/94c4575d,CAUSES,causes,"The man’s demand to be shown where the speaker lives prompts a physical response, likely rough handling to force compliance, resulting in the speaker being turned upside down.",-,0.76,0.78,48,51
event/23db875d,event/0fa10d6a,CAUSES,enables,"Grabbing both arms provides leverage and control, making it physically possible to tilt the person backward and hold them there.",+,0.9,0.95,92,93
event/d934d40f,event/03c63d58,CAUSES,causes,"His repeated dark looks at his leg and at the speaker build intensity and focus, culminating in him directing his gaze powerfully into the speaker’s eyes.",+,0.7,0.79,90,94
event/0b37a956,event/9f500af1,CAUSES,aggravates,"The act of wondering what others think intensifies self-consciousness and anxiety, which contributes to the resurgence of fear.",+,0.58,0.69,171,174
event/b0e89038,event/701c9bde,CAUSES,causes,"Physical exposure to cold water, mud, injury, and discomfort lowers body temperature and induces involuntary muscular trembling, leading him to shiver.",-,0.91,0.93,36,38
event/45c0cdf3,event/e8f87fdf,CAUSES,causes,"The menacing act of growling likely frightened the speaker, triggering a fearful reaction that led them to plead in terror.",+,0.75,0.86,40,44
event/ecc70151,event/c5d3429e,CAUSES,enables,Lacking any prior image of his parents allows the narrator’s imagination to construct a mental picture of his father purely from the style of his handwriting.,+,0.79,0.82,7,9
event/de7309f3,event/6bcbdcf9,CAUSES,enables,"Carefully picking his way through the nettles and brambles allows him to eventually get over the obstacle despite his numbed, stiff legs.",+,0.78,0.82,145,149
event/227937ad,event/f94af1ef,CAUSES,causes,"The sight of the gibbet and chains evokes fear and horror in the observer, directly triggering the emotional reaction described as a terrible turn.",-,0.9,0.93,165,168
event/423ab7b1,event/e5493b52,CAUSES,causes,"His return and speaking initiates the interaction, prompting him to ask who Pip lives with, so the line about coming back precedes and leads to the question.",+,0.61,0.78,80,84
event/f54afb3c,event/f0234d7e,CAUSES,causes,Drawing the childish conclusion about the mother’s appearance leads the narrator to form and hold a particular belief for which they feel indebted.,+,0.64,0.7,11,15
event/45c0cdf3,event/5f8c72bd,CAUSES,causes,"The growl is an expression of anger or aggression that escalates the confrontation, leading into the physical act of seizing by the chin as part of the same aggressive response.",+,0.68,0.7,40,42
event/27ffcc24,event/d5f58d93,CAUSES,causes,"His sudden, forceful action flipping the narrator head over heels causes the church/scene to seem to spin and then 'come to itself' afterward.",-,0.78,0.83,54,55
event/7cb78de4,event/f0234d7e,CAUSES,causes,"The narrator’s experience with his brothers abandoning the struggle for a living leads him to form and hold a particular belief, for which he feels indebted to them.",+,0.7,0.7,12,15
event/5f8c72bd,event/e8f87fdf,CAUSES,causes,"Being physically grabbed by the chin is threatening and frightening, prompting the narrator to react by pleading in terror.",-,0.96,0.96,42,44
event/3811de1a,event/841cf743,CAUSES,causes,"Being tilted makes the speaker uncomfortable or off-balance, prompting the polite request to remain upright.",-,0.73,0.78,106,110
event/febe0b5b,event/fcb79fdd,CAUSES,enables,Starting (some movement or action) is a prerequisite that allows him to then look over his shoulder as a subsequent action.,0,0.63,0.66,72,75
event/b0e89038,event/62398135,CAUSES,causes,"Physical injuries and discomfort from being lamed by stones, cut, stung, and torn lead to impaired movement, resulting in limping.",-,0.98,0.97,36,37
event/1a149e64,event/b0329d72,CAUSES,causes,"The man’s limping movement draws attention; the unusual gait or motion likely attracts the cattle, causing them to lift their heads and watch him.",0,0.69,0.78,166,169
event/8ce5c4a7,event/9f500af1,CAUSES,causes,"Not seeing any signs of the person likely signals danger or abandonment, which directly triggers the narrator’s renewed fear.",+,0.73,0.8,173,174
event/60665bbf,event/84259fed,CAUSES,causes,"The remark about the listener’s fat cheeks prompts the man to respond with a mock-threatening comment about eating them, escalating the teasing tone.",+,0.71,0.86,61,65
event/ba1b6614,event/3a455736,CAUSES,enables,"Moving closer to the church wall and graveyard brings his injured ankle within reach of the dead, making it possible for them to grab and pull him in.",-,0.76,0.79,143,147
event/00fde77e,event/94c4575d,CAUSES,causes,"The man’s act of looking at the narrator precedes and likely motivates his decision to grab and flip the narrator, serving as the immediate trigger for the action.",0,0.69,0.84,50,51
event/7bbcdd91,event/5e660441,CAUSES,causes,His action of turning around makes it possible for the narrator to see him in the act of turning.,0,0.78,0.86,150,151
event/b0329d72,event/9559d7b8,CAUSES,causes,"The seeing of the cattle lifting their heads is simply the observer’s perception of that same action, so the cause phrase refers to the initiation of the cattle’s head-lifting and gazing behavior.",+,0.52,0.56,169,170
event/6bcbdcf9,event/7bbcdd91,CAUSES,enables,"Recovering from the numbing, stiffening effect allows him to move and act, which in turn enables him to turn around and look for the narrator.",0,0.78,0.86,149,150
event/b7195672,event/4ba672f6,CAUSES,causes,"Seeing him continue towards the river prompts the narrator to stop in order to watch him, making the observation a direct reaction to that movement.",+,0.79,0.86,155,158
event/ea1ddf0f,event/b1311c95,CAUSES,causes,"Pip’s terrified plea prompts the man to repeat his demand or threat, leading him to speak again (“Once more”). The fear-induced appeal elicits the man’s verbal response.",-,0.7,0.8,43,45
event/eb6fb3ed,event/27ffcc24,CAUSES,enables,Emptying his pockets suggests he is preparing for or enabling the subsequent tumbling or flipping motion that leads to seeing the steeple under his feet.,0,0.41,0.47,52,54
event/e3349793,event/47a8e791,CAUSES,causes,"The child’s shivers and beginning to cry provoke the threatening response, as the speaker reacts angrily to the noise or movement.",-,0.8,0.84,30,33
event/34c6f586,event/00fde77e,CAUSES,enables,The man’s act of staring at the narrator allows or sets up the subsequent moment of looking/observing described in the effect.,0,0.55,0.6,46,50
event/7cb78de4,event/416b8459,CAUSES,causes,"Observing his brothers’ extreme idleness and early abandonment of effort leads the narrator to form and maintain a humorous belief that they were born lazy and inactive, symbolized by lying on their backs with hands in their pockets.",-,0.86,0.9,12,14
event/94c4575d,event/27ffcc24,CAUSES,causes,"Turning the narrator upside down directly produces the experience of seeing the steeple beneath their feet, i.e., head over heels.",+,0.9,0.93,51,54
event/f67004bc,event/84259fed,CAUSES,enables,"Believing the children were fat makes the man think of them as edible, enabling his expressed desire or threat to eat them.",+,0.7,0.78,62,65
event/89cba537,event/2b289f3a,CAUSES,aggravates,"Being giddy suggests illness or instability, which likely worsens her condition and reduces her ability to attend more, rather than improving it.",-,0.6,0.6,108,111
event/67338777,event/52c51ef1,CAUSES,causes,"Hearing the speaker’s words apparently motivates or directs the young man to approach and attack ‘him,’ leading to the described violent action.",+,0.83,0.78,122,126
event/e6dfc058,event/fd5be405,CAUSES,causes,"The intense glare intimidates or frightens the person, leading to a physical reaction of fear or anxiety that makes his teeth chatter.",+,0.72,0.78,39,41
event/7cb78de4,event/1f4eff21,CAUSES,causes,Their early deaths in the struggle for a living led to the erection of five little stone lozenges as memorials on their grave.,-,0.9,0.9,12,13
event/62398135,event/e6dfc058,CAUSES,causes,"The limping indicates pain or injury, which plausibly motivates the character’s hostile reaction of glaring.",+,0.61,0.66,37,39
event/62398135,event/45c0cdf3,CAUSES,causes,"The limping likely indicates pain or injury, which in turn motivates or triggers the character to growl in discomfort or anger.",-,0.63,0.68,37,40
event/fcb79fdd,event/7a9a0fdc,CAUSES,causes,"Looking over his shoulder likely prompts the timid explanation, as the action indicates attention or concern, leading the speaker to point something out.",+,0.58,0.6,75,78
event/32e89fb9,event/d934d40f,CAUSES,causes,"The initial act of looking at his leg sets up or initiates the later repeated, darker looks at his leg and the narrator.",0,0.61,0.7,89,90
event/0daeeccf,event/ba1b6614,CAUSES,enables,"Hugging his shuddering body may stabilize or comfort him enough to move, facilitating his ability to limp toward the wall despite his condition.",+,0.56,0.64,141,143
