:START_ID,:END_ID,:TYPE,relationType,mechanism,weight,confidence,edge_supertype
event/66fc34c7,event/e4c5f423,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/e4a56992,event/62b63c50,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/e5572534,event/9b00234e,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/93c05b14,event/57e55826,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/07bbf168,event/7a3d4fee,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/de1a8729,event/9ab06416,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/a280a29c,event/6af5e7ea,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/b78061f6,event/d9cbea66,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/62ea91f0,event/b9220059,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/055fffa3,event/5cec012e,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/14052cb1,event/68b40d33,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/2c2f20ea,event/83ecf38d,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/9a35db59,event/046a4e23,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/70b83599,event/c20dd33c,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/d76c4cd9,event/94a27d1f,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/8cf9a5dd,event/64f72b34,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/013d637e,event/e25f481a,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/e5c121b2,event/a55a8a2f,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/9ae8a5fb,event/97b08577,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/cbf82d1a,event/9083580f,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/7380c82a,event/9676ce25,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/2fdd8294,event/d715f71a,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/969b94d7,event/5d43f648,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/f71124a8,event/cdf67b20,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/d2aeff96,event/d985f374,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/b2ea6ca8,event/1a28b855,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/a25f9729,event/efe9a3c5,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/207e9b25,event/c01cb2e1,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/5fcc89cd,event/7a9421fa,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/5fe9c9a8,event/cad7be12,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/0669e674,event/c9ca0d13,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/8b600feb,event/cc7b5c7f,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/ed91e41b,event/74a6c2fd,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/36b7befa,event/9be63677,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/297665c8,event/6e00e6a3,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/14f4eaff,event/73c98eb1,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/c01cb2e1,event/8e46df17,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/612be43f,event/9ff625cc,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/4f2654c1,event/df9c4d1c,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/1da316e6,event/b23043b6,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/7831536d,event/6d7fdc1d,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/b30543dd,event/ba1aba01,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/a33b2ed6,event/6a61d680,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/0326bccf,event/e18ac392,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/05d18070,event/faca6fc6,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/6d4f4185,event/5dc56e72,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/b1ba208b,event/fb369c31,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/e9685537,event/72b07fa7,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/bd5097e3,event/9e6745d2,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/5deac525,event/54438f4d,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/bc049a72,event/c0960d17,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/12ae56f5,event/9e2b6c56,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/52b1660e,event/ac825fdd,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/57209104,event/ec2e3ce2,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/3a7d1245,event/bb6387e4,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/63695b57,event/44d03f7f,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/8b55a2d7,event/c9f71809,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/b1006cce,event/bad94a2a,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/bb31c4ec,event/70b83599,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/b24b982b,event/f75fa847,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/112a789a,event/be1979ed,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/974386b9,event/3125e397,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/e25f481a,event/8269b09b,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/628b6c84,event/27c3691a,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/3e142cbb,event/0261653b,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/41c1b8c4,event/9132ae0b,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/b954dd3e,event/99781c65,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/c20dd33c,event/fdb9e17d,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/1558b7d8,event/b023e772,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/e92a3619,event/740ca966,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/1fda0cd3,event/2470bdd1,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/f2a13ed9,event/438b0690,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/e50b8b08,event/d1df3b99,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/0d906e2d,event/a24db292,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/e712d7c7,event/1405eff4,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/c07abdce,event/829c0c3c,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/4fdf9094,event/4fd6b809,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/a1f2acf7,event/42bdaa58,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/8449bfd9,event/299a255d,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/e8c5c082,event/85d395ae,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/a04e50fc,event/0ffbfab3,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/abbc2940,event/e0f6f48c,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/7598080e,event/449cbf69,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/b689e630,event/b32a8189,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/56a1f56b,event/764c2afd,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/5730f16d,event/b9bad2f2,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/279737da,event/9f400407,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/48d5976e,event/9d09913c,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/0ee180f0,event/93879c94,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/8269b09b,event/9676ce25,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/bf08ff55,event/3f90612e,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/6b1390b2,event/9fd6e46b,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/245bece7,event/6f079ff7,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/faca6fc6,event/79bc429e,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/7d77c566,event/f721a594,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/676a58ac,event/5c136eaf,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/16705fcd,event/5257fdba,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/c9e87955,event/956d4237,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/fa8e94bb,event/ebdaf4a1,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/5fa7b413,event/64188495,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/330410c4,event/cb6736b6,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/a3aec525,event/aec52960,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/cfb93200,event/f5aa4882,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/9cb4dfa1,event/686caf1b,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/c58d08c1,event/65501a0c,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/3eeed847,event/812591d1,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/b53ab002,event/9415c64f,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/75bfebbf,event/0e8916f2,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/462bee78,event/db9110c5,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/327dcbdb,event/48fc96ee,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/acfa9f84,event/a30022ee,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/630e977f,event/fec57118,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/62e13d93,event/9a7614a2,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/9feb77d0,event/51424498,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/250d4fb6,event/cc31f5e9,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/605398f2,event/7bf6ad94,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/1202554e,event/28c37aea,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
