:START_ID,:END_ID,:TYPE,weight
why_self-preservation/94cf8573,event/e9fb8bb5,MOTIVATES,1.0
why_fear/8332655c,event/dd32a2bc,MOTIVATES,1.0
why_distress/ef17f711,event/dd32a2bc,MOTIVATES,1.0
why_interrogation/a07adcb5,event/9d8e379e,MOTIVATES,1.0
why_compliance_under_threat/dd1c8a9a,event/7038d8e5,MOTIVATES,1.0
why_clarification/3b829323,event/7038d8e5,MOTIVATES,1.0
why_alarm/28697931,event/9c9b9b15,MOTIVATES,1.0
why_caution_against_being_seen_or/16db6d10,event/9c9b9b15,MOTIVATES,1.0
why_clarification/88d6f6e5,event/390241c8,MOTIVATES,1.0
why_compliance_under_threat/4bc3ad28,event/390241c8,MOTIVATES,1.0
why_resume_interrogation/b840bc74,event/94901495,MOTIVATES,1.0
why_interrogation/e07d62c2,event/890c4308,MOTIVATES,1.0
why_compliance_under_threat/95523dcf,event/a1ef9dc1,MOTIVATES,1.0
why_weighing_options/b4752b2b,event/7cedf3fe,MOTIVATES,1.0
why_planning_next_move/4027b7b0,event/7cedf3fe,MOTIVATES,1.0
why_interrogation/1ed22a50,event/dcdcdd80,MOTIVATES,1.0
why_coercion/023d1bef,event/dcdcdd80,MOTIVATES,1.0
why_threat/09c07203,event/dcdcdd80,MOTIVATES,1.0
why_compliance_under_threat/022140d7,event/83c900d5,MOTIVATES,1.0
why_provide_identifying_informatio/ebea0ff0,event/83c900d5,MOTIVATES,1.0
why_concern_about_leg-iron/f3c4c2e4,event/ad13512c,MOTIVATES,1.0
why_considering_escape_risk/d190bd29,event/ad13512c,MOTIVATES,1.0
why_intimidation/7232ed2d,event/77b1a1c8,MOTIVATES,1.0
why_coercion/3d79c2d1,event/77b1a1c8,MOTIVATES,1.0
why_coercion/5497ef67,event/7453fce7,MOTIVATES,1.0
why_set_up_demand_for_tools/957555a9,event/7453fce7,MOTIVATES,1.0
why_compliance_under_threat/87b1ec1d,event/e9faf8d3,MOTIVATES,1.0
why_coercion/412cb0de,event/8ad571ce,MOTIVATES,1.0
why_set_up_demand_for_food/f113e87d,event/8ad571ce,MOTIVATES,1.0
why_compliance_under_threat/b7968399,event/15c050ec,MOTIVATES,1.0
why_intimidation/d8c167ec,event/c74b6510,MOTIVATES,1.0
why_psychological_pressure/ee56289d,event/c74b6510,MOTIVATES,1.0
why_obtain_tool_to_remove_leg-iron/19250b4a,event/7276b786,MOTIVATES,1.0
why_coercion/7f9a72e2,event/7276b786,MOTIVATES,1.0
why_obtain_food/d1ae6de4,event/9fe14cf6,MOTIVATES,1.0
why_coercion/cf00293e,event/9fe14cf6,MOTIVATES,1.0
why_ensure_delivery/6e27abe2,event/64d69630,MOTIVATES,1.0
why_coercion/be9e41cc,event/64d69630,MOTIVATES,1.0
why_threat/40f3240b,event/b1f50201,MOTIVATES,1.0
why_enforce_compliance/15b24732,event/b1f50201,MOTIVATES,1.0
why_fear/642d3a91,event/3dbec860,MOTIVATES,1.0
why_dizziness/d18c5b0b,event/3dbec860,MOTIVATES,1.0
why_seek_stability/f1490aed,event/3dbec860,MOTIVATES,1.0
why_nausea_avoidance/03b3d16b,event/ee175aff,MOTIVATES,1.0
why_attempt_to_negotiate_under_dur/5dbb0be6,event/ee175aff,MOTIVATES,1.0
why_assert_dominance/1eaa2fed,event/45a36176,MOTIVATES,1.0
why_control/68bfe2f3,event/45a36176,MOTIVATES,1.0
why_partial_compliance_after_intim/b89bf644,event/45a36176,MOTIVATES,1.0
why_coercion/4ca985d0,event/44b20640,MOTIVATES,1.0
why_threatening_control/516ba70e,event/44b20640,MOTIVATES,1.0
why_intimidation/c357a024,event/588a95dd,MOTIVATES,1.0
why_survival_need/96a2c19d,event/588a95dd,MOTIVATES,1.0
why_secrecy/697728fb,event/588a95dd,MOTIVATES,1.0
why_intimidation/4582a82f,event/a67ac38f,MOTIVATES,1.0
why_coercion/311b519f,event/a67ac38f,MOTIVATES,1.0
why_psychological_intimidation/3ed9d3b0,event/9a536f3b,MOTIVATES,1.0
why_deception/047814e8,event/9a536f3b,MOTIVATES,1.0
why_leverage/10f625a8,event/add4c5e9,MOTIVATES,1.0
why_fear_inducement/e32e7548,event/add4c5e9,MOTIVATES,1.0
why_fear/27826cde,event/4775b85d,MOTIVATES,1.0
why_submission_under_duress/56b27db2,event/4775b85d,MOTIVATES,1.0
why_coercion/26663574,event/6db57233,MOTIVATES,1.0
why_ensuring_compliance/90b53176,event/6db57233,MOTIVATES,1.0
why_fear/b34a99b7,event/2ad4fe56,MOTIVATES,1.0
why_compulsion/77705774,event/2ad4fe56,MOTIVATES,1.0
why_transition_after_oath/2df664b4,event/84a18d11,MOTIVATES,1.0
why_maintaining_control/7d4e7bc3,event/84a18d11,MOTIVATES,1.0
why_reinforcing_threat/22790876,event/3f5d4b3b,MOTIVATES,1.0
why_commanding_obedience/d8c1dad7,event/3f5d4b3b,MOTIVATES,1.0
why_politeness_under_duress/f6bf6a4d,event/92e273df,MOTIVATES,1.0
why_fear/47062548,event/92e273df,MOTIVATES,1.0
why_impatience/80de2499,event/a17486f0,MOTIVATES,1.0
why_focus_on_escape/6d71a419,event/a17486f0,MOTIVATES,1.0
why_vigilance/dd1e7908,event/5006ab7a,MOTIVATES,1.0
why_fear_of_discovery/626c9f78,event/5006ab7a,MOTIVATES,1.0
why_desire_to_move_easily_in_the_m/77f6bbac,event/95b11012,MOTIVATES,1.0
why_discomfort_with_cold_and_wet/45f7e8ec,event/95b11012,MOTIVATES,1.0
why_cold/86cbc01a,event/4f57a0ac,MOTIVATES,1.0
why_pain/aa6201da,event/4f57a0ac,MOTIVATES,1.0
why_exhaustion/bba93661,event/4f57a0ac,MOTIVATES,1.0
why_childhood_fear/03fc86cf,event/b340f762,MOTIVATES,1.0
why_vivid_imagination/38a51cae,event/b340f762,MOTIVATES,1.0
why_escape/eca30f00,event/4dc48bd8,MOTIVATES,1.0
why_determination/8c795dcc,event/4dc48bd8,MOTIVATES,1.0
why_checking_compliance/cab3fa1c,event/50dadcb3,MOTIVATES,1.0
why_wariness/1ca51640,event/50dadcb3,MOTIVATES,1.0
why_fear/f4db9b6a,event/b3fdfdce,MOTIVATES,1.0
why_obedience_to_command/65c4e18e,event/b3fdfdce,MOTIVATES,1.0
why_anxious_vigilance/4a8b1b39,event/e1de3e0e,MOTIVATES,1.0
why_concern_and_fear/ac9c4e9e,event/e1de3e0e,MOTIVATES,1.0
why_abel_magwitch_moving_toward_th/3268a314,event/7e16c662,MOTIVATES,1.0
why_belief_that_abel_magwitch_was/308bba8d,event/86dc6e88,MOTIVATES,1.0
why_fear/547d1692,event/57051082,MOTIVATES,1.0
why_loneliness_and_fear_on_the_mar/4758063b,event/877d2488,MOTIVATES,1.0
why_concern_about_the_imagined_you/7651a92e,event/877d2488,MOTIVATES,1.0
why_fear/ac8dab23,event/d132ec92,MOTIVATES,1.0
why_anxious_vigilance/025480f2,event/2d6c99ac,MOTIVATES,1.0
why_concern_and_fear/1650008b,event/2d6c99ac,MOTIVATES,1.0
why_anxious_vigilance/8be7364b,event/3b1c047b,MOTIVATES,1.0
why_concern_and_fear/6374c7e3,event/3b1c047b,MOTIVATES,1.0
why_belief_that_abel_magwitch_was_a_resurrected_pirate/b1a108ca,event/b2a9c0ce,MOTIVATES,1.0
why_fear/ee242ff7,event/fccc78d8,MOTIVATES,1.0
