:ID,name,eventType,actionType,source_quote,causeWeight,confidence,sequence,chapter,time,location
event/ccf43dcb,Pip notices cattle feeding on the marshes,perception/recognition,notice,with scattered cattle feeding on it,0.9990000000000001,0.8995,36,1,At such a time,the marshes
event/a9fea55c,Pip recognizes the river beyond the marshes,perception/recognition,recognize,the low leaden line beyond was the river,0.9990000000000001,0.89,37,1,At such a time,low leaden line beyond the marshes / the river
event/7fa17e5a,Pip recognizes the sea as the source of the rushing wind,perception/recognition,recognize,the distant savage lair from which the wind was rushing was the sea,0.9990000000000001,0.9004,38,1,At such a time,distant savage lair / the sea
event/1f8721a8,Wind rushes from the sea toward the land,movement,rush,the wind was rushing,1.0,0.8035,39,1,At such a time,from the sea toward the churchyard and marshes
event/9a60efc6,Pip becomes afraid of the surroundings,emotion,fear,the small bundle of shivers growing afraid of it all,1.0,0.863,40,1,At such a time,churchyard and surrounding landscape
event/e613704d,Pip begins to cry from fear,emotion,fear,the small bundle of shivers ... beginning to cry,1.0,0.8861,41,1,At such a time,churchyard
event/cf6c2d53,Pip recognizes his own identity as Pip,perception/recognition,realize,the small bundle of shivers ... was Pip,1.0,0.8823,42,1,At such a time,churchyard
event/032fd5e9,Unnamed man rises from among the graves,movement,rise,a man started up from among the graves at the side of the church porch,1.0,0.8864,43,1,as the scene begins,among the graves at the side of the church porch
event/b09d9373,Unnamed man shouts at the child to be quiet,communication,shout,“Hold your noise!” cried a terrible voice,1.0,0.8592,44,1,immediately after rising,among the graves at the side of the church porch
event/7dd38f4e,Unnamed man orders the child to keep still,communication,threaten,"“Keep still, you little devil",0.9990000000000001,0.8336,45,1,immediately after shouting,among the graves at the side of the church porch
event/5a821c7c,Unnamed man threatens to cut the child’s throat,conflict,threaten,or I’ll cut your throat!,1.0,0.8702,46,1,immediately after ordering stillness,among the graves at the side of the church porch
event/f5faa3d3,Unnamed child experiences fear in response to the threat,emotion,fear,cried a terrible voice... or I’ll cut your throat!,1.0,0.7571,47,1,during and after the man’s threat,by the graves at the side of the church porch
event/c253bc8e,Fearful man exists in rough grey clothing with iron on leg,other,exist,"A fearful man, all in coarse grey, with a great iron on his leg.",1.0,0.9258,48,1,,by the graves at the side of the church porch
event/4792c1d9,"Fearful man lacks hat, has broken shoes, rag around head",other,be,"A man with no hat, and with broken shoes, and with an old rag tied round his head.",1.0,0.8969,49,1,,by the graves at the side of the church porch
event/5fe31df8,Fearful man has been soaked in water,other,soak,A man who had been soaked in water,1.0,0.8902,50,1,prior to described moment,by the graves at the side of the church porch
event/a9e81f24,Fearful man has been smothered in mud,other,cover,and smothered in mud,1.0,0.8479,51,1,prior to described moment,by the graves at the side of the church porch
event/f07fa169,Fearful man has been lamed by stones,other,injure,and lamed by stones,1.0,0.8492,52,1,prior to described moment,by the graves at the side of the church porch
event/5d4b951f,Fearful man has been cut by flints,other,injure,and cut by flints,1.0,0.8618,53,1,prior to described moment,by the graves at the side of the church porch
event/c880de81,Fearful man has been stung by nettles,other,sting,and stung by nettles,1.0,0.8671,54,1,prior to described moment,by the graves at the side of the church porch
event/79bf7b2d,Fearful man has been torn by briars,other,tear,and torn by briars,1.0,0.8381,55,1,prior to described moment,by the graves at the side of the church porch
event/f1a87740,Fearful man limps,movement,limp,who limped,1.0,0.8593,56,1,present moment of description,by the graves at the side of the church porch
event/79fe269c,Fearful man shivers,emotion,shiver,and shivered,1.0,0.8386,57,1,present moment of description,by the graves at the side of the church porch
event/93dddec1,Fearful man glares,perception/recognition,glare,and glared,1.0,0.8001,58,1,present moment of description,by the graves at the side of the church porch
event/a1b25186,Fearful man growls,communication,growl,and growled,1.0,0.8216,59,1,present moment of description,by the graves at the side of the church porch
event/b4927701,Fearful man's teeth chatter,emotion,chatter,and whose teeth chattered in his head,1.0,0.848,60,1,present moment of description,by the graves at the side of the church porch
event/0565a6a5,Fearful man seizes narrator by the chin,conflict,seize,as he seized me by the chin.,1.0,0.8479,61,1,present moment of description,by the graves at the side of the church porch
event/b7ecdd5c,Narrator pleads for life,communication,plead,"“Oh! Don’t cut my throat, sir,” I pleaded in terror.",1.0,0.8835,62,1,present of the scene,unspecified location
event/c94c2df1,Narrator experiences terror,emotion,fear,I pleaded in terror.,1.0,0.8856,63,1,present of the scene,unspecified location
event/c6c8ceae,Narrator repeats plea not to be killed,communication,beg,"“Pray don’t do it, sir.”",1.0,0.8557,64,1,immediately after first plea,unspecified location
event/e772fd58,Unnamed man orders narrator to repeat action,communication,command,"“Once more,” said the man, staring at me.",1.0,0.8425,65,1,"once more (implied immediate present, repeated moment)",unspecified location
event/49cd452c,Unnamed man stares at narrator,perception/recognition,stare,"said the man, staring at me.",0.9990000000000001,0.8925,66,1,simultaneous with spoken command,unspecified location
event/892c4635,Unnamed man demands narrator to 'give it mouth',communication,demand,“Give it mouth!”,0.9990000000000001,0.8999,67,1,immediately after first command,unspecified location
event/47875a24,Unidentified man orders unidentified person to show residence,communication,command,"“Show us where you live,” said the man.",1.0,0.851,68,1,present moment of dialogue,unspecified location
event/55845a85,Unidentified man reinforces command by telling person to point out place,communication,command,“Pint out the place!”,1.0,0.8215,69,1,immediately after first command,unspecified location
event/2e25ef62,Narrator points toward village location,movement,point,"I pointed to where our village lay, on the flat in-shore among the alder-trees and pollards, a mile or more from the church.",1.0,0.8832,70,1,unspecified present/past of narration,"near the flat in-shore among the alder-trees and pollards, a mile or more from the church"
event/d5495186,Narrator’s village is situated on the flat in-shore,other,be located,"where our village lay, on the flat in-shore among the alder-trees and pollards, a mile or more from the church.",1.0,0.85,71,1,"general, habitual time","on the flat in-shore among the alder-trees and pollards, a mile or more from the church"
event/aeac5b9e,The man inspects Pip,perception/recognition,watch,"The man, after looking at me for a moment",1.0,0.8407,72,1,for a moment,churchyard (implied)
event/31c4578d,The man turns Pip upside down and empties his pockets,conflict,rob,"turned me upside down, and emptied my pockets.",1.0,0.8775,73,1,immediately after looking at Pip,churchyard (implied)
event/72257c4f,Discovery that Pip has only a piece of bread,perception/recognition,discover,There was nothing in them but a piece of bread.,1.0,0.8705,74,1,immediately after pockets are emptied,churchyard (implied)
event/0112794e,Pip experiences disorientation from being violently handled,emotion,feel,for he was so sudden and strong that he made it go head over heels before me,1.0,0.7935,75,1,during and just after the man’s sudden action,churchyard near the church
event/c2a1d549,Pip perceives the church as overturning around him,perception/recognition,perceive,and I saw the steeple under my feet,1.0,0.8079,76,1,while Pip is being upended,churchyard by the church
event/73b9674c,Pip’s perception returns to normal after the disorientation,perception/recognition,recover,When the church came to itself,1.0,0.756,77,1,when the church came to itself,churchyard by the church
event/d071cc31,Pip is seated on a high tombstone,movement,sit,I was seated on a high tombstone,1.0,0.8535,78,1,after the church ‘came to itself’,on a high tombstone
event/9625ea32,Pip trembles in fear while watching the man eat,emotion,fear,trembling while he ate the bread ravenously.,1.0,0.8992,79,1,while the man eats the bread,on a high tombstone in the churchyard
event/d091b6db,The man eats the bread ravenously,other,eat,while he ate the bread ravenously.,1.0,0.9345,80,1,after taking the bread from Pip,churchyard near the tombstone
event/550dc32f,The man speaks insultingly to the young person,communication,say,"“You young dog,” said the man, licking his lips, “what fat cheeks you ha’ got.”",1.0,0.8275,81,1,,churchyard near the tombstone
event/014ea30c,The man licks his lips,other,lick,"said the man, licking his lips",1.0,0.8426,82,1,,churchyard near the tombstone
event/3af67ad0,The man comments on the young person’s fat cheeks,perception/recognition,notice,“what fat cheeks you ha’ got.”,1.0,0.8497,83,1,,churchyard near the tombstone
event/781fd3ce,Narrator believes the people were fat,perception/recognition,believe,I believe they were fat,1.0,0.8158,84,1,that time,churchyard near the tombstone
event/ad480de9,Narrator is undersized for age,other,be,I was at that time undersized for my years,1.0,0.8176,85,1,at that time,churchyard near the tombstone
event/da2afb0b,Narrator is not strong,other,be,and not strong,1.0,0.8476,86,1,at that time,churchyard near the tombstone
event/5cbbe848,Man verbally threatens to eat unspecified targets,communication,threaten,"“Darn me if I couldn’t eat ’em,” said the man, with a threatening shake of his head",1.0,0.8121,87,1,,churchyard near the tombstone
event/35d78366,Man feels inclination to carry out the threat,emotion,desire,“and if I han’t half a mind to’t!”,1.0,0.7233,88,1,,churchyard near the tombstone
event/044a7183,Man shakes head threateningly,other,gesture,"said the man, with a threatening shake of his head",1.0,0.8881,89,1,,churchyard near the tombstone
event/02fda07c,Narrator expresses hope that unnamed male person will not do something,communication,express,I earnestly expressed my hope that he wouldn’t,1.0,0.8379,90,1,present of narration,at the tombstone
event/17f5593c,Narrator grips tombstone to stay seated and avoid falling,movement,hold,"and held tighter to the tombstone on which he had put me; partly, to keep myself upon it",1.0,0.9012,91,1,present of narration,on the tombstone
event/0ed59ba4,Narrator restrains self from crying,emotion,restrain,"partly, to keep myself from crying",1.0,0.8867,92,1,present of narration,at the tombstone
event/3eab0391,Unnamed man previously places Narrator on tombstone,movement,place,the tombstone on which he had put me,1.0,0.8727,93,1,earlier before present moment,on the tombstone
event/1ba644c3,The man vocally commands attention,communication,say,“Now lookee here!” said the man.,1.0,0.7752,94,1,,on the tombstone
event/0323a011,The man asks for the location of the child’s mother,communication,demand,“Where’s your mother?”,1.0,0.836,95,1,,on the tombstone
event/e2dcd2e5,Man reacts and starts moving,movement,start,He started,1.0,0.7811,96,1,,on the tombstone
event/8f63450f,Man makes short run,movement,run,made a short run,1.0,0.8695,97,1,,on the tombstone
event/370a69c5,Man stops running,movement,stop,and stopped,1.0,0.8172,98,1,,on the tombstone
event/046e22d3,Man looks over his shoulder,perception/recognition,watch,and looked over his shoulder,1.0,0.8786,99,1,,on the tombstone
event/4811dfc9,Narrator timidly explains information,communication,explain,"“There, sir!” I timidly explained.",1.0,0.8892,100,1,present moment of dialogue,unspecified immediate setting
event/3e8c3e26,Narrator identifies Georgiana as mother,communication,identify,“Also Georgiana. That’s my mother.”,1.0,0.9447,101,1,present moment of dialogue,unspecified immediate setting
event/a750b912,Narrator experiences timidity,emotion,feel,I timidly explained.,1.0,0.848,102,1,simultaneous with explanation,unspecified immediate setting
event/52cd4496,Man returns to speaker,movement,return,"""Oh!"" said he, coming back.",0.9990000000000001,0.8524,103,1,present moment of dialogue,(unspecified immediate scene)
event/ea61b845,Man exclaims 'Oh!',communication,exclaim,"""Oh!"" said he, coming back.",1.0,0.8638,104,1,present moment of dialogue,(unspecified immediate scene)
event/06889e4b,Man speaks to child asking if the man is the child's father near the child's mother,communication,demand,"""And is that your father alonger your mother?""",0.9990000000000001,0.8898,105,1,present moment of dialogue,(unspecified immediate scene)
event/bfce7e4b,Unnamed narrator verbally agrees,communication,say,"“Yes, sir,” said I; “him too; late of this parish.”",0.9990000000000001,0.8125,106,1,present moment of dialogue,unspecified location
event/5986fb75,Unnamed narrator confirms inclusion of another man,communication,affirm,“him too; late of this parish.”,1.0,0.7954,107,1,present moment of dialogue,unspecified location
event/84b058c6,Unknown man mutters exclamation,communication,mutter,"“Ha!” he muttered then, considering.",1.0,0.8212,108,1,then,unspecified outdoor location
event/0ec3aab2,Unknown man thinks/considers,perception/recognition,consider,"he muttered then, considering.",1.0,0.8306,109,1,then,unspecified outdoor location
event/9f2522d5,Unknown man questions child about living arrangements,communication,demand,"“Who d’ye live with,—supposin’ you’re kindly let to live…?”",1.0,0.8598,110,1,immediately after muttering,unspecified outdoor location
event/d554989c,Unknown man implies threat to child’s life,conflict,threaten,"“supposin’ you’re kindly let to live, which I han’t made up my mind about?”",1.0,0.8389,111,1,during the question,unspecified outdoor location
event/bd0364f5,Unknown man has not decided child’s fate,emotion,be undecided,“which I han’t made up my mind about”,1.0,0.8048,112,1,at the moment of speaking,unspecified outdoor location
event/a0b42891,Pip states his sister's identity,communication,introduce,"“My sister, sir,—Mrs. Joe Gargery,—wife of Joe Gargery, the blacksmith, sir.”",0.9990000000000001,0.8019,113,1,,unspecified outdoor location
event/b7712f4b,Man speaks about blacksmith,communication,say,"“Blacksmith, eh?” said he.",1.0,0.815,114,1,,unspecified outdoor location
event/9ed4ce61,Man looks down at his leg,perception/recognition,watch,And looked down at his leg.,1.0,0.8401,115,1,,unspecified outdoor location
event/7ea059e2,Unidentified man gives dark looks at his leg and at Pip multiple times,perception/recognition,watch,After darkly looking at his leg and me several times,1.0,0.8563,116,1,after darkly looking at his leg and Pip several times,near Pip's tombstone
event/fe76c525,Unidentified man moves closer to Pip's tombstone,movement,approach,he came closer to my tombstone,0.9990000000000001,0.8565,117,1,after looking several times,Pip's tombstone
event/0386c213,Unidentified man seizes Pip by both arms,conflict,grab,took me by both arms,1.0,0.8376,118,1,as he comes closer,by Pip's tombstone
event/c21e0251,Unidentified man tilts Pip backwards and holds him,conflict,tilt,tilted me back as far as he could hold me,1.0,0.8645,119,1,immediately after grabbing Pip,by Pip's tombstone
event/9e5533be,Unidentified man looks powerfully down into Pip's eyes,perception/recognition,stare,so that his eyes looked most powerfully down into mine,1.0,0.8702,120,1,while holding Pip tilted back,by Pip's tombstone
event/3968d2d0,Pip looks helplessly up into the unidentified man's eyes,perception/recognition,watch,and mine looked most helplessly up into his,1.0,0.8567,121,1,while being held and tilted back,by Pip's tombstone
event/1207052e,Pip experiences a feeling of helplessness under the man's gaze,emotion,feel,and mine looked most helplessly up into his,1.0,0.8506,122,1,during the intense eye contact,by Pip's tombstone
event/aace4881,Unidentified man poses life-or-death question,communication,demand,"“Now lookee here,” he said, “the question being whether you’re to be let to live.""",1.0,0.8058,123,1,,by Pip's tombstone
event/93f9b7e7,Unidentified man implies threat to interlocutor's life,conflict,threaten,"“the question being whether you’re to be let to live.""",1.0,0.7686,124,1,,by Pip's tombstone
event/0ceaec56,Unidentified man asks if interlocutor knows what a file is,communication,demand,"""You know what a file is?”""",1.0,0.8663,125,1,,by Pip's tombstone
event/2d88fd16,Unnamed man tilts narrator further after each question,movement,tilt,After each question he tilted me over a little more,1.0,0.8338,126,1,,by Pip's tombstone
event/fb7d7a29,Narrator experiences increased sense of helplessness and danger,emotion,feel,so as to give me a greater sense of helplessness and danger,1.0,0.8669,127,1,,by Pip's tombstone
event/d6346879,Abel Magwitch orders Pip to get a file,communication,order,“You get me a file.”,1.0,0.8586,128,1,immediately present,unspecified outdoor location near the marshes
event/c32958ab,Abel Magwitch physically tilts Pip after first demand,conflict,manhandle,He tilted me again.,1.0,0.8434,129,1,immediately after demanding a file,unspecified outdoor location near the marshes
event/27b5879d,Abel Magwitch orders Pip to get food,communication,order,“And you get me wittles.”,1.0,0.8228,130,1,immediately present,unspecified outdoor location near the marshes
event/2255dde2,Abel Magwitch physically tilts Pip after second demand,conflict,manhandle,He tilted me again.,1.0,0.8452,131,1,immediately after demanding wittles,unspecified outdoor location near the marshes
event/2338d454,Abel Magwitch orders Pip to bring both the file and food to him,communication,order,“You bring ’em both to me.”,1.0,0.8369,132,1,immediately present,unspecified outdoor location near the marshes
event/c867e7a6,Abel Magwitch physically tilts Pip after ordering him to bring both items,conflict,manhandle,He tilted me again.,1.0,0.8584,133,1,immediately after ordering Pip to bring both items,unspecified outdoor location near the marshes
event/9c21504f,Abel Magwitch threatens to cut out Pip’s heart and liver,communication,threaten,“Or I’ll have your heart and liver out.”,1.0,0.8738,134,1,conditioned on Pip’s possible disobedience (future),unspecified outdoor location near the marshes
event/5b645e81,Abel Magwitch physically tilts Pip after issuing the lethal threat,conflict,manhandle,He tilted me again.,1.0,0.8461,135,1,immediately after threatening Pip,unspecified outdoor location near the marshes
event/d5e57294,Pip experiences fear under Abel Magwitch’s threats and handling,emotion,fear,“Or I’ll have your heart and liver out.”,1.0,0.7657,136,1,throughout the exchange,unspecified outdoor location near the marshes
event/d5edad9c,Narrator feels dreadfully frightened,emotion,fear,I was dreadfully frightened,1.0,0.8565,137,1,,unspecified outdoor location near the marshes
event/81bf9506,Narrator feels giddy,emotion,dizziness,and so giddy,1.0,0.8455,138,1,,unspecified outdoor location near the marshes
event/a723aebe,Narrator clings to man for support,movement,cling,I clung to him with both hands,1.0,0.8278,139,1,,unspecified outdoor location near the marshes
event/dcc2b5fc,Narrator politely asks man to let narrator keep upright,communication,request,"If you would kindly please to let me keep upright, sir",1.0,0.8582,140,1,,unspecified outdoor location near the marshes
event/0efdb3a7,Narrator expresses concern about becoming sick,emotion,worry,perhaps I shouldn’t be sick,1.0,0.8178,141,1,,unspecified outdoor location near the marshes
event/8bd5276b,Narrator expresses desire to attend more,emotion,intend,and perhaps I could attend more,1.0,0.8088,142,1,,unspecified outdoor location near the marshes
event/a52da486,Unidentified man dips and rolls Pip,conflict,manhandle,"He gave me a most tremendous dip and roll, so that the church jumped over its own weathercock.",1.0,0.8518,143,1,then,"near the church, on the stone"
event/bc1f95cd,Pip perceives surroundings violently disturbed,perception/recognition,perceive,so that the church jumped over its own weathercock.,1.0,0.7867,144,1,during the dip and roll,near the church
event/c60ae58c,Unidentified man holds Pip upright on stone,conflict,restrain,"Then, he held me by the arms, in an upright position on the top of the stone,",1.0,0.8763,145,1,Then,on the top of the stone
event/85b1245a,Unidentified man continues speaking fearfully to Pip,communication,speak,and went on in these fearful terms—,1.0,0.8463,146,1,"then, after holding Pip upright",on the top of the stone
event/afa510f7,Abel Magwitch orders Pip to bring file and food,communication,order,"You bring me, to-morrow morning early, that file and them wittles.",1.0,0.8529,147,1,to-morrow morning early (future),unspecified outdoor location near the old Battery
event/98ba2da3,Abel Magwitch specifies delivery location,communication,instruct,"You bring the lot to me, at that old Battery over yonder.",1.0,0.7989,148,1,to-morrow morning early (future),near the old Battery
event/16234515,Abel Magwitch forbids Pip from speaking or signaling about him,communication,forbid,"you never dare to say a word or dare to make a sign concerning your having seen such a person as me, or any person sumever",1.0,0.8277,149,1,present extending into future,unspecified outdoor location near the old Battery
event/fce00bd5,Abel Magwitch promises to let Pip live if he obeys,communication,promise,"You do it, and you shall be let to live.",1.0,0.8135,150,1,future conditional,unspecified outdoor location near the old Battery
event/39cca72f,"Abel Magwitch threatens to tear out, roast, and eat Pip’s organs if he disobeys",conflict,threaten,"You fail... and your heart and your liver shall be tore out, roasted, and ate.",1.0,0.8771,151,1,future conditional,unspecified outdoor location near the old Battery
event/17ae3314,Abel Magwitch warns Pip against deviating from his instructions in any detail,communication,threaten,"You fail, or you go from my words in any partickler, no matter how small it is",1.0,0.8019,152,1,future conditional,unspecified outdoor location near the old Battery
event/9740e994,Abel Magwitch claims he is not alone,communication,assert,"Now, I ain’t alone, as you may think I am.",1.0,0.8605,153,1,present,unspecified outdoor location near the old Battery
event/27b101c5,Abel Magwitch states that a young man is hidden with him,communication,inform,There’s a young man hid with me,1.0,0.8715,154,1,present,near the old Battery (implied hiding place)
event/aa32a7f6,Abel Magwitch compares himself favorably to the young man,communication,compare,in comparison with which young man I am a Angel.,1.0,0.8415,155,1,present,unspecified outdoor location near the old Battery
event/9305d5f7,Abel Magwitch asserts that the young man hears his words,communication,assert,That young man hears the words I speak.,1.0,0.9008,156,1,present,near the old Battery (implied hiding place)
event/7eacfde9,Pip experiences fear under Abel Magwitch’s threats (implicit),emotion,fear,"You fail... and your heart and your liver shall be tore out, roasted, and ate.",1.0,0.7796,157,1,present during the conversation,unspecified outdoor location near the old Battery
event/c518e17e,Description of young man's special way of reaching a boy emotionally and physically,other,have_method,"That young man has a secret way pecooliar to himself, of getting at a boy, and at his heart, and at his liver.",1.0,0.8587,158,1,,unspecified outdoor location near the old Battery
event/5eea2ba6,Assertion that it is futile for a boy to hide from the young man,other,be_futile,It is in wain for a boy to attempt to hide himself from that young man.,1.0,0.8668,159,1,,unspecified outdoor location near the old Battery
event/398e1ad6,Boy hides by locking door,movement,lock,A boy may lock his door,1.0,0.9304,160,1,,at his door
event/84b3e256,Boy lies warm in bed,other,lie,may be warm in bed,1.0,0.8701,161,1,,in bed
event/3eeda89f,Boy tucks himself up in bed,movement,tuck,may tuck himself up,1.0,0.8607,162,1,,in bed
event/20d242ed,Boy covers his head with clothes,movement,cover,may draw the clothes over his head,1.0,0.8681,163,1,,in bed
event/a108f4e7,Boy believes he is comfortable and safe,emotion,believe,may think himself comfortable and safe,1.0,0.909,164,1,,in bed
event/fc04436e,Young man stealthily approaches the boy,movement,creep,that young man will softly creep and creep his way to him,1.0,0.8864,165,1,,towards the boy's bed/room
event/850abc44,Young man tears the boy open,conflict,tear,and tear him open.,1.0,0.8541,166,1,,at the boy's bed/room
event/53e0ff1d,Narrator protects the boy from the young man,assistance,protect,I am a keeping that young man from harming of you at the present moment,1.0,0.8724,167,1,at the present moment,at the present moment
event/42dab3ad,Narrator struggles to hold the young man off boy's inside,assistance,struggle,I find it wery hard to hold that young man off of your inside.,1.0,0.8612,168,1,at the present moment,at the present moment
event/1109de6b,Narrator communicates difficulty of restraining the young man,communication,state,with great difficulty. I find it wery hard to hold that young man off of your inside.,1.0,0.8308,169,1,at the present moment,at the present moment
event/fc8b1651,Narrator asks the boy for a response,communication,demand,"Now, what do you say?",1.0,0.7888,170,1,after describing the threat and protection,at the present moment
