:ID,factor
why_roger_previously_died_and_was_/b3b37f0a,Roger previously died and was buried
why_pip_observes_the_dark_flat_wil/fc5739e9,Pip observes the dark flat wilderness intersected with dikes and mounds and gates
why_pip_has_contextual_knowledge_o/1cd737be,Pip has contextual knowledge of local geography (marshes)
why_pip_visually_surveys_the_marsh/aeeee239,Pip visually surveys the marsh landscape
why_cattle_are_present_and_feeding/91786b98,Cattle are present and feeding on the marshes
why_pip_sees_the_low_leaden_line_b/39fa6379,Pip sees the low leaden line beyond the marshes
why_pip_has_knowledge_that_such_a_/c958ef33,Pip has knowledge that such a line signifies the river
why_pip_notices_the_distant_savage/5ecdc2a5,Pip notices the distant savage lair from which the wind is rushing
why_pip_knows_that_the_sea_lies_in/b13b1003,Pip knows that the sea lies in that direction and produces such wind
why_weather_conditions_create_stro/816bf9f5,Weather conditions create strong wind over the sea
why_the_landscape_allows_the_wind_/51f5e028,The landscape allows the wind to rush across it
why_bleak_churchyard_overgrown_wit/1cfdf70e,Bleak churchyard overgrown with nettles and graves
why_dark_flat_wilderness_of_marshe/136843f5,"Dark flat wilderness of marshes, distant river, and savage sea"
why_wind_rushing_from_the_distant_/9e2ee562,Wind rushing from the distant sea
why_pip_grows_afraid_of_the_bleak_/345c8e6a,Pip grows afraid of the bleak and savage surroundings
"why_pip_is_a_small,_vulnerable_chi/a230b422","Pip is a small, vulnerable child in a frightening environment"
why_pip_reflects_on_himself_while_/9b7b4eae,Pip reflects on himself while afraid and crying
why_narrative_self-awareness_of_hi/e30210f2,Narrative self-awareness of his childhood identity
why_unnamed_man_reacts_to_the_pres/ffb095b9,Unnamed man reacts to the presence and/or noise of a child near the graves
why_unnamed_man_is_likely_hiding_o/2b803bf5,Unnamed man is likely hiding or lying down among the graves before being disturbed
why_unnamed_man_does_not_want_nois/2f7192c5,"Unnamed man does not want noise, possibly to avoid detection or out of anger"
why_the_child_is_making_or_has_mad/87e77250,The child is making or has made some noise that disturbs the man
why_unnamed_man_wants_to_control_t/7bf6a759,Unnamed man wants to control the child’s movements and silence
why_unnamed_man_is_in_a_highly_agg/7e6022d3,"Unnamed man is in a highly aggressive, possibly desperate state"
why_unnamed_man_uses_violent_threa/39870c74,Unnamed man uses violent threat to coerce obedience and silence from the child
"why_unnamed_man’s_rough,_criminal_/858689f4","Unnamed man’s rough, criminal or desperate character leads him to use extreme intimidation"
why_the_man_rises_suddenly_from_am/b133064e,"The man rises suddenly from among the graves, shouting with a terrible voice"
why_the_man_explicitly_threatens_t/d534f739,The man explicitly threatens to cut the child’s throat
why_description_introduces_the_fea/2a1209a9,Description introduces the fearful man's physical appearance and condition
why_narrative_further_details_the_/5136fb9c,Narrative further details the man's impoverished state through his clothing
why_backstory_of_recent_physical_e/9753c251,Backstory of recent physical exposure to water indicates hardship or escape
why_indicates_he_has_fallen_or_cra/38451cba,Indicates he has fallen or crawled through muddy terrain
why_describes_injuries_to_his_legs/6710af77,Describes injuries to his legs/feet from rough ground
why_shows_additional_physical_dama/0a80116a,Shows additional physical damage from sharp stones
why_indicates_painful_contact_with/94d4a3bf,Indicates painful contact with wild vegetation
why_suggests_he_forced_his_way_thr/aef91fe4,Suggests he forced his way through thorny undergrowth
"why_his_injuries_from_stones,_flin/264f0933","His injuries from stones, flints, and briars impair his walking"
why_accumulated_physical_hardships/00314054,Accumulated physical hardships described earlier
why_exposure_to_water_and_cold_imp/60a65a76,Exposure to water and cold implied by being soaked and muddy
"why_his_fearful,_threatening_demea/5ad59744","His fearful, threatening demeanor toward the observer"
why_animal-like_vocalization_expre/064bb0b8,Animal-like vocalization expresses aggression or threat
"why_cold,_fear,_or_physical_shock_/d925d14a","Cold, fear, or physical shock cause involuntary teeth chattering"
why_previous_soaking_and_exposure_/a22afe0a,Previous soaking and exposure contribute to his physical state
why_fearful_man_attempts_to_contro/07b51f17,Fearful man attempts to control or intimidate the narrator physically
"why_fearful_man's_desperate,_injur/ad954e32","Fearful man's desperate, injured, and threatening condition"
why_narrator_believes_the_unidenti/71a3d474,Narrator believes the unidentified man is about to cut Narrator's throat
why_narrator_experiences_intense_f/67c25e0b,Narrator experiences intense fear of death or serious harm
why_unidentified_man_appears_threa/644c70dc,Unidentified man appears threatening enough that throat-cutting seems possible
why_narrator_wants_to_reinforce_th/7fbe8499,Narrator wants to reinforce the request for mercy
why_continuing_fear_that_the_unide/da19f021,Continuing fear that the unidentified man will cut Narrator's throat
why_unnamed_man_wants_the_narrator/a28c0d9d,Unnamed man wants the narrator to do something again
why_power_imbalance_or_intimidatio/58b91f3f,Power imbalance or intimidation between unnamed man and narrator
why_unnamed_man_is_focused_on_narr/9f98358b,Unnamed man is focused on narrator while commanding
why_stare_used_to_intimidate_or_pr/8f07e407,Stare used to intimidate or pressure narrator
why_unnamed_man_wants_narrator_to_/72aaffed,Unnamed man wants narrator to speak loudly or forcefully
why_ongoing_attempt_to_control_nar/643aa6a8,Ongoing attempt to control narrator’s behavior
why_man_wants_to_know_where_the_un/8df80636,Man wants to know where the unidentified person lives
why_man_likely_holds_power_or_auth/1e5dd24e,Man likely holds power or authority in the interaction
why_man_wants_the_person_to_indica/ffeb1b25,Man wants the person to indicate the exact location of their home
why_man_is_emphasizing_or_intensif/a4e30150,Man is emphasizing or intensifying his earlier demand
why_narrator_wants_to_indicate_whe/7edcb97c,Narrator wants to indicate where the village lies
why_narrator_is_describing_the_set/187b6043,Narrator is describing the setting to a listener/reader
why_narrator_is_describing_the_fix/ec9166d7,Narrator is describing the fixed geographical state of the village
why_the_man_is_engaging_with_pip_a/a5d7bc29,the man is engaging with Pip after confronting him earlier
why_the_man_wants_to_find_food_or_/6e6e325b,the man wants to find food or valuables on Pip
why_the_man_is_desperate_and_needy/e5a62a62,the man is desperate and needy (earlier context of him being a convict)
why_the_man_searches_pip’s_pockets/07f67e98,the man searches Pip’s pockets
why_the_man_turns_pip_upside_down_/0ccedd1b,the man turns Pip upside down suddenly and forcefully
why_pip’s_altered_physical_orienta/00b14a62,Pip’s altered physical orientation causes visual confusion
why_the_man_has_stopped_turning_pi/b63d5b74,the man has stopped turning Pip and the moment passes
why_the_man_has_finished_searching/7634254c,"the man has finished searching Pip and positions him, or Pip ends up seated after the struggle"
why_the_man’s_violence_and_threate/769c89e2,the man’s violence and threatening presence
why_pip_is_a_frightened_child_alon/a6913764,Pip is a frightened child alone in a graveyard with a desperate man
why_the_man_is_extremely_hungry/66a4db8e,the man is extremely hungry
why_the_man_wants_to_address_or_in/79d6a2bc,the man wants to address or intimidate the young person
why_the_man_may_be_hungry_or_empha/1ba59f74,the man may be hungry or emphasizing his speech
why_the_man_visually_observes_the_/235c3fcd,the man visually observes the young person’s cheeks
why_narrator_is_reflecting_back_on/8e308aa7,Narrator is reflecting back on earlier observations of the people
why_narrator_is_describing_physica/011a0ca0,Narrator is describing physical condition in youth
why_narrator_reports_general_weakn/c166218d,Narrator reports general weakness during that period
why_the_man_feels_aggressive_or_de/25e65e58,"the man feels aggressive or desperate (e.g., hunger, menace)"
why_the_man_is_in_a_heightened_emo/b43035b1,"the man is in a heightened emotional state (anger, hunger, or menace)"
why_the_man_wants_to_intensify_or_/8bb8b858,the man wants to intensify or underscore his verbal threat
why_narrator_fears_or_strongly_wis/a06eb7f3,Narrator fears or strongly wishes to avoid the unnamed man's anticipated action
why_power_imbalance_or_threat_impl/5d574b1b,Power imbalance or threat implied by the man having previously placed the Narrator on the tombstone
why_narrator_wants_to_keep_themsel/692dfa06,Narrator wants to keep themself upon the tombstone
why_physical_precariousness_from_b/28fb0a88,Physical precariousness from being put on the tombstone by the unnamed man
why_narrator_feels_an_impulse_to_c/f1713334,Narrator feels an impulse to cry
why_presence_and_possible_threat_o/7656da2e,Presence and possible threat or authority of the unnamed man makes crying undesirable or unsafe
why_unnamed_man_exerts_control_ove/f92306bd,Unnamed man exerts control over the Narrator’s position
why_the_man_wants_to_draw_the_chil/704c6ee8,The man wants to draw the child’s attention and assert control over the interaction
why_the_man_seeks_information_abou/e2b19ace,The man seeks information about the child’s mother’s whereabouts
why_an_unspecified_stimulus_or_rea/49961776,An unspecified stimulus or realization triggers his reaction
why_his_initial_start_leads_him_to/d5e90055,His initial start leads him to move quickly for a short distance
why_completion_or_interruption_of_/c6af7404,Completion or interruption of his short run
why_he_wants_to_see_what_is_behind/337a1654,"He wants to see what is behind him, possibly the source of his reaction"
why_narrator_is_responding_to_'sir/5a46e2ea,Narrator is responding to 'Sir' with clarification
why_narrator_feels_timid_or_intimi/e5f55dd8,Narrator feels timid or intimidated by 'Sir' or the situation
why_narrator_wants_to_clarify_who_/ae29550b,Narrator wants to clarify who Georgiana is
why_narrator_continues_explanation/3ad72efa,Narrator continues explanation to 'Sir' about family
why_presence_of_'sir'_or_social_hi/0fbfc0f8,Presence of 'Sir' or social hierarchy makes narrator nervous
why_narrator_is_engaged_in_explain/03fb58ab,Narrator is engaged in explaining something personal
"why_""he""_had_previously_moved_away/b49b610b","""he"" had previously moved away and now reverses that movement"
why_ongoing_interaction/conversati/06def32a,ongoing interaction/conversation with the listener
why_reaction_to_something_just_per/0beb6455,Reaction to something just perceived or realized about the listener or the situation
why_continuation_of_an_ongoing_con/f07f76cb,Continuation of an ongoing conversation
why_desire_to_clarify_family_relat/ea000e5c,Desire to clarify family relationships of the listener
why_need_for_information_about_the/b32270b4,Need for information about the child's parents
why_unnamed_narrator_responds_to_a/d7a4b714,Unnamed narrator responds to a question or prompt from the male authority figure
why_social_expectation_to_answer_r/2b26f68c,Social expectation to answer respectfully using 'sir'
why_male_authority_figure_likely_a/d914ca47,Male authority figure likely asked whether the other man is included or concerned in some matter
why_unnamed_narrator_possesses_kno/b34906f4,Unnamed narrator possesses knowledge about the other man's status
why_unknown_man_is_thinking/consid/ccebadd3,Unknown man is thinking/considering something about the situation
why_unknown_man_has_just_encounter/1adeae1e,Unknown man has just encountered a child whose fate he is deciding
why_unknown_man_is_assessing_what_/30bac7f5,Unknown man is assessing what to do with the child
why_unknown_man_has_power_over_whe/ebb96310,Unknown man has power over whether the child will live
why_unknown_man_wants_information_/ebf0c29e,Unknown man wants information about whom the child lives with
why_unknown_man_is_deciding_what_t/89c81981,Unknown man is deciding what to do with the child
why_unknown_man_has_not_made_up_hi/3cc798f6,Unknown man has not made up his mind about letting the child live
why_unknown_man_holds_physical_or_/635b4192,Unknown man holds physical or situational power over the child
why_unknown_man_is_evaluating_whet/1499dc41,Unknown man is evaluating whether to spare or harm the child
why_unknown_man_may_be_dangerous_o/62286b7a,Unknown man may be dangerous or desperate
why_pip_is_responding_respectfully/14daeaab,Pip is responding respectfully to an interlocutor he addresses as 'sir'
why_pip_wants_to_clarify_who_his_s/f1a4b911,Pip wants to clarify who his sister is by giving her full name and marital relation
why_unnamed_man_is_reacting_to_pri/f88bd671,Unnamed man is reacting to prior mention or thought of a blacksmith
why_his_spoken_reference_to_a_blac/8a657de9,"His spoken reference to a blacksmith prompts him to consider his own leg, possibly its condition or restraints"
why_unidentified_man_is_assessing_/30f9de19,Unidentified man is assessing his own injured leg
why_unidentified_man_is_scrutinizi/e960178d,Unidentified man is scrutinizing Pip as a potential helper or threat
why_unidentified_man_decides_to_co/e63583e3,Unidentified man decides to confront or interact with Pip
why_unidentified_man_may_need_assi/d2bfed3c,Unidentified man may need assistance or control over Pip
why_unidentified_man_wants_to_phys/14fd20eb,Unidentified man wants to physically control Pip
why_unidentified_man_perceives_pip/a105a98a,Unidentified man perceives Pip as vulnerable and easy to overpower
why_unidentified_man_wants_to_domi/b5550971,Unidentified man wants to dominate Pip physically and frighten him
why_unidentified_man_needs_to_forc/687182b7,Unidentified man needs to force eye contact or attention from Pip
why_unidentified_man_attempts_to_i/d328952a,Unidentified man attempts to intimidate or exert psychological control over Pip
why_close_physical_proximity_enabl/a45b2538,Close physical proximity enables intense eye contact
why_pip_is_physically_overpowered_/a4343bde,Pip is physically overpowered and cannot look away
why_pip_feels_helpless_and_intimid/d1d65b26,Pip feels helpless and intimidated
why_pip_is_forcibly_held_and_tilte/71278df0,Pip is forcibly held and tilted backward by a stronger adult
"why_the_man's_powerful,_intimidati/13b67b23","The man's powerful, intimidating stare overwhelms Pip"
why_unidentified_man_is_threatenin/e8d1b9a5,Unidentified man is threatening Unidentified interlocutor's life to coerce cooperation
why_unidentified_man_wants_an_answ/20d5f6d9,Unidentified man wants an answer to whether Unidentified interlocutor will be allowed to live
why_unidentified_man_frames_interl/aa088380,"Unidentified man frames interlocutor's future as a question of being ""let to live"""
why_unidentified_man_likely_wants_/7efd43b3,Unidentified man likely wants to intimidate or control interlocutor
why_unidentified_man_appears_to_ne/347b2924,Unidentified man appears to need a file or to test interlocutor's knowledge
why_question_follows_immediately_a/542d782c,"Question follows immediately after threat to life, suggesting coercive interrogation"
why_the_unnamed_man_asks_each_succ/b4b2f182,The unnamed man asks each successive question
why_the_unnamed_man_wants_to_contr/009dc150,The unnamed man wants to control and intimidate the narrator physically
why_the_unnamed_man_repeatedly_til/dd32dc16,The unnamed man repeatedly tilts the narrator over further
why_the_narrator_is_in_a_threateni/10ed8cb5,"The narrator is in a threatening, controlled situation"
why_abel_magwitch_needs_tools_to_r/9a9a18e6,Abel Magwitch needs tools to remove his leg-iron
why_abel_magwitch_uses_threats_to_/f67e4d46,Abel Magwitch uses threats to coerce Pip
why_abel_magwitch_wants_to_intimid/c257d3f4,Abel Magwitch wants to intimidate Pip into obedience
why_abel_magwitch_is_physically_co/1287661b,Abel Magwitch is physically controlling Pip
why_abel_magwitch_is_hungry_and_ne/06aa56ca,Abel Magwitch is hungry and needs food ('wittles')
why_abel_magwitch_is_coercing_pip_/9a479b9b,Abel Magwitch is coercing Pip as a means of survival
why_abel_magwitch_reinforces_his_t/8db4d088,Abel Magwitch reinforces his threat and control
why_abel_magwitch_uses_physical_in/22d15068,Abel Magwitch uses physical intimidation to ensure compliance
why_abel_magwitch_wants_both_items/5d5eaaeb,Abel Magwitch wants both items delivered directly to him
why_abel_magwitch_clarifies_the_te/46a66e67,Abel Magwitch clarifies the terms of Pip’s coerced task
why_abel_magwitch_emphasizes_his_c/f0021b53,Abel Magwitch emphasizes his command with physical force
why_abel_magwitch_continues_to_dom/39f47785,Abel Magwitch continues to dominate Pip physically
why_abel_magwitch_wants_to_ensure_/65835db3,Abel Magwitch wants to ensure Pip obeys his demands
why_abel_magwitch_employs_gruesome/68030e0f,Abel Magwitch employs gruesome imagery to terrify Pip
why_abel_magwitch_punctuates_his_v/4391695d,Abel Magwitch punctuates his violent threat with physical action
why_abel_magwitch_maintains_intimi/18fc16c2,Abel Magwitch maintains intimidation through repeated handling
why_abel_magwitch’s_repeated_threa/3e211b64,Abel Magwitch’s repeated threats of bodily harm
why_abel_magwitch’s_physical_manha/4148e7f9,Abel Magwitch’s physical manhandling of Pip
why_narrator_is_in_a_distressing_o/72671c24,Narrator is in a distressing or threatening situation with an unnamed man
why_intensity_of_fear_and_physical/67c52997,Intensity of fear and physical or situational stress
why_narrator_is_frightened_and_gid/13d07b6c,Narrator is frightened and giddy and needs physical support to stay upright
why_narrator_believes_staying_upri/bd3e96b1,Narrator believes staying upright will prevent sickness and improve attentiveness
why_narrator’s_fear_and_dizziness_/ac87a348,Narrator’s fear and dizziness motivate seeking assistance
why_narrator_feels_giddy_and_antic/88f72ead,Narrator feels giddy and anticipates physical illness if not kept upright
why_narrator_wants_to_pay_better_a/a75b0d95,Narrator wants to pay better attention if physical condition improves
why_unidentified_man_wants_to_inti/8b653744,Unidentified man wants to intimidate Pip
why_unidentified_man_is_physically/b7276be7,Unidentified man is physically controlling Pip
why_violent_movement_makes_environ/609c130d,Violent movement makes environment seem to jump
why_pip’s_disorientation_affects_h/70e67ef2,Pip’s disorientation affects his perception
why_unidentified_man_wants_to_keep/c3ceb3bf,Unidentified man wants to keep control over Pip
why_continuing_intimidation_after_/1543732d,Continuing intimidation after rough handling
why_unidentified_man_is_threatenin/1deaca85,Unidentified man is threatening or warning Pip
why_ongoing_coercive_interaction_w/6e795fa4,Ongoing coercive interaction with Pip
why_abel_magwitch_needs_a_file_and/4b1cb19e,Abel Magwitch needs a file and food to aid his escape and survival
why_abel_magwitch_is_coercing_pip_/1b7e810c,Abel Magwitch is coercing Pip under threat of death
why_abel_magwitch_must_receive_the/7fc70ee7,Abel Magwitch must receive the items in a place where he is hiding
why_abel_magwitch_wants_to_ensure_/3a2cb3af,Abel Magwitch wants to ensure Pip knows exactly where to go
why_abel_magwitch_fears_being_repo/d40b45a0,Abel Magwitch fears being reported to authorities or others
why_abel_magwitch_wants_to_guarant/e6f4ab89,Abel Magwitch wants to guarantee secrecy of the encounter
why_abel_magwitch_uses_survival_as/a6176b99,Abel Magwitch uses survival as leverage to ensure Pip's compliance
why_abel_magwitch_wants_to_motivat/3ed2f20c,Abel Magwitch wants to motivate Pip through fear and conditional safety
why_abel_magwitch_wants_to_instill/c832bc2c,Abel Magwitch wants to instill terror to ensure complete obedience
why_abel_magwitch_is_desperate_and/e0f7d014,Abel Magwitch is desperate and violent as an escaped convict
why_abel_magwitch_wants_exact_comp/c1a07a27,Abel Magwitch wants exact compliance with every aspect of his orders
why_abel_magwitch_fears_that_even_/b10ede6e,Abel Magwitch fears that even small deviations could expose him
why_abel_magwitch_wants_to_increas/8fb6fe9a,Abel Magwitch wants to increase the perceived danger by implying an accomplice
why_abel_magwitch_may_be_lying_or_/d4bec569,Abel Magwitch may be lying or exaggerating to strengthen his threats
why_abel_magwitch_continues_to_bui/2e7dbb2d,Abel Magwitch continues to build the illusion of having dangerous support
why_abel_magwitch_wants_pip_to_bel/e678be20,Abel Magwitch wants Pip to believe he is being watched by more than one person
why_abel_magwitch_wants_to_depict_/f01fdae6,Abel Magwitch wants to depict the young man as more dangerous than himself
why_abel_magwitch_uses_this_compar/36f8db82,Abel Magwitch uses this comparison to amplify Pip's fear
why_abel_magwitch_wants_pip_to_fee/44660555,Abel Magwitch wants Pip to feel he is being monitored by the hidden young man
why_abel_magwitch_reinforces_the_c/ab3e7dfe,Abel Magwitch reinforces the credibility and seriousness of his earlier threats
why_abel_magwitch_explicitly_threa/e2e6acd5,Abel Magwitch explicitly threatens to kill and mutilate Pip if he disobeys
why_pip_is_a_child_confronted_by_a/08e4ab9c,Pip is a child confronted by a violent escaped convict
why_narrator_describes_threat_to_i/858ed2ad,Narrator describes threat to influence boy's feelings and behavior
why_narrator_emphasizes_inevitabil/b5facf05,Narrator emphasizes inevitability of young man's access to boy
why_boy_attempts_to_protect_himsel/58d92815,Boy attempts to protect himself from that young man
why_boy_seeks_comfort_and_perceive/737ab34f,Boy seeks comfort and perceived safety
why_boy_tries_to_increase_his_sens/c98cde1e,Boy tries to increase his sense of security
why_boy_attempts_to_hide_physicall/4156f743,Boy attempts to hide physically from that young man
why_boy_misjudges_his_vulnerabilit/b3183002,Boy misjudges his vulnerability to that young man
why_young_man_intends_to_reach_and/3601db21,Young man intends to reach and harm the boy
why_young_man's_secret_way_culmina/323a95e9,Young man's secret way culminates in violent access to boy's inside (literal or figurative)
why_narrator_aims_to_prevent_young/411246a7,Narrator aims to prevent young man from harming boy
why_young_man_persistently_attempt/399d100f,Young man persistently attempts to reach boy's inside
why_narrator_wants_boy_to_understa/d5de9ccf,Narrator wants boy to understand seriousness of threat
why_narrator_seeks_boy's_reply_or_/32bedf63,Narrator seeks boy's reply or compliance after warning
why_graphic_description_of_young_m/6f8a4d91,Graphic description of young man tearing boy open
why_abel_magwitch_previously_deman/720c5e4e,Abel Magwitch previously demanded a file from Pip under threat
why_pip_fears_abel_magwitch_and_wa/6d5cc918,Pip fears Abel Magwitch and wants to placate him
why_abel_magwitch_is_hungry_and_in/5368ea10,Abel Magwitch is hungry and in need of food
why_pip_fears_abel_magwitch_and_wa/5f045511,Pip fears Abel Magwitch and wants to help him
why_pip_needs_to_deliver_the_file_/06e1ec22,Pip needs to deliver the file and food he promised
why_abel_magwitch’s_threats_and_de/7e201758,Abel Magwitch’s threats and demands compel Pip to return
why_the_man_wants_compliance_with_/ecf36651,the man wants compliance with his demand
why_the_man_likely_uses_fear_and_i/42924d89,the man likely uses fear and intimidation as a tactic
why_the_man_wants_the_listener_to_/1b74b88d,the man wants the listener to verbally commit under threat
why_the_man_is_engaged_in_dialogue/3ab89eee,the man is engaged in dialogue with another person
why_speaker_is_in_the_middle_of_an/6968b559,Speaker is in the middle of an ongoing interaction (he pursued)
why_speaker_wants_listener_to_reca/14a4cf45,Speaker wants listener to recall a prior commitment (“you remember what you’ve undertook”)
why_there_was_a_previous_agreement/98fcce4c,There was a previous agreement or obligation undertaken by the listener
why_speaker_wants_to_reinforce_a_t/657c519d,Speaker wants to reinforce a threat or warning by reference to a young man
why_young_man_is_contextually_impo/f08e73ec,"Young man is contextually important, likely as a source of fear or obligation"
why_speaker_wants_listener_to_leav/b9b17a11,Speaker wants listener to leave and return home (“you get home!”)
why_speaker_may_wish_to_ensure_com/571135ea,Speaker may wish to ensure compliance with an earlier undertaking and to end the encounter
why_speaker_emphatically_reminds_l/b194f678,"Speaker emphatically reminds listener of an undertaking and a young man, then issues a direct order"
why_context_suggests_the_young_man/0bfe246e,Context suggests the young man is used as a threat or leverage
why_unidentified_man_reacts_to_som/fd91fb68,Unidentified man reacts to something just prior to the quote
why_unidentified_man’s_general_dis/56919cbb,Unidentified man’s general dissatisfaction or irritation
why_unidentified_man_is_reacting_t/a5ccf214,Unidentified man is reacting to his environment and prior conversation
why_bleak_quality_of_the_cold_wet_/2d1e8629,Bleak quality of the cold wet flat draws his attention
why_unidentified_man_feels_displea/2b077d1e,Unidentified man feels displeasure with his current human condition in that environment
"why_cold,_wet_surroundings_make_an/e5dcec48","Cold, wet surroundings make an amphibious life seem preferable"
why_unidentified_man_continues_to_/8c9372d2,Unidentified man continues to fantasize about being better adapted to the wet environment
why_ongoing_dissatisfaction_with_c/56b4516a,Ongoing dissatisfaction with current state
why_unidentified_man_is_shuddering/068f8c4d,Unidentified man is shuddering and distressed
why_unidentified_man_is_in_a_threa/9f05fbe8,"Unidentified man is in a threatening, desolate churchyard environment"
why_unidentified_man_wishes_to_mov/bd67ad1a,Unidentified man wishes to move away from his current spot in the churchyard
why_unidentified_man’s_physical_co/994ed292,Unidentified man’s physical condition forces him to limp
why_pip_is_present_in_the_churchya/8c1e3ba4,Pip is present in the churchyard when the man moves away
why_unidentified_man_wants_to_avoi/5f49ef63,Unidentified man wants to avoid being stung or entangled by nettles and brambles
"why_pip_is_a_young,_impressionable/82596236","Pip is a young, impressionable child with a vivid imagination"
