:START_ID,:END_ID,:TYPE,relationType,mechanism,sign,weight,confidence,cause_seq,effect_seq
event/f5d89757,event/ae7d6a61,CAUSES,causes,"The demand to point out the place prompts the narrator’s realization or imagination of something upsetting, which in turn produces the emotional reaction of a terrible turn.",-,0.73,0.72,67,220
event/6a91b3a7,event/de4bc7aa,CAUSES,enables,"The man’s demand, reinforced by an oath, prompts or pressures the listener to recall their commitment, facilitating the act of remembering what they undertook.",+,0.7,0.78,174,177
event/ea14b977,event/2fc9d697,CAUSES,causes,Their early death in the struggle for a living led to the creation and arrangement of items beside their grave as a memorial to them.,-,0.83,0.9,19,22
event/fe78c9eb,event/023c9b67,CAUSES,causes,"The man’s sudden violent threat likely causes the other person to struggle or fall in the graveyard terrain, leading to them becoming smothered in mud.",-,0.71,0.78,45,49
event/1e53f288,event/5a0ea536,CAUSES,causes,"His inability to pronounce his full names led him to shorten them to Pip, which then became the name he was called.",+,0.98,0.98,0,2
event/09decda8,event/1acbe782,CAUSES,causes,"The powerful downward gaze exerts a dominating, almost hypnotic influence that draws and compels the narrator’s eyes to look helplessly upward in response.",+,0.9,0.9,117,118
event/cf1b80fd,event/778f70a6,CAUSES,causes,"The polite request to be kept upright prompts the other person to respond, ironically or punitively, by giving a strong dip and roll.",-,0.7,0.74,139,142
event/d7951680,event/f6ae651f,CAUSES,enables,"The man’s comment about Pip’s cheeks being fat prompts Pip’s belief, enabling him to consider and accept that his cheeks are indeed fat.",+,0.9,0.9,78,81
event/743d4fbc,event/c34319de,CAUSES,enables,"Recalling the commitment or undertaking cues the memory of the young man associated with it, making it easier to remember him.",+,0.69,0.78,178,179
event/a3d4bb77,event/7b5c834b,CAUSES,enables,His muttered exclamation and moment of consideration precede and mentally prepare him to ask the question about who the other lives with.,+,0.68,0.69,105,108
event/9b9765db,event/778f70a6,CAUSES,enables,"Clinging to him with both hands allows or prompts him to perform the tremendous dip and roll, facilitating the physical interaction.",0,0.73,0.78,138,142
event/438b3a3a,event/b4cb2d71,CAUSES,causes,"Tearing him open presumably leads to physical or emotional strain, which makes the subsequent effort or experience very difficult and hard for the narrator.",-,0.6,0.62,166,169
event/60bae95e,event/2cb7662a,CAUSES,enables,"By quickly using his legs to move, the narrator is able to get close enough or in position to see the man going on again towards the river.",0,0.73,0.78,199,201
event/3f0f9b37,event/0f1024d3,CAUSES,enables,"Approaching the tombstone puts him within physical reach, making it possible for him to take the narrator by both arms.",+,0.77,0.86,114,115
event/b7a5d269,event/c9b639c5,CAUSES,enables,"The father’s death, indicated by his tombstone, explains why the narrator never saw him: he was dead before the narrator could know him.",-,0.78,0.78,4,7
event/22c10457,event/9b9765db,CAUSES,causes,"The threat and physical tilting create fear and loss of balance, prompting the narrator to cling to him for safety and stability.",+,0.89,0.9,135,138
event/da031a4e,event/76c84292,CAUSES,prevents,"The narrator’s anticipation that the young man will creep toward the other motivates active protection, thereby preventing harm that would otherwise result from the young man’s approach.",-,0.79,0.82,165,167
event/c3932c02,event/e6bb2642,CAUSES,causes,"The man’s broken shoes provide poor protection and support, making him more vulnerable to injury from stones, which leads to him becoming lamed.",-,0.72,0.8,47,50
event/0dfd593f,event/53ce185b,CAUSES,causes,"Feeling warm in bed motivates him to adjust the covers, leading him to draw the clothes over his head to regulate comfort and temperature.",+,0.77,0.8,161,163
event/a3216188,event/cf1b80fd,CAUSES,causes,"The speaker’s intense fear prompts a polite request to stay upright, likely seeking physical or emotional stability in response to being frightened.",-,0.68,0.77,136,139
event/3df4532d,event/32871eaa,CAUSES,causes,The verbal threat about whether he’ll be allowed to live heightens intimidation and is accompanied by physically tilting him more to increase his sense of helplessness and danger.,-,0.79,0.83,120,124
event/a51f0f29,event/d32d7f88,CAUSES,causes,"Seeing him turn prompts the narrator to decide to leave the scene and head home, implying the observation triggers the change in intention and action.",0,0.7,0.77,197,198
event/b97b9705,event/c8e436e5,CAUSES,enables,"The narrator’s fearful terms are part of a continuing speech, setting up and enabling the subsequent remark indicated by “Now,” he pursued.",0,0.63,0.7,146,176
event/53ce185b,event/76c84292,CAUSES,enables,"Drawing the clothes over his head likely restrains or conceals him, enabling the speaker to prevent the young man from harming the other person.",+,0.73,0.76,163,167
event/b47c920b,event/ae7d6a61,CAUSES,causes,"The perception of the figure as the pirate come to life triggers a shock response in the observer, leading to the terrible turn of fear.",-,0.89,0.94,218,220
event/1b72b802,event/5317ab88,CAUSES,causes,Being born on their backs is presented as the underlying condition that results in them never taking them out during this state of existence.,0,0.66,0.7,26,28
event/a51f0f29,event/2cb7662a,CAUSES,enables,"Seeing him turning provides the observer with the opportunity and perspective to then see him proceed toward the river as a subsequent, continuous action.",+,0.6,0.71,197,201
event/ee2cad29,event/77c8ccb0,CAUSES,enables,"By revealing that a hidden young man is present, the speaker implies he is close enough to hear, making it possible for him to hear the words spoken.",+,0.78,0.83,154,156
event/4cb3e9ab,event/5fe95cb7,CAUSES,enables,"Making a short run positions and motivates the person to look over their shoulder, enabling the subsequent action as part of a continuous movement.",0,0.7,0.76,95,97
event/c9b639c5,event/83158509,CAUSES,causes,The absence of photographs in that earlier era explains why the speaker never saw his father’s image; the long-ago time period without photographic technology leads to the lack of visual record.,0,0.74,0.78,7,10
event/7134b103,event/67bfd5a2,CAUSES,enables,"The unusual sight of the five stone lozenges arranged in a neat row beside the grave stimulates and supports the narrator’s fanciful belief about how the boys were born, by providing a concrete image that his imagination reshapes into that belief.",+,0.72,0.79,21,23
event/77c8ccb0,event/8df4c44b,CAUSES,enables,"Because the young man hears the words, he gains knowledge or awareness that makes it impossible for the boy to hide successfully from him.",+,0.76,0.78,156,159
event/fe78c9eb,event/9723f584,CAUSES,causes,"The terrifying threat triggers intense fear, prompting a physical reaction where he hugs himself as a protective, self-comforting response.",+,0.94,0.96,45,186
event/2cb7662a,event/36cef954,CAUSES,causes,"Seeing him continue toward the river implies his movement through the terrain, which manifests as him picking his way among stones with sore feet.",-,0.69,0.76,201,204
event/da031a4e,event/438b3a3a,CAUSES,causes,The young man’s creeping approach is the necessary preceding action that allows him to get close enough to physically attack and tear the other person open.,+,0.9,0.93,165,166
event/1724b172,event/64932905,CAUSES,enables,The narrator’s wondering about others’ thoughts likely creates a mental state of anxiety or urgency that motivates or permits the decision to run home without stopping.,+,0.6,0.7,224,228
event/fdf1bfba,event/588aaf26,CAUSES,enables,Pip’s earlier mention of his sister as Mrs. Joe Gargery sets up and enables his fuller formal introduction of her as Joe Gargery’s wife to the listener.,+,0.54,0.69,5,109
event/facd026d,event/9d7957fa,CAUSES,causes,"Tilting the person physically disorients them, directly producing a feeling of giddiness or dizziness.",+,0.87,0.9,134,137
event/521ed19d,event/fbcf24ae,CAUSES,causes,"He tilts the narrator again specifically in order to increase their feeling of helplessness, so the intention to induce helplessness motivates the action.",+,0.8,0.84,125,128
event/743d4fbc,event/6d657910,CAUSES,enables,"Remembering your commitment motivates or guides you to follow through, which facilitates you actually going home.",+,0.78,0.79,178,181
event/26cdaf54,event/26e4bf50,CAUSES,causes,"The man’s comment on the fat cheeks prompts his mock-threatening response that he could eat them, treating their plumpness as something appetizing.",+,0.8,0.86,80,84
event/d891be15,event/d47bb26d,CAUSES,enables,"Agreeing to get him the file reflects a willingness to help, which extends to also bringing him whatever bits of food are available.",+,0.52,0.62,171,172
event/743d4fbc,event/bb95cb0c,CAUSES,enables,"Recalling the overall commitment cues specific associated memories, including the young man connected to what was undertaken.",+,0.62,0.71,178,180
event/778f70a6,event/b97b9705,CAUSES,enables,"The physical jolt or dramatic gesture (dip and roll) sets up or prompts his continuation in fearful terms, serving as a lead-in to his speech.",0,0.68,0.73,142,146
event/023c9b67,event/b4f8d757,CAUSES,aggravates,"Being smothered in mud likely implies struggling or falling in rough terrain, increasing exposure to briars and making tearing by them more likely or severe.",-,0.51,0.55,49,53
event/c7699eff,event/8990700b,CAUSES,causes,"The child’s fearful crying prompts the nearby person to respond harshly, leading them to shout “Hold your noise!” as a reaction to the noise and distress.",-,0.86,0.88,39,41
event/bcc27092,event/1acbe782,CAUSES,causes,"Being tilted back physically positions the narrator’s head and eyes so that they naturally look upward into the other person’s eyes, producing the helpless upward gaze.",+,0.86,0.9,116,118
event/e75b28f5,event/a3d4bb77,CAUSES,enables,"The act of coming back places him in the situation where he can then pause and consider, leading to his muttered exclamation.",+,0.6,0.63,101,105
event/9c5e2db1,event/d47bb26d,CAUSES,enables,"The question invites or prompts a response, creating the conversational context in which the speaker offers to get broken bits of food.",+,0.52,0.62,170,172
event/01731a0e,event/d89b58c1,CAUSES,causes,The presence or mention of the mother contributes to shaping the narrator’s initial imaginative ideas about their parents’ nature and appearance.,+,0.73,0.74,8,11
event/7fa35558,event/7134b103,CAUSES,causes,Their giving up the struggle to earn a living implies early death; this leads to their burial and the placement of five little stone lozenges by their grave.,-,0.91,0.93,20,21
event/1d51f09d,event/ee2cad29,CAUSES,enables,Being promised life (not killed or turned in) creates safety and opportunity for the speaker to reveal the hidden young man without immediate lethal consequence.,+,0.6,0.63,152,154
event/a66f594a,event/797dd73b,CAUSES,enables,"Seizing the speaker by the chin physically controls and focuses him, enabling the man to scrutinize him closely and demand, “Once more.”",-,0.64,0.78,59,63
event/62862b69,event/6ca104b8,CAUSES,causes,"The physical reaction of chattering teeth indicates intense fear, which directly leads to the terrified verbal plea not to be harmed.",-,0.7,0.78,58,60
event/b1387a79,event/1acbe782,CAUSES,causes,"The speaker’s verbal response completes a compliant turn in the interaction, prompting a submissive or dependent physical reaction expressed by the helpless upward gaze.",+,0.55,0.6,104,118
event/11814843,event/ea14b977,CAUSES,enables,"The narrator infers, from the character and turn of the inscription, the nature or fate of the five brothers, enabling the conclusion that they gave up trying to get a living early.",0,0.42,0.64,16,19
event/b4f8d757,event/7a989934,CAUSES,causes,"Being torn by briars inflicts pain and irritation, prompting the subject to growl as a vocal reaction to discomfort.",+,0.71,0.78,53,57
event/db9a0998,event/023c9b67,CAUSES,causes,"Being soaked makes the man wet so mud adheres easily, leading to him becoming smothered in mud.",+,0.73,0.8,48,49
event/b092dab2,event/5317ab88,CAUSES,enables,The existence of the five stone lozenges (and what they signify) makes possible the narrator’s belief about having never taken them out in this life.,0,0.49,0.71,24,28
event/9d7957fa,event/cf1b80fd,CAUSES,causes,"Being so giddy makes it difficult to stand steadily, leading the speaker to request to be allowed to keep upright.",-,0.79,0.78,137,139
event/fd26d712,event/4954843b,CAUSES,prevents,"The gruesome threat and mention of an accomplice are meant to intimidate, deterring the boy from resisting or locking his door, thus preventing him from acting on self-protective impulses.",-,0.6,0.62,157,160
event/8df4c44b,event/eb4d75a7,CAUSES,enables,"The boy’s futile attempt to hide implies the young man’s control or advantage, which enables the possibility that he may tuck himself up (withdraw or curl up) despite hiding being pointless.",0,0.42,0.55,159,162
event/26e4bf50,event/29c32345,CAUSES,causes,The man’s expressed desire and implied threat to eat them leads directly into his declaring he almost intends to do it.,+,0.86,0.88,84,86
event/32871eaa,event/521ed19d,CAUSES,causes,"Tilting the speaker further increases physical instability, which directly produces a stronger subjective feeling of helplessness.",+,0.98,0.98,124,125
event/3918fbb7,event/f6ae651f,CAUSES,enables,"Ravenously eating the bread suggests the bread was rich or plentiful, supporting the belief that those who ate it were fat.",+,0.46,0.52,77,81
event/7c4425b7,event/26e4bf50,CAUSES,aggravates,"The man perceives someone as weak (“not strong”), which increases his sense of dominance and emboldens his aggressive, threatening statement about eating them.",-,0.41,0.53,83,84
event/facd026d,event/22c10457,CAUSES,enables,"The repeated tilting physically reinforces and punctuates the verbal threat, helping to deliver and emphasize it.",+,0.63,0.69,134,135
event/8990700b,event/a9992339,CAUSES,causes,"The terrible voice is the initial shouted command that leads directly into the specific threatening order to keep still, functioning as a continuation and escalation of the same speech act.",-,0.85,0.86,41,44
event/f87fdaca,event/c7699eff,CAUSES,causes,"The realization that the dark, flat wilderness beyond the churchyard is marshland intensifies the eerie, threatening setting, which directly triggers the child’s mounting fear and crying.",+,0.84,0.86,35,39
event/0d183420,event/a51f0f29,CAUSES,enables,"Recovering from the numbness and stiffness allows him to resume movement, which is observed when the narrator sees him turning.",+,0.6,0.63,195,197
event/6ca104b8,event/5d0b2307,CAUSES,causes,"The initial terrified plea not to cut his throat prompts a continued, reinforced plea, leading the speaker to repeat and rephrase the request as “Pray don’t do it, sir.”",-,0.71,0.78,60,62
event/32871eaa,event/8825d634,CAUSES,enables,Tilting the speaker to increase helplessness and danger is an intimidation tactic that pressures them into complying with the demand to get a file.,-,0.78,0.83,124,127
event/c8e436e5,event/bb95cb0c,CAUSES,enables,"The speaker’s continuation (“Now,” he pursued,) prompts or introduces the act of recalling the young man, enabling the reference to him.",0,0.5,0.57,176,180
event/76c84292,event/9c5e2db1,CAUSES,enables,"By preventing the young man from harming the listener, the speaker creates a safe situation that enables conversational questioning (“Now, what do you say?”).",0,0.7,0.76,167,170
event/c1646130,event/a3216188,CAUSES,causes,"The threat of violent harm (“I’ll have your heart and liver out”) directly induces intense fear in the listener, leading to the emotional reaction of being dreadfully frightened.",-,0.95,0.95,133,136
event/52204136,event/1d51f09d,CAUSES,enables,"Bringing the lot to the speaker is presented as a condition that, if fulfilled, allows the other person to be spared and allowed to live.",+,0.9,0.93,149,152
event/5fe95cb7,event/ba8b47c9,CAUSES,enables,"Looking over his shoulder reveals something that prompts his exclamation and return, making the looking a precondition for his reaction.",+,0.63,0.62,97,100
event/896e1544,event/521ed19d,CAUSES,causes,"The timid manner of explaining likely invites patronizing or controlling responses from others, which increases the narrator’s subjective feeling of helplessness.",-,0.72,0.78,99,125
event/c0b3806e,event/47a76def,CAUSES,causes,"The question prompts the character to reflect, leading him to mutter thoughtfully as he considers the query about his parents.",+,0.7,0.8,102,106
event/a3d4bb77,event/47a76def,CAUSES,causes,Uttering the exclamation 'Ha!' is the specific content of his muttering; this speech act constitutes the muttering event.,+,0.88,0.9,105,106
event/7fa35558,event/2fc9d697,CAUSES,causes,Their early death in the struggle for a living led to the creation and arrangement of items beside their grave as a memorial to them.,-,0.83,0.9,20,22
event/7a989934,event/62862b69,CAUSES,aggravates,"Growling indicates fear or cold, which is associated with and may heighten the physical reaction of chattering teeth, intensifying the character’s distress.",+,0.46,0.63,57,58
event/ec71585a,event/63603f73,CAUSES,enables,"The description of the surrounding marsh country and bleak, nettle-grown environment sets the scene that allows the narrator to recognize and identify the location as the churchyard.",+,0.49,0.6,29,31
event/77c8ccb0,event/fd26d712,CAUSES,enables,"The young man’s hearing the speaker’s words informs him of the threat and plan, enabling the subsequent hiding together and implied violent outcome.",+,0.6,0.62,156,157
event/720517ba,event/6ca104b8,CAUSES,causes,"The glaring is perceived as a threatening, hostile act, which frightens the speaker and prompts the terrified plea not to have their throat cut.",-,0.73,0.78,56,60
event/107fe649,event/32871eaa,CAUSES,causes,"Tilting the narrator further over increases the feeling of instability, directly producing a heightened sense of helplessness and danger.",+,0.97,0.97,123,124
event/453b314b,event/fd26d712,CAUSES,enables,"The speaker’s fearful, threatening speech introduces and describes the imminent torture and the presence of an accomplice, setting up and making plausible the violent outcome being threatened.",-,0.7,0.68,147,157
event/1eb7cb4f,event/34922613,CAUSES,causes,"The question about his mother surprises or alarms him, prompting an immediate physical reaction (starting). The line of dialogue acts as the trigger for his startled movement.",-,0.72,0.86,93,94
event/399db3c1,event/372a1c59,CAUSES,causes,"Moving carefully through nettles and brambles creates the physical circumstance in which his foot can catch or slip, making it possible for him to twist his ankle and be pulled in.",-,0.71,0.78,189,193
event/11814843,event/a90b1c74,CAUSES,causes,"The nature and wording of the inscription led the narrator to infer personal traits about his mother, prompting the childish conclusion about her appearance and health.",+,0.79,0.86,16,18
event/76eabf46,event/0d183420,CAUSES,enables,Reaching the low church wall presents an obstacle that he then climbs over; arriving at the wall enables the action of getting over it.,0,0.64,0.81,194,195
event/62862b69,event/ddbeb2dc,CAUSES,causes,"The physical reaction of teeth chattering signifies intense fear, which leads the narrator to plead in terror as an emotional and verbal response to that fear.",+,0.8,0.86,58,61
event/ca7a388b,event/11976c1f,CAUSES,causes,"Being cut by sharp flints inflicts pain or injury, which leads to shivering as a physical reaction to pain, shock, or blood loss.",-,0.73,0.72,51,55
event/facd026d,event/9b9765db,CAUSES,causes,"Tilting destabilizes the narrator’s balance, prompting an instinctive reaction to cling to him with both hands for support.",+,0.82,0.86,134,138
event/b4f8d757,event/11976c1f,CAUSES,causes,"Being torn by briars inflicts pain and shock on the body, which can cause a physical shiver as a reaction to pain, fear, or distress.",-,0.62,0.68,53,55
event/43693943,event/fe78c9eb,CAUSES,causes,"The man’s sudden rising from the graves initiates the encounter in which he shouts the threat, producing the terrible voice and the quoted words.",-,0.86,0.88,42,45
event/4954843b,event/8099b1d2,CAUSES,enables,"Locking the door provides physical security, which allows the boy to feel comfortable and safe.",+,0.82,0.86,160,164
event/27777f1d,event/0eb02382,CAUSES,enables,The narrator’s ability to faintly make out upright black shapes allows him to distinguish and identify one of them as the gibbet with hanging chains.,0,0.55,0.7,211,215
event/96d7094b,event/b47c920b,CAUSES,enables,The first phrase is embedded in the second; the idea of being the pirate come to life is a necessary component enabling the fuller description of him also coming down.,+,0.44,0.62,217,218
event/7ec7eac5,event/1d51f09d,CAUSES,enables,Keeping silent about having seen the person is a condition for being allowed to live; the promised outcome depends on fulfilling this requirement.,+,0.92,0.92,150,152
event/20b5fef3,event/7a989934,CAUSES,causes,"The limping suggests pain or injury, which likely provokes an aggressive or defensive reaction expressed as growling.",+,0.68,0.73,54,57
event/767c177b,event/f8a5fd33,CAUSES,enables,"The style and form of the letters in the father’s inscription determine or constrain the character and turn of the subsequent inscription about Georgiana, allowing it to match or derive from the earlier lettering.",0,0.7,0.7,13,15
event/a2c9d6b0,event/9723f584,CAUSES,causes,"The frightening mention or appearance of an eel likely startles or disgusts him, triggering a fearful or repulsed reaction that makes him hug his shuddering body in self-protection.",-,0.72,0.78,185,186
event/7fa35558,event/67bfd5a2,CAUSES,causes,"The brothers’ early abandonment of effort leads the narrator to infer and firmly believe they were inherently lazy, metaphorically ‘born on their backs with hands in pockets.’ Their behavior is treated as evidence causing this belief.",+,0.86,0.9,20,23
event/ad9d9f83,event/c1b96da9,CAUSES,causes,"Turning the narrator upside down causes his perspective to invert, making the surroundings appear head over heels and the steeple seem under his feet.",+,0.88,0.9,71,73
event/767c177b,event/81789a8d,CAUSES,enables,The appearance or form of the letters on the father’s item (likely describing the mother) provides visual or descriptive cues that lead the narrator to infer the mother is freckled and sickly.,0,0.64,0.7,13,17
event/fd26d712,event/d891be15,CAUSES,causes,"The threat of violent disembowelment, backed by mention of an accomplice, coerces the speaker into agreeing to fetch the file to avoid the threatened harm.",-,0.93,0.96,157,171
event/eb4d75a7,event/da031a4e,CAUSES,enables,"By tucking himself up, he remains still/hidden or in a receptive position, making it easier for the young man to approach and creep his way to him unnoticed or unobstructed.",+,0.6,0.62,162,165
event/9723f584,event/3bcd6c13,CAUSES,enables,"Hugging his shuddering body may help him stabilize or comfort himself enough to move, facilitating his ability to limp toward the wall.",+,0.55,0.6,186,188
event/83158509,event/294e2044,CAUSES,enables,"The absence of photographs means the narrator must rely on imagination or hearsay, allowing an odd, constructed visual idea of the man to form.",0,0.77,0.78,10,14
event/e675d3a4,event/870c571b,CAUSES,causes,"Being placed on the tombstone prompts the man’s reaction and exclamation, indicating his response to that prior action.",+,0.71,0.73,89,92
event/bcc27092,event/0311e6d6,CAUSES,enables,"Tilting the narrator back constrains their posture and gaze, making it easier or necessary for their eyes to look helplessly up into his.",+,0.78,0.86,116,119
event/facd026d,event/aab7946a,CAUSES,causes,"Tilting/intimidating the narrator coerces him into promising to bring the file and food, making the demand effective.",-,0.83,0.86,134,148
event/870c571b,event/34922613,CAUSES,causes,"The man’s exclamation and address prompt the subject into action, triggering him to start in response.",+,0.9,0.92,92,94
event/95a43143,event/de4bc7aa,CAUSES,enables,"The man’s demand, reinforced by an oath, prompts or pressures the listener to recall their commitment, facilitating the act of remembering what they undertook.",+,0.7,0.78,175,177
event/11814843,event/7fa35558,CAUSES,enables,"The narrator infers, from the character and turn of the inscription, the nature or fate of the five brothers, enabling the conclusion that they gave up trying to get a living early.",0,0.42,0.64,16,20
event/008852c4,event/a523f8ee,CAUSES,enables,"If the speaker were not sick, they would be physically able to attend more; absence of illness removes a barrier to attendance.",+,0.86,0.86,140,141
event/0d183420,event/49c15961,CAUSES,enables,"Recovering from numbness and stiffness allowed him to move more freely, making it possible for him to turn around and look.",+,0.77,0.86,195,196
event/f6ae651f,event/7c4425b7,CAUSES,causes,"Speaker implies excess fat leads to lack of physical strength or muscular fitness, treating fatness as a reason for not being strong.",-,0.63,0.72,81,83
event/49c15961,event/36cef954,CAUSES,enables,Turning around to look for the narrator allows him to notice and carefully pick his way among the stones with his sore feet.,0,0.43,0.6,196,204
