:ID,name,eventType,actionType,source_quote,causeWeight,confidence,sequence,chapter,time,location
event/767c177b,Pip observes the shape of the letters on his father’s tombstone,perception/recognition,notice,The shape of the letters on my father’s,1.0,0.9098,13,1,Pip's early childhood,churchyard at his father's tombstone (implied)
event/294e2044,Pip forms an odd idea about his father's appearance from the letters,perception/recognition,imagine,"gave me an odd idea that he was a square, stout, dark man, with curly black hair",1.0,0.8629,14,1,Pip's early childhood,churchyard at his father's tombstone (implied)
event/f8a5fd33,Narrator visually examines inscription,perception/recognition,examine,"From the character and turn of the inscription, “Also Georgiana Wife of the Above,”",1.0,0.8268,15,1,narrator's childhood (implied by 'childish'),at the inscription mentioning 'Also Georgiana Wife of the Above'
event/11814843,Narrator interprets character and turn of inscription,perception/recognition,interpret,From the character and turn of the inscription,1.0,0.9111,16,1,narrator's childhood (implied by 'childish'),at the inscription
event/81789a8d,Narrator forms childish conclusion about mother’s appearance and health,perception/recognition,conclude,I drew a childish conclusion that my mother was freckled and sickly.,1.0,0.8927,17,1,narrator's childhood (explicit: 'childish'),at the inscription mentioning 'Also Georgiana Wife of the Above'
event/a90b1c74,Narrator imagines mother as freckled and sickly,emotion,imagine,I drew a childish conclusion that my mother was freckled and sickly.,1.0,0.8959,18,1,narrator's childhood (implied by 'childish'),at the inscription / in narrator's mind
event/ea14b977,Philip Pirrip’s five brothers die young,transformation,die,"five little brothers of mine,—who gave up trying to get a living, exceedingly early in that universal struggle",1.0,0.8299,19,1,exceedingly early in that universal struggle,their grave
event/7fa35558,Philip Pirrip’s five brothers give up trying to get a living,other,give up,"five little brothers of mine,—who gave up trying to get a living, exceedingly early in that universal struggle",1.0,0.8255,20,1,exceedingly early in that universal struggle,"their grave (implied, posthumous reference)"
event/7134b103,Stone lozenges are arranged beside the grave,other,arrange,"five little stone lozenges, each about a foot and a half long, which were arranged in a neat row beside their grave",1.0,0.7826,21,1,habitual/past completed,beside their grave
event/2fc9d697,Stone lozenges are dedicated to memory of the brothers,other,dedicate,"which were arranged in a neat row beside their grave, and were sacred to the memory of five little brothers of mine",1.0,0.7524,22,1,ongoing state in the narrative present,beside their grave
event/67bfd5a2,Philip Pirrip forms a religious belief about his brothers’ birth posture,perception/recognition,believe,I am indebted for a belief I religiously entertained that they had all been born on their backs with their hands in their trousers-pockets,1.0,0.8246,23,1,"past, during Philip Pirrip’s childhood",at the graveyard (implied)
event/b092dab2,Philip Pirrip attributes his belief to the stone lozenges,perception/recognition,attribute,To five little stone lozenges...I am indebted for a belief,1.0,0.8598,24,1,"past, reflective narration",at the graveyard (implied)
event/a9e308a0,Philip Pirrip ‘religiously’ entertains the belief,emotion,commit to,a belief I religiously entertained,1.0,0.8252,25,1,extended period in Philip Pirrip’s childhood,unspecified (state of mind)
event/1b72b802,Philip Pirrip imagines his brothers were born on their backs,perception/recognition,imagine,that they had all been born on their backs,1.0,0.8235,26,1,during the period he holds the belief,unspecified (mental scene)
event/e13f2e10,Philip Pirrip imagines his brothers had their hands in their trousers-pockets from birth,perception/recognition,imagine,with their hands in their trousers-pockets,1.0,0.8088,27,1,during the period he holds the belief,unspecified (mental scene)
event/5317ab88,Philip Pirrip believes his brothers never took their hands out during life,perception/recognition,believe,and had never taken them out in this state of existence,1.0,0.8073,28,1,during the period he holds the belief,unspecified (mental state)
event/ec71585a,Narrator recalls ownership of marsh country,other,recollect,"Ours was the marsh country, down by the river, within, as the river wound, twenty miles of the sea.",1.0,0.8454,29,1,narrative present (retrospective),"the marsh country, down by the river, within twenty miles of the sea"
event/2b986c40,Narrator forms first vivid impression of identity of things,perception/recognition,perceive,My first most vivid and broad impression of the identity of things seems to me to have been gained on a memorable raw afternoon towards evening.,1.0,0.8964,30,1,a memorable raw afternoon towards evening (in the past),unspecified (implied marsh country)
event/63603f73,Pip recognizes the place as a churchyard,perception/recognition,realize,I found out for certain that this bleak place overgrown with nettles was the churchyard,1.0,0.9097,31,1,at such a time,bleak place overgrown with nettles / churchyard
event/730dc0d9,Pip understands that Philip Pirrip is dead and buried,perception/recognition,realize,"that Philip Pirrip, late of this parish... were dead and buried",1.0,0.9408,32,1,at such a time,churchyard
event/51b5f030,Pip understands that Georgiana is dead and buried,perception/recognition,realize,"and also Georgiana wife of the above, were dead and buried",1.0,0.9237,33,1,at such a time,churchyard
event/1bbd2ae2,"Pip understands that Alexander, Bartholomew, Abraham, Tobias, and Roger are dead and buried",perception/recognition,realize,"Alexander, Bartholomew, Abraham, Tobias, and Roger, infant children of the aforesaid, were also dead and buried",1.0,0.9353,34,1,at such a time,churchyard
event/f87fdaca,Pip identifies the wilderness beyond the churchyard as the marshes,perception/recognition,identify,that the dark flat wilderness beyond the churchyard... was the marshes,1.0,0.9406,35,1,at such a time,dark flat wilderness beyond the churchyard / marshes
event/c519fa6b,Pip identifies the low leaden line as the river,perception/recognition,identify,and that the low leaden line beyond was the river,1.0,0.9172,36,1,at such a time,low leaden line beyond the marshes / river
event/8c73f61e,Pip identifies the distant savage lair as the sea,perception/recognition,identify,and that the distant savage lair from which the wind was rushing was the sea,1.0,0.9141,37,1,at such a time,distant savage lair from which the wind was rushing / sea
event/86e918f7,Pip becomes afraid of the surroundings,emotion,fear,the small bundle of shivers growing afraid of it all,0.9990000000000001,0.851,38,1,at such a time,"churchyard and surrounding marshes, river, and sea"
event/c7699eff,Pip begins to cry,emotion,fear,the small bundle of shivers growing afraid of it all and beginning to cry,0.9990000000000001,0.8687,39,1,at such a time,churchyard
event/3a504040,Pip recognizes himself as the small bundle of shivers,perception/recognition,realize,"and that the small bundle of shivers growing afraid of it all and beginning to cry, was Pip",0.9990000000000001,0.9506,40,1,at such a time,churchyard
event/8990700b,Terrible voice orders silence,communication,command,“Hold your noise!” cried a terrible voice,1.0,0.8943,41,1,unspecified present moment,among the graves at the side of the church porch
event/43693943,Man starts up from among the graves,movement,rise,a man started up from among the graves at the side of the church porch,1.0,0.9411,42,1,as he speaks,among the graves at the side of the church porch
event/706c097f,Man threatens to cut child’s throat,conflict,threaten,"“Keep still, you little devil, or I’ll cut your throat!”",1.0,0.8819,43,1,immediately after ordering silence,among the graves at the side of the church porch
event/a9992339,Man insults child by calling them a little devil,communication,insult,"“Keep still, you little devil, or I’ll cut your throat!”",1.0,0.8657,44,1,during the threat,among the graves at the side of the church porch
event/fe78c9eb,Child experiences fear at the man’s sudden appearance and threat,emotion,fear,a terrible voice… a man started up from among the graves… “I’ll cut your throat!”,1.0,0.7684,45,1,immediately upon hearing the voice and seeing the man,among the graves at the side of the church porch
event/f8e05f87,Fearful man is physically injured and exhausted,other,be,"A fearful man, all in coarse grey, with a great iron on his leg.",1.0,0.8414,46,1,,among the graves at the side of the church porch
event/c3932c02,Fearful man lacks proper clothing,other,lack,"A man with no hat, and with broken shoes, and with an old rag tied round his head.",1.0,0.8148,47,1,,among the graves at the side of the church porch
event/db9a0998,Fearful man has been soaked in water,transformation,soak,A man who had been soaked in water,1.0,0.8862,48,1,prior to described moment,among the graves at the side of the church porch
event/023c9b67,Fearful man has been smothered in mud,transformation,cover,and smothered in mud,1.0,0.8439,49,1,prior to described moment,among the graves at the side of the church porch
event/e6bb2642,Fearful man has been lamed by stones,transformation,injure,and lamed by stones,1.0,0.8452,50,1,prior to described moment,among the graves at the side of the church porch
event/ca7a388b,Fearful man has been cut by flints,transformation,injure,and cut by flints,1.0,0.8578,51,1,prior to described moment,among the graves at the side of the church porch
event/53cc1d59,Fearful man has been stung by nettles,transformation,sting,and stung by nettles,1.0,0.8631,52,1,prior to described moment,among the graves at the side of the church porch
event/b4f8d757,Fearful man has been torn by briars,transformation,tear,and torn by briars,1.0,0.8341,53,1,prior to described moment,among the graves at the side of the church porch
event/20b5fef3,Fearful man limps,movement,limp,who limped,1.0,0.8553,54,1,present moment of description,among the graves at the side of the church porch
event/11976c1f,Fearful man shivers,emotion,shiver,and shivered,1.0,0.8386,55,1,present moment of description,among the graves at the side of the church porch
event/720517ba,Fearful man glares,perception/recognition,glare,and glared,1.0,0.8001,56,1,present moment of description,among the graves at the side of the church porch
event/7a989934,Fearful man growls,communication,growl,and growled,1.0,0.8216,57,1,present moment of description,among the graves at the side of the church porch
event/62862b69,Fearful man’s teeth chatter,other,chatter,and whose teeth chattered in his head,1.0,0.8515,58,1,present moment of description,among the graves at the side of the church porch
event/a66f594a,Fearful man seizes narrator by the chin,conflict,seize,as he seized me by the chin.,1.0,0.8479,59,1,present moment of description,among the graves at the side of the church porch
event/6ca104b8,Narrator pleads for throat not to be cut,communication,plead,"“Oh! Don’t cut my throat, sir,” I pleaded in terror.",1.0,0.8861,60,1,,among the graves at the side of the church porch
event/ddbeb2dc,Narrator experiences terror,emotion,fear,I pleaded in terror.,1.0,0.8496,61,1,,among the graves at the side of the church porch
event/5d0b2307,Narrator repeats plea not to be harmed,communication,beg,"“Pray don’t do it, sir.”",1.0,0.8273,62,1,,among the graves at the side of the church porch
event/797dd73b,Unknown man orders narrator to repeat action,communication,command,"“Once more,” said the man, staring at me.",1.0,0.8153,63,1,once more,among the graves at the side of the church porch
event/dec1710a,Unknown man stares at narrator,perception/recognition,stare,"said the man, staring at me.",0.9990000000000001,0.8529,64,1,,among the graves at the side of the church porch
event/85a97a09,Unknown man demands narrator to 'give it mouth',communication,demand,“Give it mouth!”,0.9990000000000001,0.8565,65,1,,among the graves at the side of the church porch
event/084516f3,Man demands location of residence,communication,demand,"“Show us where you live,” said the man.",1.0,0.8641,66,1,present moment of dialogue,unspecified outdoor location
event/f5d89757,Man commands addressee to point out place,communication,command,“Pint out the place!”,1.0,0.8226,67,1,immediately after previous utterance,unspecified outdoor location
event/a7344f50,Pip points toward village location,movement,point,"I pointed to where our village lay, on the flat in-shore among the alder-trees and pollards, a mile or more from the church.",1.0,0.8606,68,1,unspecified present moment of narration,"near the church, overlooking the flat in-shore among the alder-trees and pollards"
event/589d6cf7,Village is situated on the flat in-shore,other,be located,"where our village lay, on the flat in-shore among the alder-trees and pollards, a mile or more from the church.",1.0,0.7865,69,1,ongoing state at the time of narration,"on the flat in-shore among the alder-trees and pollards, a mile or more from the church"
event/b60966ab,Man observes Pip,perception/recognition,watch,"The man, after looking at me for a moment",1.0,0.8529,70,1,for a moment,churchyard (implied)
event/ad9d9f83,Man turns Pip upside down and empties his pockets,conflict,search,"turned me upside down, and emptied my pockets.",1.0,0.8855,71,1,immediately after looking at Pip,churchyard (implied)
event/fbe8a573,Man discovers only bread in Pip’s pockets,perception/recognition,discover,There was nothing in them but a piece of bread.,1.0,0.8597,72,1,immediately after pockets are emptied,churchyard (implied)
event/c1b96da9,Churchyard environment violently shifts in Pip’s perception,perception/recognition,perceive,"he was so sudden and strong that he made it go head over heels before me, and I saw the steeple under my feet",1.0,0.8072,73,1,as the man handles Pip roughly,churchyard near church and tombstones
event/c9e36e7d,Church returns to normal in Pip’s perception,perception/recognition,recover,When the church came to itself,1.0,0.859,74,1,when the church came to itself,churchyard near church and tombstones
event/30115faa,Pip is seated on high tombstone by or after man’s handling,movement,sit,I was seated on a high tombstone,1.0,0.8436,75,1,after the church comes to itself,on a high tombstone
event/38b56deb,Pip trembles in fear,emotion,fear,trembling while he ate the bread ravenously.,1.0,0.8696,76,1,while the man eats the bread,on a high tombstone
event/3918fbb7,Man eats Pip’s bread ravenously,other,eat,while he ate the bread ravenously.,1.0,0.9164,77,1,while Pip sits trembling,churchyard near tombstone
event/d7951680,Unidentified man speaks to unnamed young person,communication,say,"“You young dog,” said the man, licking his lips, “what fat cheeks you ha’ got.”",1.0,0.79,78,1,unspecified present,churchyard near tombstone
event/17a713f4,Unidentified man licks his lips while addressing young person,other,lick,"said the man, licking his lips",0.9990000000000001,0.8117,79,1,unspecified present,churchyard near tombstone
event/26cdaf54,Unidentified man observes young person’s fat cheeks,perception/recognition,observe,“what fat cheeks you ha’ got.”,1.0,0.818,80,1,unspecified present,churchyard near tombstone
event/f6ae651f,Narrator believes the people were fat,perception/recognition,believe,I believe they were fat,1.0,0.8078,81,1,that time,churchyard near tombstone
event/cc4f048f,Narrator is undersized for age,other,be,I was at that time undersized for my years,1.0,0.7936,82,1,at that time,churchyard near tombstone
event/7c4425b7,Narrator is not strong,other,be,and not strong,1.0,0.8236,83,1,at that time,churchyard near tombstone
event/26e4bf50,Unidentified man expresses threat to eat unspecified people,communication,threaten,"“Darn me if I couldn’t eat ’em,” said the man, with a threatening shake of his head",1.0,0.8592,84,1,unspecified time,unspecified location
event/0d64ea1c,Unidentified man shakes head threateningly,other,gesture,"said the man, with a threatening shake of his head",1.0,0.9308,85,1,unspecified time,unspecified location
event/29c32345,Unidentified man states he almost has a mind to carry out threat,communication,admit,“and if I han’t half a mind to’t!”,1.0,0.8228,86,1,unspecified time,unspecified location
event/9ad90b59,Narrator expresses hope that man would not do something,communication,express,I earnestly expressed my hope that he wouldn’t,1.0,0.8758,87,1,present of narration,by the tombstone
event/6c65ea76,Narrator clings tightly to tombstone for support,movement,grip,and held tighter to the tombstone on which he had put me,1.0,0.8938,88,1,present of narration,on the tombstone
event/e675d3a4,Unspecified man has previously placed narrator on tombstone,movement,place,the tombstone on which he had put me,1.0,0.8561,89,1,prior to the described moment,on the tombstone
event/24bafd19,Narrator attempts to keep self physically on tombstone,movement,maintain_position,"partly, to keep myself upon it",1.0,0.8201,90,1,present of narration,on the tombstone
event/96feff2f,Narrator struggles to keep from crying,emotion,restrain_crying,"partly, to keep myself from crying",1.0,0.8737,91,1,present of narration,by the tombstone
event/870c571b,Man vocally demands attention,communication,say,“Now lookee here!” said the man.,1.0,0.7971,92,1,,by the tombstone
event/1eb7cb4f,Man asks about addressee's mother,communication,demand,“Where’s your mother?”,1.0,0.8486,93,1,,by the tombstone
event/34922613,Man starts moving,movement,start moving,He started,1.0,0.8055,94,1,,by the tombstone
event/4cb3e9ab,Man makes a short run,movement,run,made a short run,1.0,0.8715,95,1,,by the tombstone
event/48d05394,Man stops moving,movement,stop,and stopped,1.0,0.8187,96,1,,by the tombstone
event/5fe95cb7,Man looks over his shoulder,perception/recognition,watch,and looked over his shoulder,1.0,0.8626,97,1,,by the tombstone
event/a6c40f9c,Narrator timidly explains identification of mother,communication,explain,"“There, sir!” I timidly explained. “Also Georgiana. That’s my mother.”",1.0,0.8637,98,1,narrative present,unspecified immediate setting with the addressed man
event/896e1544,Narrator feels timid while explaining,emotion,feel,I timidly explained.,1.0,0.8555,99,1,narrative present,unspecified immediate setting with the addressed man
event/ba8b47c9,Man speaks exclamation,communication,say,"“Oh!” said he, coming back.",1.0,0.7618,100,1,,unspecified immediate setting with the addressed man
event/e75b28f5,Man moves back to speaker,movement,come back,"said he, coming back.",1.0,0.7775,101,1,,unspecified immediate setting with the addressed man
event/c0b3806e,Man asks if two people are the other's parents,communication,demand,“And is that your father alonger your mother?”,1.0,0.8458,102,1,,unspecified immediate setting with the addressed man
event/8ee7e2eb,Pip verbally affirms and adds information,communication,say,"“Yes, sir,” said I; “him too; late of this parish.”",0.9990000000000001,0.7806,103,1,present of dialogue,unspecified location (context of prior conversation)
event/b1387a79,Pip shows deference by addressing the man as 'sir',emotion,defer,"“Yes, sir,” said I;",0.9990000000000001,0.7906,104,1,present of dialogue,unspecified location (context of prior conversation)
event/a3d4bb77,Unidentified man mutters in consideration,communication,mutter,"“Ha!” he muttered then, considering.",1.0,0.8131,105,1,then,unspecified location
event/47a76def,Unidentified man considers child's fate,emotion,consider,"he muttered then, considering.",1.0,0.8082,106,1,then,unspecified location
event/dd107795,Unidentified man threatens conditional survival,communication,threaten,"“supposin’ you’re kindly let to live, which I han’t made up my mind about?”",1.0,0.8071,107,1,"present, during conversation",unspecified location
event/7b5c834b,Unidentified man asks who child lives with,communication,demand,"“Who d’ye live with,—supposin’ you’re kindly let to live…?”",1.0,0.8533,108,1,"present, during conversation",unspecified location
event/588aaf26,Character identifies his sister and her marital relation,communication,introduce,"“My sister, sir,—Mrs. Joe Gargery,—wife of Joe Gargery, the blacksmith, sir.”",1.0,0.8198,109,1,,unspecified location
event/d3717949,Narrator shows respect or deference to male addressee,emotion,defer,"“My sister, sir … the blacksmith, sir.”",0.9990000000000001,0.756,110,1,,unspecified location
event/1b882f23,"Unidentified man speaks phrase 'Blacksmith, eh?'",communication,say,"“Blacksmith, eh?” said he.",1.0,0.8681,111,1,,unspecified location
event/6d3f3d98,Unidentified man looks down at his own leg,perception/recognition,watch,And looked down at his leg.,1.0,0.8372,112,1,,unspecified location
event/b440fa91,Mysterious man alternates dark looks between his leg and Pip,perception/recognition,watch,After darkly looking at his leg and me several times,1.0,0.8319,113,1,after darkly looking several times,near Pip's tombstone
event/3f0f9b37,Mysterious man approaches Pip at the tombstone,movement,approach,he came closer to my tombstone,0.9990000000000001,0.8526,114,1,after looking several times,Pip's tombstone
event/0f1024d3,Mysterious man grips Pip by both arms,conflict,grab,took me by both arms,1.0,0.8386,115,1,as he comes closer,Pip's tombstone
event/bcc27092,Mysterious man tilts Pip backward to the limit of his hold,conflict,tilt,tilted me back as far as he could hold me,1.0,0.8831,116,1,immediately after grabbing Pip,Pip's tombstone
event/09decda8,Mysterious man fixes an intensely powerful gaze on Pip,perception/recognition,stare,his eyes looked most powerfully down into mine,1.0,0.8628,117,1,while holding Pip tilted back,Pip's tombstone
event/1acbe782,Pip gazes helplessly up at the mysterious man,perception/recognition,watch,and mine looked most helplessly up into his,1.0,0.8445,118,1,while being held and tilted back,Pip's tombstone
event/0311e6d6,Pip experiences a feeling of helplessness,emotion,feel,mine looked most helplessly up into his,1.0,0.8481,119,1,as he is held and stared at,Pip's tombstone
event/3df4532d,Unidentified man raises issue of whether Pip will be allowed to live,communication,say,"“Now lookee here,” he said, “the question being whether you’re to be let to live.",0.9990000000000001,0.8158,120,1,present moment of dialogue,unspecified outdoor location (near river and marshes)
event/f441a389,Unidentified man questions Pip about his knowledge of a file,communication,demand,You know what a file is?”,0.9990000000000001,0.8777,121,1,immediately after initial threat,unspecified outdoor location (near river and marshes)
event/6272095c,Pip perceives the threat to his life,perception/recognition,realize,“the question being whether you’re to be let to live.”,1.0,0.7922,122,1,during the man's speech,unspecified outdoor location (near river and marshes)
event/107fe649,Man asks repeated questions,communication,question,After each question he tilted me over a little more,1.0,0.876,123,1,"after each question (iterative, ongoing)",unspecified location
event/32871eaa,Man tilts Narrator to increase helplessness,movement,tilt,"he tilted me over a little more, so as to give me a greater sense of helplessness and danger",1.0,0.8923,124,1,after each question (repeatedly),unspecified location
event/521ed19d,Narrator experiences increased helplessness,emotion,feel,so as to give me a greater sense of helplessness,1.0,0.9051,125,1,consequent to each tilting,unspecified location
event/b7555a67,Narrator experiences increased sense of danger,emotion,feel,and danger,1.0,0.8726,126,1,consequent to each tilting,unspecified location
event/8825d634,Magwitch orders Pip to get a file,communication,order,“You get me a file.”,1.0,0.8093,127,1,,unspecified location
event/fbcf24ae,Magwitch physically intimidates Pip by tilting him after first command,conflict,threaten,He tilted me again.,1.0,0.7805,128,1,,unspecified location
event/f3027707,Magwitch orders Pip to get food (wittles),communication,order,“And you get me wittles.”,1.0,0.8188,129,1,,unspecified location
event/f347a4f6,Magwitch physically intimidates Pip by tilting him after second command,conflict,threaten,He tilted me again.,1.0,0.7824,130,1,,unspecified location
event/752c41b7,Magwitch instructs Pip to bring both items to him,communication,instruct,“You bring ’em both to me.”,1.0,0.7888,131,1,,unspecified location
event/786606eb,Magwitch physically intimidates Pip by tilting him after delivery instruction,conflict,threaten,He tilted me again.,1.0,0.7789,132,1,,unspecified location
event/c1646130,Magwitch threatens to take Pip's heart and liver out,conflict,threaten,“Or I’ll have your heart and liver out.”,1.0,0.8291,133,1,,unspecified location
event/facd026d,Magwitch physically intimidates Pip by tilting him after explicit threat,conflict,threaten,He tilted me again.,1.0,0.7831,134,1,,unspecified location
event/22c10457,Pip experiences fear due to Magwitch's threats and rough handling,emotion,fear,“Or I’ll have your heart and liver out.” He tilted me again.,1.0,0.6955,135,1,,unspecified location
event/a3216188,Pip feels dreadfully frightened,emotion,fear,I was dreadfully frightened,1.0,0.8354,136,1,,unspecified location
event/9d7957fa,Pip feels giddy,emotion,dizziness,and so giddy,1.0,0.8148,137,1,,unspecified location
event/9b9765db,Pip clings to Abel Magwitch,movement,cling,that I clung to him with both hands,0.9990000000000001,0.7671,138,1,,unspecified location
event/cf1b80fd,Pip asks Abel Magwitch to let him stay upright,communication,request,"“If you would kindly please to let me keep upright, sir",0.9990000000000001,0.8457,139,1,,unspecified location
event/008852c4,Pip expresses concern about being sick,communication,state,perhaps I shouldn’t be sick,1.0,0.8298,140,1,,unspecified location
event/a523f8ee,Pip indicates he could attend more if upright,communication,give,and perhaps I could attend more.”,1.0,0.809,141,1,,unspecified location
event/778f70a6,Unnamed man violently shakes Pip,conflict,shake,He gave me a most tremendous dip and roll,1.0,0.7759,142,1,then (narrative present),churchyard (near the church)
event/6523413c,Pip experiences intense physical disorientation,perception/recognition,feel,He gave me a most tremendous dip and roll,1.0,0.7176,143,1,during the tremendous dip and roll,churchyard (near the church)
event/ad2aade9,Pip perceives the church as jumping over its weathercock,perception/recognition,perceive,so that the church jumped over its own weathercock,0.9990000000000001,0.8955,144,1,while being dipped and rolled,"churchyard, viewing the church"
event/d50c7eca,Unnamed man holds Pip upright by the arms on top of the stone,conflict,restrain,"he held me by the arms, in an upright position on the top of the stone",1.0,0.9036,145,1,"then, after shaking Pip",on the top of the stone in the churchyard
event/b97b9705,Unnamed man continues speaking to Pip in fearful terms,communication,speak,and went on in these fearful terms,1.0,0.829,146,1,after holding Pip upright,on the top of the stone in the churchyard
event/453b314b,Pip feels fear in response to the man’s fearful terms,emotion,fear,went on in these fearful terms,1.0,0.8154,147,1,as the man goes on in fearful terms,on the top of the stone in the churchyard
event/aab7946a,Abel Magwitch orders Pip to bring file and food next morning,communication,command,"You bring me, to-morrow morning early, that file and them wittles. You bring the lot to me, at that old Battery over yonder.",1.0,0.863,148,1,to-morrow morning early,unspecified outdoor location near the old Battery
event/52204136,Abel Magwitch specifies meeting place at the old Battery,communication,specify,"You bring the lot to me, at that old Battery over yonder.",1.0,0.8775,149,1,to-morrow morning early (future),that old Battery over yonder
event/7ec7eac5,Abel Magwitch commands Pip to remain silent and make no sign,communication,forbid,"you never dare to say a word or dare to make a sign concerning your having seen such a person as me, or any person sumever",1.0,0.8514,150,1,"ongoing, from now into the future",unspecified outdoor location near the old Battery
event/2a37fd23,Abel Magwitch threatens Pip with death if he disobeys,conflict,threaten,"You fail, or you go from my words in any partickler... and your heart and your liver shall be tore out, roasted, and ate.",1.0,0.8373,151,1,conditional future (if Pip fails or disobeys),unspecified outdoor location near the old Battery
event/1d51f09d,Abel Magwitch promises to spare Pip's life if he obeys,communication,promise,you shall be let to live,1.0,0.8197,152,1,conditional future (if Pip complies),unspecified outdoor location near the old Battery
event/24f7ffd8,Abel Magwitch sets strict condition that Pip must not deviate 'in any particular',communication,threaten,"You fail, or you go from my words in any partickler, no matter how small it is",1.0,0.7994,153,1,conditional future (if Pip deviates),unspecified outdoor location near the old Battery
event/ee2cad29,Abel Magwitch claims he is not alone and has a hidden young man with him,communication,assert,"Now, I ain’t alone, as you may think I am. There’s a young man hid with me",1.0,0.8878,154,1,present,unspecified outdoor location near the old Battery
event/c2b35eeb,Abel Magwitch compares himself favorably to the young man to heighten fear,communication,compare,in comparison with which young man I am a Angel,1.0,0.8333,155,1,present,unspecified outdoor location near the old Battery
event/77c8ccb0,Abel Magwitch states that the young man hears his words,communication,inform,That young man hears the words I speak.,1.0,0.9162,156,1,present,unspecified outdoor location near the old Battery
event/fd26d712,Pip implicitly experiences fear and intimidation under Magwitch's threats,emotion,fear,"your heart and your liver shall be tore out, roasted, and ate. Now, I ain’t alone... There’s a young man hid with me",1.0,0.7705,157,1,"present, during the conversation",unspecified outdoor location near the old Battery
event/a91c9df4,Description of young man's peculiar way of reaching a boy,other,have,"That young man has a secret way pecooliar to himself, of getting at a boy, and at his heart, and at his liver.",1.0,0.8633,158,1,,unspecified outdoor location near the old Battery
event/8df4c44b,Assertion that it is vain for a boy to hide from the young man,communication,assert,It is in wain for a boy to attempt to hide himself from that young man.,1.0,0.7712,159,1,,unspecified outdoor location near the old Battery
event/4954843b,Boy locks his door to hide,movement,lock,A boy may lock his door,1.0,0.9163,160,1,,boy's room door
event/0dfd593f,Boy lies warm in bed,other,lie,may be warm in bed,1.0,0.8581,161,1,,bed
event/eb4d75a7,Boy tucks himself up in bed,movement,tuck,may tuck himself up,1.0,0.8487,162,1,,bed
event/53ce185b,Boy draws clothes over his head,movement,cover,may draw the clothes over his head,1.0,0.8974,163,1,,bed
event/8099b1d2,Boy believes himself comfortable and safe,emotion,believe,may think himself comfortable and safe,1.0,0.9092,164,1,,bed
event/da031a4e,Young man creeps towards the boy,movement,creep,that young man will softly creep and creep his way to him,1.0,0.9221,165,1,,unspecified place where boy hides
event/438b3a3a,Young man tears the boy open,conflict,tear,and tear him open.,1.0,0.8781,166,1,,unspecified place where boy hides
event/76c84292,Narrator states he is keeping the young man from harming the boy,communication,say,I am a keeping that young man from harming of you at the present moment,1.0,0.8537,167,1,at the present moment,unspecified place where boy hides
event/eb0c3532,Narrator struggles to hold the young man off the boy's inside,assistance,restrain,I find it wery hard to hold that young man off of your inside.,1.0,0.8516,168,1,at the present moment,unspecified place where boy hides
event/b4cb2d71,Narrator experiences difficulty in protecting the boy,emotion,struggle,with great difficulty. I find it wery hard,1.0,0.7679,169,1,at the present moment,unspecified place where boy hides
